regime,months,episodes,average_episode_months,annualised_return,realised_volatility,worst_month,episode_mdd,m2_minus_global,excess_vs_equal_pool,sample_status
R1_BROAD_RISK_ON,7,6,1.16666666667,0.130804414419,0.123251972915,-0.0197172711048,-0.0143939745621,0.03819157416,0.00523442513886,INSUFFICIENT_REGIME_SAMPLE
R2_LEADERSHIP_RISK_ON,86,11,7.81818181818,0.0977207702206,0.137144446383,-0.0872153468617,-0.097747372951,0.018048014282,0.00179011191387,REGIME_SAMPLE_SUFFICIENT
R3_ISOLATED_LEADERSHIP,16,8,2,0.102365969796,0.211286238507,-0.119797215519,-0.100179602168,-0.0163416238292,-0.00337880490592,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION,5,5,1,1.05183399867,0.172734227358,0.00804237690787,0,0.0501376851008,0.00271602343225,INSUFFICIENT_REGIME_SAMPLE
