breadth,region_status,full_net_cagr,latest5_net_cagr,full_net_excess_vs_equal_pool,latest5_net_excess_vs_equal_pool,full_maximum_drawdown,latest5_maximum_drawdown,full_calmar_mar,latest5_calmar_mar,full_ulcer_index,latest5_ulcer_index,full_annual_turnover_traded_notional,latest5_annual_turnover_traded_notional,full_cost_drag_cagr,latest5_cost_drag_cagr,selection_status
3,OUTSIDE PLATEAU,0.104028596796,0.0741866849628,-0.0112910888111,-0.0357129578217,-0.280308421165,-0.263376967134,0.371121910514,0.281674915502,0.105578881136,0.124809962121,9.79792746952,11.3318023993,0.0221689898203,0.0251241417438,NOT SELECTED
4,OUTSIDE PLATEAU,0.115884097789,0.0877196691032,0.000564412182047,-0.0221799736814,-0.278794056725,-0.278794056725,0.415662009264,0.314639666762,0.110152421747,0.141578698385,9.34739044977,10.3745168114,0.0216194152438,0.0232457767694,NOT SELECTED
5,OUTSIDE PLATEAU,0.1323407709,0.11831749976,0.0170210852934,0.00841785697533,-0.283065018812,-0.283065018812,0.467527819071,0.417987006153,0.110914057086,0.143167225326,7.45667178124,8.66240179079,0.0176428573445,0.0201069923121,NOT SELECTED
6,TOP6--TOP9 PLATEAU,0.134998599939,0.126389600444,0.0196789143324,0.0164899576595,-0.243553425192,-0.241098160384,0.554287421057,0.524224657055,0.0902221032686,0.113109354116,6.24556820774,7.48474788745,0.0150135862398,0.0176813467977,NOT SELECTED
7,TOP6--TOP9 PLATEAU,0.131376260915,0.13620163503,0.0160565753079,0.0263019922455,-0.235308335654,-0.22335553365,0.558315371829,0.609797450748,0.0819804013158,0.101308500864,5.52306084467,6.9259271147,0.0134295913781,0.0167511570344,FROZEN REPRESENTATIVE
8,TOP6--TOP9 PLATEAU,0.131458825844,0.147463690484,0.0161391402372,0.0375640476997,-0.235365808357,-0.20104465711,0.558529833887,0.733487239123,0.0740255505377,0.0882057356615,4.84761732144,6.29125192753,0.0119790115763,0.0154519061229,RECENT CAGR MAXIMUM
9,TOP6--TOP9 PLATEAU,0.115022656828,0.124587749409,-0.000297028779417,0.0146881066249,-0.251443768165,-0.216524819507,0.457448827096,0.575397082389,0.0833889939251,0.101160143008,4.60932357499,6.20933477142,0.0114173275505,0.0153845578832,NOT SELECTED
10,OUTSIDE PLATEAU,0.102193016923,0.105648519318,-0.0131266686836,-0.00425112346654,-0.247145715813,-0.198553278804,0.413492973517,0.532091537116,0.079460411478,0.0955982796266,4.09794252159,5.62149313469,0.0102384214911,0.0139522721517,NOT SELECTED
