weighting_method,decision,full_net_cagr,latest5_net_cagr,full_net_excess_vs_equal_pool,latest5_net_excess_vs_equal_pool,full_maximum_drawdown,latest5_maximum_drawdown,full_ulcer_index,latest5_ulcer_index,full_annual_turnover_traded_notional,latest5_annual_turnover_traded_notional
W0_EQUAL,SELECTED,0.131376260915,0.13620163503,0.0160565753079,0.0263019922455,-0.235308335654,-0.22335553365,0.0819804013158,0.101308500864,5.52306084467,6.9259271147
W1_RANK_DECAY,REJECTED,0.123986792886,0.122029127346,0.00866710727933,0.0121294845619,-0.259472002263,-0.219311887677,0.0795159772901,0.0907677452594,8.13915949399,9.11954016774
W2_FIXED_TOP_HEAVY,REJECTED,0.120191669885,0.114999262017,0.00487198427835,0.00509961923213,-0.252492535007,-0.222537258594,0.0825260100372,0.09688588899,7.56523530204,8.8214453427
