cash_architecture,description,full_net_cagr,latest5_net_cagr,full_net_excess_vs_equal_pool,latest5_net_excess_vs_equal_pool,full_maximum_drawdown,latest5_maximum_drawdown,full_ulcer_index,latest5_ulcer_index,full_calmar_mar,latest5_calmar_mar,full_average_cash_weight,latest5_average_cash_weight,full_percentage_time_with_cash,latest5_percentage_time_with_cash,full_annual_turnover_traded_notional,latest5_annual_turnover_traded_notional,decision
CASH_0_ALWAYS_INVESTED,CASH0 always invested,0.131376260915,0.13620163503,0.0160565753079,0.0263019922455,-0.235308335654,-0.22335553365,0.0819804013158,0.101308500864,0.558315371829,0.609797450748,0,0,0,0,5.52306084467,6.9259271147,SELECTED
CASH_1_INDIVIDUAL_ABOVE_CASH_252,CASH1 family above cash (252 sessions),0.0952902624031,0.132122258701,-0.0200294232039,0.022222615916,-0.271574069041,-0.189196099518,0.083155153851,0.089901933685,0.350881300044,0.698335002873,0.175444785366,0.1512861433,0.586813186813,0.487510072522,5.2920150182,6.39530112819,REJECTED
CASH_2_POOL_BREADTH,CASH2 pool breadth defence,0.0696493030332,0.125098970038,-0.0456703825738,0.0151993272533,-0.321775219434,-0.164752991893,0.1110623962,0.0830194523172,0.216453284239,0.759312280768,0.286299816968,0.334640362284,0.44375,0.53591606134,5.39237754857,5.57668624374,REJECTED
CASH_3_GLOBAL_CONFIRMATION,CASH3 global confirmation,0.0834787098371,0.103512843628,-0.0318409757699,-0.00638679915657,-0.255110975419,-0.255110975419,0.108917979898,0.125548079906,0.327225081948,0.405756135964,0.274328489652,0.249396621078,0.274328489652,0.249396621078,5.90813923499,7.42512417067,REJECTED
CASH_4_PARSIMONIOUS_COMBINED,CASH4 combined defence,0.0579266123345,0.100245471134,-0.0573930732726,-0.00965417165007,-0.215600233694,-0.168472583618,0.101348705105,0.101724552886,0.268676018304,0.595025427768,0.463040445986,0.459809643855,0.687391304348,0.639581657281,4.99781863357,5.62573817048,REJECTED
