strategy_id,description,sample_start,sample_end,net_cagr,terminal_wealth_per_100k,maximum_drawdown,calmar,ulcer_index,annualised_volatility,longest_underwater_days,annual_turnover,cost_drag_cagr,source_status
GLOBAL_100,100% SWDA/global developed equities,2017-03-01,2026-08-21,0.116010832293,282859.253679,-0.255818559968,0.453488723835,0.0489099207248,0.145711111836,586,0.105561416185,2.22044604925e-16,CANONICAL_A4F
GLOBAL_75_CASH25,75% SWDA / 25% cash control,2017-03-01,2026-08-21,0.092632031838,231456.621973,-0.195516313738,0.473781599432,0.0359925415592,0.108840079935,550,0.141255887056,0.000287666185821,CANONICAL_A4F
M2_TOP7_CASH0_100,100% M2 TOP7 active strategy,2017-03-01,2026-08-21,0.131376260915,321979.469578,-0.235308335654,0.558315371829,0.0819804013158,0.184925912883,857,5.52306084467,0.0134295913781,CANONICAL_A4F
GLOBAL_50_M2_50,50% SWDA / 50% M2 research blend,2017-03-01,2026-08-21,0.124046092777,302751.294107,-0.236152563043,0.525279468403,0.0589080612505,0.158676436251,763,2.89164409622,0.00766559578704,CANONICAL_A4F
GLOBAL_50_M2_25_CASH25,50% SWDA / 25% M2 / 25% cash,2017-03-01,2026-08-21,0.0962439690852,238807.18156,-0.184382554872,0.521979799835,0.0388659547317,0.114817148197,735,1.50249036679,0.00456584526651,CANONICAL_A4F
M2_TOP7_CASH0_50_CASH50,50% M2 / 50% cash,2017-03-01,2026-08-21,0.0767857443235,201542.163886,-0.121616425009,0.63137643059,0.0374194793023,0.0921443486511,764,2.80608730532,0.00733534425688,CANONICAL_A4F
M2_TOP7_CASH0_75_CASH25,75% M2 / 25% cash,2017-03-01,2026-08-21,0.104611440014,256643.801182,-0.179516153303,0.582741096495,0.0595162750687,0.138422067492,816,4.18244418726,0.0104302059878,CANONICAL_A4F
EQUAL_WEIGHT_OPPORTUNITY_POOL,Contemporaneous equal-weight industry/theme opportunity pool,2017-03-01,2026-08-21,0.115319685607,281204.140106,-0.2830408216,0.407431284842,0.0652128007938,0.167723453686,444,,,DERIVED_DIAGNOSTIC_FROM_CANONICAL_A4D_EQUITY_CURVE
