episode_id,regime,risk_score_start,leadership_state,start_decision_date,end_decision_date,start_execution_date,end_execution_date,months,strategy_id,switch_mode,episode_return,episode_maximum_drawdown,episode_excess_vs_global,episode_excess_vs_equal_pool,m2_minus_global,cash_minus_risky,sample_status
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,GLOBAL_50_M2_50,STATIC_OR_NOT_APPLICABLE,0.0470221160690254,0.0,-0.004062093056955485,0.0055757459115848285,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,GLOBAL_75_CASH25,STATIC_OR_NOT_APPLICABLE,0.03836636066929766,0.0,-0.012717848456683223,-0.0030800094881429096,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,GLOBAL_75_M2_10_CASH15,STATIC_OR_NOT_APPLICABLE,0.04253359987436478,0.0,-0.008550609251616104,0.0010872297169242096,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,GLOBAL_75_M2_25,STATIC_OR_NOT_APPLICABLE,0.04897867235477027,0.0,-0.0021055367712106143,0.007532302197329699,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,GLOBAL_90_M2_10,STATIC_OR_NOT_APPLICABLE,0.050153584287701225,0.0,-0.0009306248382796589,0.008707214130260654,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,M2_TOP7_CASH0_100,STATIC_OR_NOT_APPLICABLE,0.0431318300820267,0.0,-0.007952379043954183,0.0016854599245861301,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,M2_TOP7_CASH0_25_CASH75,STATIC_OR_NOT_APPLICABLE,0.010950943083747333,0.0,-0.04013326604223355,-0.030495427073693238,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,M2_TOP7_CASH0_50_CASH50,STATIC_OR_NOT_APPLICABLE,0.021677169391941753,0.0,-0.02940703973403913,-0.019769200765498818,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,M2_TOP7_CASH0_75_CASH25,STATIC_OR_NOT_APPLICABLE,0.03240490760844028,0.0,-0.018679301517540603,-0.00904146254900029,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_OR_NOT_APPLICABLE,0.04144637015744057,0.0,-0.009637838968540313,0.0,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
R4_CAPITAL_PRESERVATION-003,R4_CAPITAL_PRESERVATION,3.0,LEADERSHIP_WEAK,2018-03-29,2018-03-29,2018-04-03,2018-04-03,1,ACTUAL_GBP_CASH,STATIC_OR_NOT_APPLICABLE,0.00035369266101548114,0.0,-0.0507305164649654,-0.04109267749642509,-0.007952379043954183,-0.0507305164649654,INSUFFICIENT_REGIME_SAMPLE
