strategy_id,year,global_contribution,m2_contribution,cash_yield_contribution,other_market_contribution,risk_timing_contribution,m2_selection_contribution,interaction_contribution,switching_contribution,cost_contribution,reconciliation_error,attribution_basis,policy_id,switch_mode,mechanism_attribution_method,strategy_switches,months_risk_score_0,months_risk_score_1,months_risk_score_2,months_risk_score_3,months_R1_BROAD_RISK_ON,months_R2_LEADERSHIP_RISK_ON,months_R3_ISOLATED_LEADERSHIP,months_R4_CAPITAL_PRESERVATION
GLOBAL_90_M2_10,2024,0.17760754353777072,0.009515326500975228,0.0,2.185751579730777e-16,,,,,-0.0025801841301981154,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_90_M2_10,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_90_M2_10,2025,0.11696120963125747,0.04379864241690255,0.0,-3.469446951953614e-16,,,,,-0.0026137812744964073,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_90_M2_10,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,3,1,0,8,4,0
GLOBAL_90_M2_10,2026,0.09938269762148312,0.01620487179216391,0.0,-9.124645483638005e-16,,,,,-0.0014527627090122897,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_90_M2_10,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,0,0,0,8,0,0
GLOBAL_75_M2_25,2017,0.04145643584358288,0.011768893864387087,0.0,4.839878497975292e-16,,,,,-0.0018654943315340455,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,11,0,0,0,1,10,0,0
GLOBAL_75_M2_25,2018,-0.020186856514783684,-0.017953616943800155,0.0,-4.510281037539698e-16,,,,,-0.00284694585087375,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,2,1,2,1,8,1,2
GLOBAL_75_M2_25,2019,0.1610907776453373,0.04272937979766261,0.0,9.506284648352903e-16,,,,,-0.004194674298156675,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,9,1,2,0,1,9,2,0
GLOBAL_75_M2_25,2020,0.10655400091321514,0.07553282962354191,0.0,-9.298117831235686e-16,,,,,-0.0037367893541503383,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,2,4,4,2,0,6,5,1
GLOBAL_75_M2_25,2021,0.16532871551535602,0.05500863337313592,0.0,4.85722573273506e-17,,,,,-0.00407724836970802,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_75_M2_25,2022,-0.05356123236252103,-0.031074308925894658,0.0,3.5735303605122226e-16,,,,,-0.004477794431440474,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,0,6,5,1,2,4,4,2
GLOBAL_75_M2_25,2023,0.12627308990827046,0.043875466115099286,0.0,-8.81239525796218e-16,,,,,-0.004018549230487611,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,5,0,0,2,10,0,0
GLOBAL_75_M2_25,2024,0.14846071960280469,0.02409483039180463,0.0,4.40619762898109e-16,,,,,-0.004982871931938471,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_75_M2_25,2025,0.09742128196702056,0.10959700352135725,0.0,1.6653345369377348e-16,,,,,-0.0051864049868204365,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,3,1,0,8,4,0
GLOBAL_75_M2_25,2026,0.08304227585841638,0.04066651280342017,0.0,4.371503159461554e-16,,,,,-0.0028720958483320347,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_75_M2_25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,0,0,0,8,0,0
GLOBAL_50_M2_50,2017,0.02772952768162974,0.023674057875836933,0.0,-2.914335439641036e-16,,,,,-0.002527373795115473,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,11,0,0,0,1,10,0,0
GLOBAL_50_M2_50,2018,-0.013221689060945556,-0.03561095091926203,0.0,-1.1796119636642288e-16,,,,,-0.0041176694464784,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,2,1,2,1,8,1,2
GLOBAL_50_M2_50,2019,0.10713829386543887,0.0852445918489273,0.0,1.0685896612017132e-15,,,,,-0.006787723181750027,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,9,1,2,0,1,9,2,0
GLOBAL_50_M2_50,2020,0.07072409354249783,0.15098338586107088,0.0,-1.942890293094024e-16,,,,,-0.0060455954760827435,-2.7755575615628914e-17,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,2,4,4,2,0,6,5,1
GLOBAL_50_M2_50,2021,0.11074524235543745,0.11039701085086491,0.0,-1.2628786905111156e-15,,,,,-0.006882061963202624,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_50_M2_50,2022,-0.03548697118573209,-0.06165611448021635,0.0,1.249000902703301e-16,,,,,-0.007713562884049452,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,0,6,5,1,2,4,4,2
GLOBAL_50_M2_50,2023,0.08404082655646065,0.08780107297136525,0.0,1.249000902703301e-16,,,,,-0.006899904030352899,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,5,0,0,2,10,0,0
GLOBAL_50_M2_50,2024,0.09948248727705718,0.04921665035940313,0.0,7.216449660063518e-16,,,,,-0.008956122596459282,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_50_M2_50,2025,0.06490052695573609,0.21954059511679122,0.0,-5.551115123125783e-17,,,,,-0.009357498490661698,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,3,1,0,8,4,0
GLOBAL_50_M2_50,2026,0.05560895696130792,0.08184009390309228,0.0,-1.0269562977782698e-15,,,,,-0.005152509566958785,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_50,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,0,0,0,8,0,0
GLOBAL_50_M2_25_CASH25,2017,0.02735008961962887,0.011650775428660045,0.0005344974286731943,-3.434752482434078e-16,,,,,-0.0018792088973804688,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,11,0,0,0,1,10,0,0
GLOBAL_50_M2_25_CASH25,2018,-0.013447440155341798,-0.017883711615647533,0.0014064977522421545,-1.3747683547116196e-15,,,,,-0.0029329218218996367,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,2,1,2,1,8,1,2
GLOBAL_50_M2_25_CASH25,2019,0.10704703900906813,0.042591298471011355,0.0017598675097518696,8.96418356211015e-16,,,,,-0.004309554480767197,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,9,1,2,0,1,9,2,0
GLOBAL_50_M2_25_CASH25,2020,0.07080508939658404,0.07567714012797157,0.0004720568579883632,-4.895172808772053e-16,,,,,-0.003849119499329645,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,2,4,4,2,0,6,5,1
GLOBAL_50_M2_25_CASH25,2021,0.10985592417699803,0.05483292964976516,0.000136261560037605,-7.977830635691463e-16,,,,,-0.004212984908104733,2.7755575615628914e-17,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_50_M2_25_CASH25,2022,-0.036502517852671806,-0.0310238159414633,0.0034407667544399784,-1.0178489995293916e-15,,,,,-0.004620197540827764,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,0,6,5,1,2,4,4,2
GLOBAL_50_M2_25_CASH25,2023,0.08379669325544942,0.04353226366574271,0.01119086392460071,8.881784197001252e-16,,,,,-0.004164210659040157,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,5,0,0,2,10,0,0
GLOBAL_50_M2_25_CASH25,2024,0.09889214457661992,0.024078824577987497,0.012366038194820218,-4.163336342344337e-16,,,,,-0.005181632909626033,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
GLOBAL_50_M2_25_CASH25,2025,0.06414342170884184,0.10917875893253554,0.010294180462641397,8.049116928532385e-16,,,,,-0.0053214566604716795,-2.7755575615628914e-17,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,3,1,0,8,4,0
GLOBAL_50_M2_25_CASH25,2026,0.05532129568692372,0.04060253554042621,0.005832622043285196,-3.2959746043559335e-17,,,,,-0.0029280308365038366,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,GLOBAL_50_M2_25_CASH25,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,0,0,0,8,0,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2017,0.0,0.0,0.0,0.08025596305946336,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,11,0,0,0,1,10,0,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2018,0.0,0.0,0.0,-0.08377876973404619,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,2,1,2,1,8,1,2
EQUAL_WEIGHT_OPPORTUNITY_POOL,2019,0.0,0.0,0.0,0.2262192594433622,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,9,1,2,0,1,9,2,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2020,0.0,0.0,0.0,0.1741569158538031,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,2,4,4,2,0,6,5,1
EQUAL_WEIGHT_OPPORTUNITY_POOL,2021,0.0,0.0,0.0,0.2208630490581538,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2022,0.0,0.0,0.0,-0.030123540960211193,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,0,6,5,1,2,4,4,2
EQUAL_WEIGHT_OPPORTUNITY_POOL,2023,0.0,0.0,0.0,0.09303432246980137,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,5,0,0,2,10,0,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2024,0.0,0.0,0.0,0.10207373411328902,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2025,0.0,0.0,0.0,0.2638955563930152,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,3,1,0,8,4,0
EQUAL_WEIGHT_OPPORTUNITY_POOL,2026,0.0,0.0,0.0,0.12044326266584604,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,EQUAL_WEIGHT_OPPORTUNITY_POOL,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,0,0,0,8,0,0
ACTUAL_GBP_CASH,2017,0.0,0.0,0.002150697974431237,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,11,0,0,0,1,10,0,0
ACTUAL_GBP_CASH,2018,0.0,0.0,0.005594885609655931,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,2,1,2,1,8,1,2
ACTUAL_GBP_CASH,2019,0.0,0.0,0.007060596641302208,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,9,1,2,0,1,9,2,0
ACTUAL_GBP_CASH,2020,0.0,0.0,0.0018918237670777494,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,2,4,4,2,0,6,5,1
ACTUAL_GBP_CASH,2021,0.0,0.0,0.0005492898824506209,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
ACTUAL_GBP_CASH,2022,0.0,0.0,0.01372626929301446,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,0,6,5,1,2,4,4,2
ACTUAL_GBP_CASH,2023,0.0,0.0,0.04483475616604804,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,5,0,0,2,10,0,0
ACTUAL_GBP_CASH,2024,0.0,0.0,0.04974248549773175,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,12,0,0,0,0,12,0,0
ACTUAL_GBP_CASH,2025,0.0,0.0,0.04130722236654494,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,3,1,0,8,4,0
ACTUAL_GBP_CASH,2026,0.0,0.0,0.023373592595822723,0.0,,,,,0.0,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,ACTUAL_GBP_CASH,STATIC_MONTHLY,STATIC_ACCOUNTING_ONLY,0,7,1,0,0,0,8,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2017,0.040991577650743,0.0,0.000534035578858654,-1.522978791690388e-15,-0.013936224006379727,0.0,0.0,0.0,-0.0001866432829000786,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,11,0,0,0,1,10,0,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2018,-0.02048078784483236,0.0,0.0014054386448611022,1.43982048506075e-16,0.007911652287238669,0.0,0.0,0.0,-0.00031265510718359035,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,7,2,1,2,1,8,1,2
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2019,0.16094874874976123,0.0,0.0017583924674606662,7.342217112071836e-16,-0.05291077470457106,0.0,0.0,0.0,-0.0003205354474513644,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,9,1,2,0,1,9,2,0
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2020,0.10794210794004708,0.0,0.0004716808436051104,-1.446325698095663e-16,-0.03642874725705125,0.0,0.0,0.0,-0.0003899691056954424,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,2,4,4,2,0,6,5,1
POLICY_0_STATIC_DEFENSIVE_CONTROL|SWITCH_IMMEDIATE_MONTHLY,2021,0.1639304148153879,0.0,0.00013613957259072263,6.201636426617085e-16,-0.05544793550579441,0.0,0.0,0.0,-0.00023873068756163907,0.0,ARITHMETIC_DAILY_RETURN_UNITS;AGGREGATE_COMPARATOR_MARKET_RETURN_EXPLICIT;COUNTERFACTUAL_MECHANISM_FIELDS_SEPARATE,POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_IMMEDIATE_MONTHLY,SEQUENTIAL_CAUSAL_RISK_ONLY_CONTROL_THEN_M2;ARITHMETIC_DAILY_RETURN_UNITS,0,12,0,0,0,0,12,0,0
