policy_id,switch_mode,window_id,cost_scenario,gross_cagr,net_cagr,cost_drag,maximum_drawdown,ulcer_index,turnover,incremental_cagr_vs_base_cost,viability_status
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_FIVE_YEARS,BASE,0.09499320818527934,0.08841555099029508,0.0065776571949842655,-0.124386613318891,0.06012824361137463,2.4158689216273777,0.0,FAILS_DOUBLE_COST_GATE
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_THREE_YEARS,BASE,0.175125849624306,0.167887947124002,0.007237902500303983,-0.11020574019294094,0.03649343752605819,2.4240169028356244,0.0,FAILS_DOUBLE_COST_GATE
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,FULL_COMMON_HISTORY,DOUBLE,0.06556437794283942,0.05262554304645772,0.012938834896381701,-0.17897975143348244,0.08172023387476061,2.4757035696272256,-0.006494919558162282,FAILS_DOUBLE_COST_GATE
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,PRE_2020,DOUBLE,0.0052107497747730935,-0.007296080765206714,0.012506830539979807,-0.1780791721094067,0.08644391100950617,2.8140273028382023,-0.006250266727207743,FAILS_DOUBLE_COST_GATE
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,POST_2020,DOUBLE,0.09050423990791812,0.07753474579565545,0.01296949411226267,-0.14626034569653235,0.07061009400238734,2.3341932669168712,-0.006523379533685425,FAILS_DOUBLE_COST_GATE
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_FIVE_YEARS,DOUBLE,0.09499320818527912,0.0817531634722608,0.013240044713018317,-0.12982526067124545,0.06376409824339536,2.4158689216273777,-0.006662387518034274,FAILS_DOUBLE_COST_GATE
POLICY_4_DEFENSIVE_REGIME_STRATEGY,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_THREE_YEARS,DOUBLE,0.1751258496243051,0.16053399005618973,0.014591859568115373,-0.11184474806164357,0.03748855371771806,2.4240169028356244,-0.007353957067812278,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,FULL_COMMON_HISTORY,BASE,0.09266744340598865,0.08262009764328848,0.010047345762700166,-0.16316682555008488,0.06775172233933854,4.012071142170326,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,PRE_2020,BASE,0.02521236089888057,0.01598560604449295,0.00922675485438762,-0.1427561604805211,0.05675129228083848,4.079312273150027,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,POST_2020,BASE,0.12096363886223926,0.11067398108495774,0.010289657777281525,-0.16316682555008488,0.07160501188554953,3.9883063374067085,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,LATEST_FIVE_YEARS,BASE,0.1187288230912682,0.10776934128376348,0.010959481807504723,-0.16077959375599304,0.0739889462547695,4.324645208765527,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,LATEST_THREE_YEARS,BASE,0.22847012080515117,0.21723644940511222,0.011233671400038947,-0.11879824380802195,0.035295929210421406,3.9761908783473787,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,FULL_COMMON_HISTORY,DOUBLE,0.09266744340598865,0.07252497476978648,0.02014246863620217,-0.17135721508021307,0.07382708131703274,4.012071142170326,-0.010095122873502005,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,PRE_2020,DOUBLE,0.02521236089888057,0.006787474782181224,0.018424886116699346,-0.14796486486269966,0.062114684294157445,4.079312273150026,-0.009198131262311726,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,POST_2020,DOUBLE,0.12096363886224015,0.10030027243070827,0.020663366431531882,-0.17135721508021307,0.07741069726713035,3.9883063374067085,-0.01037370865424947,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,LATEST_FIVE_YEARS,DOUBLE,0.11872882309126842,0.09672237699358788,0.022006446097680543,-0.17135721508021295,0.08086304415006529,4.324645208765528,-0.011046964290175598,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,LATEST_THREE_YEARS,DOUBLE,0.22847012080515183,0.20586576991904448,0.02260435088610735,-0.12042606667300737,0.03624272389582772,3.9761908783473787,-0.011370679486067736,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,FULL_COMMON_HISTORY,BASE,0.08415755260354918,0.07541687854798029,0.008740674055568887,-0.17229108186732778,0.06827528722290835,3.5037832158829136,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,PRE_2020,BASE,0.013230665056696678,0.005423031404057754,0.007807633652638923,-0.16502561507627955,0.06846755105200202,3.559028243743525,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,POST_2020,BASE,0.1140954853468934,0.10505698849122758,0.009038496855665823,-0.16317049208086376,0.06656228274281753,3.4845151505699157,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_FIVE_YEARS,BASE,0.11408022865254996,0.10472227005081258,0.009357958601737382,-0.13762979552068433,0.06639338764736993,3.6626829649514407,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_THREE_YEARS,BASE,0.21504398160090643,0.20409399070463863,0.010949990896267803,-0.11880358796036006,0.03584569366159937,3.8863942250113204,0.0,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,FULL_COMMON_HISTORY,DOUBLE,0.08415755260354918,0.06663253318899276,0.01752501941455642,-0.18897269328136812,0.07482397425726343,3.5037832158829145,-0.008784345358987533,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,PRE_2020,DOUBLE,0.013230665056696456,-0.002365178371324661,0.015595843428021117,-0.17038518197157304,0.07421944452714709,3.559028243743525,-0.007788209775382415,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,POST_2020,DOUBLE,0.1140954853468934,0.09594475140730441,0.018150733939588992,-0.1642603001531906,0.07039328743593515,3.4845151505699157,-0.00911223708392317,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_FIVE_YEARS,DOUBLE,0.11408022865255041,0.09528438212534196,0.01879584652720845,-0.14329260722405834,0.07086693077216583,3.66268296495144,-0.009437887925470623,FAILS_DOUBLE_COST_GATE
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,LATEST_THREE_YEARS,DOUBLE,0.21504398160090643,0.19303185971064396,0.02201212189026247,-0.12043359130187425,0.036827310215677436,3.88639422501132,-0.011062130993994668,FAILS_DOUBLE_COST_GATE
