strategy_id,policy_id,switch_mode,year,partial_year,net_return,excess_vs_global,excess_vs_equal_pool,maximum_drawdown,ulcer_index,worst_month,best_month,realised_volatility,turnover,cost_drag,average_swda_weight,average_m2_weight,average_cash_weight,portfolio_changes,regime_changes,maximum_time_underwater_calendar_days,strategy_switches,months_risk_score_0,months_risk_score_1,months_risk_score_2,months_risk_score_3,months_R1_BROAD_RISK_ON,months_R2_LEADERSHIP_RISK_ON,months_R3_ISOLATED_LEADERSHIP,months_R4_CAPITAL_PRESERVATION
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2017,True,0.039905256079677986,-0.01278858814688566,-0.03615601108229649,-0.03854295893764392,0.01470352005406339,-0.014435707241069684,0.023381899566688347,0.07292743438866074,0.7714547650296929,0.0017026449937569046,0.7508429352219053,0.0,0.2491570647780947,10,2,106,0,11,0,0,0,1,10,0,0
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2018,False,-0.025324946425937966,0.012497474208983506,0.06451095446529109,-0.11225530170625087,0.037436553284745135,-0.051700368262615926,0.030137095421528537,0.11180957844573858,0.06566268369619443,0.00032926676284092995,0.7494534676874038,0.0,0.2505465323125961,12,6,131,0,7,2,1,2,1,8,1,2
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2019,False,0.17101591054875942,-0.05929727413998953,-0.07328104235367827,-0.04289860236321652,0.01732150746948715,-0.02068615056589307,0.04070661829722311,0.09445561575196487,0.07411793327931493,0.000355502958049408,0.7510616647342239,0.0,0.24893833526577624,12,4,140,0,9,1,2,0,1,9,2,0
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2020,False,0.09639289679651464,-0.026066772174781816,-0.05348963517278049,-0.19551631373842482,0.06274731121338452,-0.0640475584444673,0.06697006263060024,0.17797409089721986,0.11439198827590014,0.00045217865848204365,0.752363203243555,0.0,0.24763679675644512,12,4,189,0,2,4,4,2,0,6,5,1
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2021,False,0.17332202311114364,-0.06307555038395063,-0.0617802687148008,-0.039115316207053774,0.011461681984311961,-0.012694370809877564,0.03288967923268005,0.08877843954840295,0.050429911573662944,0.0003350002756546114,0.7522025551097584,0.0,0.24779744489024164,12,0,49,0,12,0,0,0,0,12,0,0
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2022,False,-0.05854525291059598,0.024788080422739833,-0.008170876225564006,-0.1120457210955128,0.0514244927113662,-0.04162286483989608,0.05529961813224071,0.1301566590149934,0.07429337860905949,0.0004079017734620028,0.7488451881793851,0.0,0.25115481182061494,12,10,359,0,0,6,5,1,2,4,4,2
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2023,False,0.14241779722052672,-0.03347153084271537,0.05831609774343649,-0.053646396379579575,0.019111636473279563,-0.020755864708977834,0.03720492736471637,0.08774433012445697,0.04365585357621116,0.000324610421640019,0.750838739643129,0.0,0.24916126035687103,12,2,127,0,7,5,0,0,2,10,0,0
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2024,False,0.16960170527669516,-0.04146272049361155,0.07228288465328458,-0.04511773089283122,0.009946579080907868,-0.015333860927073895,0.044234725797564156,0.0769018431485748,0.05307984639071872,0.00038049891072830245,0.7513303098655312,0.0,0.24866969013446896,12,0,78,0,12,0,0,0,0,12,0,0
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2025,False,0.10554256736981849,-0.020859653053449723,-0.1760230952630053,-0.13900740592582106,0.04198942860504974,-0.04966972414186732,0.043487148080852744,0.11026142753104219,0.057984689432317826,0.0004186270827535708,0.7500195301074376,0.0,0.24998046989256223,12,2,183,0,7,1,3,1,0,8,4,0
GLOBAL_75_CASH25,GLOBAL_75_CASH25,STATIC_MONTHLY,2026,True,0.09001351645608047,-0.02230681208601326,-0.02931180483639051,-0.04846569833358427,0.01373146553996058,-0.040010593873667455,0.05402995153077916,0.08107908480221716,0.033068321139769874,0.0002728678467980403,0.7505968691613729,0.0,0.2494031308386271,8,0,44,0,7,1,0,0,0,8,0,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2017,True,0.027267847253073407,-0.02542599697349024,-0.04879341990890107,-0.025736969705836055,0.009773882570598559,-0.009581234461311428,0.015591457258416819,0.04865278111130278,0.5286490653036962,0.0012170376479695654,0.5011381121962852,0.0,0.49886188780371477,10,2,106,0,11,0,0,0,1,10,0,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2018,False,-0.01385625264225765,0.023966167992663823,0.07597964824897141,-0.0745111467196744,0.024779502803675055,-0.03405291490686502,0.020348074130769334,0.07417758167454591,0.08754982234380249,0.000372656105037542,0.49934030806458585,0.0,0.5006596919354142,12,6,131,0,7,2,1,2,1,8,1,2
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2019,False,0.11416199283872319,-0.11615119185002576,-0.1301349600637145,-0.028181549402780504,0.011342767511427961,-0.013603380181365865,0.027347807094373344,0.06297281013799488,0.09892542224308876,0.00040419907443794354,0.5014528574886676,0.0,0.49854714251133236,12,4,139,0,9,1,2,0,1,9,2,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2020,False,0.06742670335012324,-0.05503296562117321,-0.08245582861917189,-0.1327498682023922,0.04176777635378307,-0.04252151659647374,0.04440443299986829,0.11790866036542219,0.15212923893638436,0.0005266851079598948,0.5033357648638356,0.0,0.4966642351361643,12,4,186,0,2,4,4,2,0,6,5,1
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2021,False,0.11309580775440731,-0.12330176574068696,-0.12200648407153714,-0.026276422709081593,0.007678390641768131,-0.008446203976852584,0.021872804120460998,0.05925189677536011,0.06764784260775691,0.0003645171109877095,0.5029602351134578,0.0,0.4970397648865422,12,0,49,0,12,0,0,0,0,12,0,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2022,False,-0.03402484689974539,0.049308486433590426,0.016349529785286587,-0.07444533781443297,0.03340296825914025,-0.02769005126498625,0.03702813475996791,0.08640901183756809,0.09899415668146994,0.00044920606713568054,0.4985255397241375,0.0,0.5014744602758625,12,10,225,0,0,6,5,1,2,4,4,2
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2023,False,0.1096216285970828,-0.06626769946615929,0.025519929119992568,-0.03474701422950521,0.011689005409611049,-0.012370993320080625,0.026127662546574282,0.05853374588265156,0.058367246958659025,0.00034985385782996484,0.5011463705028615,0.0,0.4988536294971386,12,2,116,0,7,5,0,0,2,10,0,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2024,False,0.12913060842021884,-0.08193381735008787,0.031811787796808266,-0.029287405679850775,0.006050569884745454,-0.008737125353735498,0.03071356067111375,0.05127513181598438,0.07126891830676868,0.0004094222557452194,0.5018035097813413,0.0,0.4981964902186588,12,0,47,0,12,0,0,0,0,12,0,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2025,False,0.08454831261317874,-0.041853907810089463,-0.19701735001964504,-0.09133219705156115,0.02624490405008087,-0.03187631553398895,0.030151847055267078,0.07304060412543324,0.0773342564538072,0.00044764447545958997,0.5000825913532899,0.0,0.49991740864671,12,2,179,0,7,1,3,1,0,8,4,0
GLOBAL_50_CASH50,GLOBAL_50_CASH50,STATIC_MONTHLY,2026,True,0.06780156350582489,-0.04451876503626884,-0.051523757786646085,-0.031406839983860735,0.008740922536400368,-0.025632376728811024,0.03675761323725446,0.05394798343994719,0.04432681422590007,0.0002878702692821405,0.500832190695715,0.0,0.499167809304285,8,0,43,0,7,1,0,0,0,8,0,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2017,True,0.04271698032620819,-0.010471797043460906,-0.02323600457926478,-0.042295638795268875,0.01612188688293321,-0.015977706151032334,0.024606317736724614,0.10339381300795861,2.1757599238841494,0.004968452433622733,0.0,1.0,0.0,5,2,71,0,11,0,0,0,1,10,0,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2018,False,-0.08358032084933975,-0.01783750648677307,0.006671600183305038,-0.1390776808710642,0.059766666256111954,-0.07952167540383448,0.029510939921417068,0.1617497619154501,2.3922397723843933,0.005792963289804546,0.0,1.0,0.0,7,6,194,0,7,2,1,2,1,8,1,2
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2019,False,0.1618070126433535,-0.011057120998731573,-0.0046179655036515666,-0.06825000310758067,0.025183246329348097,-0.04951155493161952,0.06745770210025559,0.12527637182696963,5.037755263397816,0.01214529361128026,0.0,1.0,0.0,11,4,140,0,9,1,2,0,1,9,2,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2020,False,0.3038326305393182,0.30986787156052653,0.2676410099114015,-0.23530833565375175,0.06287067995475247,-0.05861317263968868,0.15039970914796874,0.24959870605830276,4.493945079024949,0.011554486877061971,0.0,1.0,0.0,9,4,118,0,2,4,4,2,0,6,5,1
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2021,False,0.21738395590964998,0.04959122788546466,0.04990495292718111,-0.07939865074759822,0.026321432404920905,-0.022840778276471907,0.05843719808426795,0.16779705670372025,5.570799262292571,0.02006235061064085,0.0,1.0,0.0,12,0,95,0,12,0,0,0,0,12,0,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2022,False,-0.14227737523133233,-0.06004844187813618,-0.07692670391399947,-0.1869069234780515,0.10260667129977571,-0.09908848087911015,0.06807658623967128,0.1975134515430064,6.442499854945737,0.0224247228230293,0.0,1.0,0.0,12,10,274,0,0,6,5,1,2,4,4,2
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2023,False,0.16102220945410628,-0.06177667891789995,0.03111810582154706,-0.11987879258750711,0.058746830994148576,-0.0522376542302716,0.07363137785226459,0.1572452698192128,5.600966069506723,0.019144557149463517,0.0,1.0,0.0,11,2,298,0,7,5,0,0,2,10,0,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2024,False,0.0745930865349611,-0.13580081908749353,-0.012014494255820019,-0.11742463869835762,0.046497585391421986,-0.030389950953118028,0.05235314222160792,0.1679669356810074,7.891340618546801,0.030492835325534907,0.0,1.0,0.0,12,0,197,0,12,0,0,0,0,12,0,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2025,False,0.4889826545299334,0.36532180505780465,0.23044912389794225,-0.16718893133614088,0.04405884102878899,-0.035561543847704824,0.12987725711589748,0.22444698576530733,8.199166782213734,0.03839847399869062,0.0,1.0,0.0,12,2,134,0,7,1,3,1,0,8,4,0
M2_TOP7_CASH0_100,M2_TOP7_CASH0_100,STATIC_MONTHLY,2026,True,0.14673439967716373,0.03441407113507,0.027409078384692753,-0.1361175785059524,0.06925938199099312,-0.08449250380042872,0.08661509084188057,0.24553503849413233,4.51635674755045,0.02971496743750377,0.0,1.0,0.0,8,0,89,0,7,1,0,0,0,8,0,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2017,True,0.031124589610941333,-0.02206418775872776,-0.03482839529453163,-0.03190056867186619,0.012290419234862437,-0.01273822700406868,0.018241546223775273,0.07723705623585153,1.729988174884699,0.004623781805955317,0.0,0.7505012191751305,0.2494987808248695,10,2,82,0,11,0,0,0,1,10,0,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2018,False,-0.06053678422179953,0.005206030140767148,0.029715136810845255,-0.1041453211415263,0.04474694392537627,-0.05919878067294859,0.02238392032004133,0.12081825680050598,1.8740783730228883,0.005277876367551961,0.0,0.7490761238445536,0.25092387615544626,12,6,194,0,7,2,1,2,1,8,1,2
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2019,False,0.1227820535932016,-0.05008208004888348,-0.043642924553803475,-0.0511846898108248,0.01879074204826109,-0.03704667675091844,0.05073790141116863,0.09416850976176647,3.8167832179272603,0.009595236776540332,0.0,0.7506596541143877,0.24934034588561235,12,4,139,0,9,1,2,0,1,9,2,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2020,False,0.22646037033982136,0.2324956113610297,0.19026874971190466,-0.17951615330305315,0.04740400445748302,-0.043773376027207433,0.1148379159718449,0.1866365469703164,3.4030885869660166,0.009075378399260115,0.0,0.7538604629908304,0.2461395370091696,11,4,118,0,2,4,4,2,0,6,5,1
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2021,False,0.16027469418372076,-0.007518033840464566,-0.007204308798748116,-0.06012113733284008,0.019884612730033425,-0.017133409690919366,0.043746828444170216,0.12600486742044142,4.196579705760629,0.014017720521913942,0.0,0.7523470140686953,0.24765298593130455,12,0,95,0,12,0,0,0,0,12,0,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2022,False,-0.10338467623646908,-0.021155742883272932,-0.03803400491913622,-0.14221687488837698,0.07664933894063754,-0.07418882585385211,0.05148136619503818,0.1475633827763369,4.833947195286508,0.015694339614304224,0.0,0.7491569053574912,0.25084309464250887,12,10,274,0,0,6,5,1,2,4,4,2
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2023,False,0.13378885255039408,-0.08901003582161215,0.003884748917834857,-0.08992995970804607,0.04084235935259007,-0.03836074776205045,0.05615126195208031,0.11780066911418229,4.253046096303238,0.013868966798521301,0.0,0.7498499607579862,0.25015003924201373,12,2,282,0,7,5,0,0,2,10,0,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2024,False,0.06922208691747134,-0.1411718187049833,-0.017385493873309787,-0.08694139952963331,0.03330894489024024,-0.02189834868589058,0.040173115703861395,0.1260231336706011,5.935935184669437,0.02109784886560692,0.0,0.751146985025032,0.24885301497496803,12,0,185,0,12,0,0,0,0,12,0,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2025,False,0.3652132370548147,0.24155238758268593,0.10667970642282354,-0.12559796798992162,0.03262478238383058,-0.025695954943315003,0.09820057189602838,0.167929617630411,6.191143539450428,0.025565445194307878,0.0,0.7529128888042518,0.24708711119574814,12,2,118,0,7,1,3,1,0,8,4,0
M2_TOP7_CASH0_75_CASH25,M2_TOP7_CASH0_75_CASH25,STATIC_MONTHLY,2026,True,0.1174376529033887,0.005117324361294973,-0.0018876683890822754,-0.10244277860338846,0.05165928454368041,-0.06274724314398605,0.0657039711292784,0.18363824003589976,3.386365559111863,0.018222811095059414,0.0,0.7499370965127475,0.25006290348725246,8,0,89,0,7,1,0,0,0,8,0,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2017,True,0.05041635828480806,-0.002772419084861033,-0.015536626620664906,-0.050423027474070015,0.01867618128845162,-0.019160880920126022,0.030420329070111274,0.0988936036437705,1.1379798311126703,0.003585767998908625,0.9001495974451661,0.09985040255483393,0.0,10,2,88,0,11,0,0,0,1,10,0,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2018,False,-0.043768077139633266,0.021974737222933416,0.04648384389301152,-0.14859421664260186,0.05086858306426583,-0.06696641152257343,0.038627885898893766,0.16482780480345766,0.25778198651173795,0.002203422676507759,0.9002292194820157,0.09977078051798426,0.0,12,6,132,0,7,2,1,2,1,8,1,2
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2019,False,0.22178351983710232,0.048919386195017234,0.05535854169009724,-0.057205913545896325,0.02245245089041501,-0.0273758852048841,0.05355663302106728,0.1328287931776121,0.5184262449826296,0.002996284088251547,0.9002884626980856,0.09971153730191441,0.0,12,4,140,0,9,1,2,0,1,9,2,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2020,False,0.1381992215539436,0.14423446257515193,0.1020076009260269,-0.25156353681914734,0.07911749438722752,-0.08303592444451457,0.10667477581921747,0.24887826271792765,0.4802907508715113,0.0028118625505176888,0.8992782236198212,0.10072177638017875,0.0,11,4,185,0,2,4,4,2,0,6,5,1
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2021,False,0.23363668876950783,0.0658439607453225,0.06615768578703896,-0.05116737833917406,0.01526177729470106,-0.01582064936998928,0.04335802065315342,0.12470085788681624,0.5815578664680596,0.0036433258827199824,0.89992257346953,0.10007742653047003,0.0,12,0,48,0,12,0,0,0,0,12,0,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2022,False,-0.09005228488513106,-0.007823351531934919,-0.02470161356779821,-0.14810605881179328,0.07200985293169716,-0.05700866172477659,0.06789258481925442,0.17862042883943627,0.6691836332968892,0.004047432769504991,0.8998563766175438,0.10014362338245639,0.0,12,10,359,0,0,6,5,1,2,4,4,2
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2023,False,0.17367783909359535,-0.04912104927841088,0.043773735461036134,-0.07704884818441193,0.028714157991212637,-0.030204230573045998,0.050739302122759566,0.1189363846322205,0.5811457292376523,0.003780443971823178,0.900429049416502,0.09957095058349791,0.0,12,2,147,0,7,5,0,0,2,10,0,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2024,False,0.19585138175756134,-0.014542523864893298,0.10924380096678021,-0.06398466449998308,0.015365486009942685,-0.02206016586747883,0.057146455934203644,0.10665462598795336,0.8007089209270665,0.00519613343350385,0.900097924603138,0.099902075396862,0.0,12,0,79,0,12,0,0,0,0,12,0,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2025,False,0.1583121443426505,0.034651294870521765,-0.10022138628934063,-0.18037647912836252,0.05435690084341441,-0.060621707421289805,0.05592692858136816,0.15017183728294145,0.8727233412497444,0.005982557850770768,0.8985418705761934,0.10145812942380651,0.0,12,2,164,0,7,1,3,1,0,8,4,0
GLOBAL_90_M2_10,GLOBAL_90_M2_10,STATIC_MONTHLY,2026,True,0.1161724654886993,0.0038521369466055777,-0.0031528558037716703,-0.06975952738811053,0.021006271340860826,-0.05746149074642515,0.06855610791195255,0.11461258500672859,0.4866430065847782,0.003889228180276574,0.9001590051365086,0.09984099486349152,0.0,8,0,50,0,7,1,0,0,0,8,0,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2017,True,0.04885521166318574,-0.0043335657064833555,-0.01709777324228723,-0.0490391364663223,0.017696998245354447,-0.018805655064336624,0.02940825684552406,0.09844396367912457,1.341617281399185,0.003995305363506971,0.7503129803268854,0.24968701967311452,0.0,10,2,88,0,11,0,0,0,1,10,0,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2018,False,-0.05042926408785975,0.015313550274706933,0.03982265694478504,-0.14660534352767896,0.05146538627148704,-0.06289807188772645,0.03708598220420933,0.1630918689665671,0.6407122867830799,0.0030034180853937033,0.7504809464351412,0.24951905356485876,0.0,12,6,130,0,7,2,1,2,1,8,1,2
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2019,False,0.21189631999819825,0.03903218635611316,0.04547134185119317,-0.056448792008597426,0.02239929100742888,-0.026639891333786414,0.052968295338237326,0.13002087264536077,1.2904686252512023,0.0047305987325815865,0.7506044597423035,0.24939554025769634,0.0,12,4,140,0,9,1,2,0,1,9,2,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2020,False,0.1644499270671942,0.17048516808840253,0.1282583064392775,-0.24503219892385109,0.07476321290211754,-0.07894528494546382,0.1139388853010983,0.24609793506180064,1.1871925877277882,0.004503574221357739,0.7485063672787337,0.25149363272126624,0.0,11,4,143,0,2,4,4,2,0,6,5,1
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2021,False,0.23152351511585256,0.06373078709166724,0.06404451213338369,-0.050158577694507156,0.015444450033296486,-0.014009155610411272,0.042575331505914304,0.12928318931870833,1.441767943976294,0.006366839187814155,0.7498540895311976,0.25014591046880236,0.0,12,0,48,0,12,0,0,0,0,12,0,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2022,False,-0.09858911430238959,-0.016360180949193448,-0.03323844298505674,-0.14621931176748115,0.07548954358494044,-0.06405050233115561,0.05927865313659808,0.1773719190589649,1.661155418575127,0.007255203325660607,0.7497109371178893,0.2502890628821107,0.0,12,10,359,0,0,6,5,1,2,4,4,2
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2023,False,0.17220550954402247,-0.05059337882798376,0.04230140591146325,-0.08422808756854194,0.03212536752986753,-0.0316899739562031,0.054538652271030275,0.12263331768328956,1.4454444241461257,0.006629756637633778,0.7509017357432598,0.24909826425674017,0.0,12,2,163,0,7,5,0,0,2,10,0,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2024,False,0.17500481397737322,-0.035389091645081416,0.0883972331865921,-0.06859113702904096,0.018083347213851436,-0.022211550928066592,0.056343901260772045,0.11247647675027067,1.9964565164805859,0.00990061583516115,0.7502136588986977,0.2497863411013022,0.0,12,0,86,0,12,0,0,0,0,12,0,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2025,False,0.20902989962147567,0.08536905014934693,-0.04950363101051547,-0.1766170445614037,0.05110640707877958,-0.05026223586453615,0.05695562094002238,0.15545400894222972,2.1572850322830783,0.011853928905492719,0.7469873438540005,0.25301265614599955,0.0,12,2,163,0,7,1,3,1,0,8,4,0
GLOBAL_75_M2_25,GLOBAL_75_M2_25,STATIC_MONTHLY,2026,True,0.12239138668158622,0.010071058139492495,0.0030660653891152467,-0.07737582212203753,0.026459846397529747,-0.06201165429372013,0.06501843121489115,0.1292485806822013,1.1992312445478395,0.007934993162500471,0.7504000154377553,0.24959998456224458,0.0,8,0,68,0,7,1,0,0,0,8,0,0
GLOBAL_50_M2_50,GLOBAL_50_M2_50,STATIC_MONTHLY,2017,True,0.046234230448712665,-0.006954546920956428,-0.0197187544567603,-0.04673237078529169,0.016533415925795034,-0.018209894312316455,0.02772297188450179,0.098713369535721,1.6723617397633779,0.004662183736653351,0.5004202456565007,0.49957975434349927,0.0,10,2,88,0,11,0,0,0,1,10,0,0
GLOBAL_50_M2_50,GLOBAL_50_M2_50,STATIC_MONTHLY,2018,False,-0.061501800688246844,0.004241013674319838,0.028750120344397945,-0.14334907130702224,0.05342062768739124,-0.0668089484522898,0.03452492145603925,0.1612657973784958,1.2695265169561456,0.004297432119518305,0.5006488303524571,0.49935116964754295,0.0,12,6,166,0,7,2,1,2,1,8,1,2
GLOBAL_50_M2_50,GLOBAL_50_M2_50,STATIC_MONTHLY,2019,False,0.1954685571943724,0.02260442355228731,0.02904357904736732,-0.05520967198273863,0.022723758986853578,-0.03153922528256825,0.056113215149783846,0.12669395732722213,2.5640005769632284,0.007481899597643455,0.5008137584423895,0.4991862415576106,0.0,12,4,140,0,9,1,2,0,1,9,2,0
GLOBAL_50_M2_50,GLOBAL_50_M2_50,STATIC_MONTHLY,2020,False,0.20919954418027698,0.2152347852014853,0.17300792355236028,-0.236152563043039,0.06892262365057618,-0.07211934609764126,0.12606357792898093,0.24407768056534945,2.3309562261659496,0.007168824884944371,0.49803067934399636,0.5019693206560036,0.0,11,4,108,0,2,4,4,2,0,6,5,1
