candidate_id,comparator_id,window_id,cost_scenario,incremental_cagr,incremental_terminal_wealth,incremental_mdd,incremental_ulcer,incremental_turnover,incremental_cost,exclude_2025_incremental_cagr,double_cost_incremental_cagr,family_exclusion_status,leave_one_family_minimum_incremental_cagr,leave_one_family_sign_reversal_count,exclude_top_1_family_incremental_cagr,exclude_top_3_family_incremental_cagr,exclude_top_5_family_incremental_cagr
GLOBAL_75_M2_10_CASH15,GLOBAL_85_CASH15,POST_2020,BASE,0.0034645849507950466,4209.090281307435,0.0043424176566850825,-0.00048395065258487885,0.6493464274896089,0.0025679762790251637,0.006673158041191396,0.0008632355801445613,STATIC_FAMILY_GATE_FAIL,-0.0006013910271955858,2,-0.0005113283103486133,-0.005104095315783264,-0.005730979933580738
GLOBAL_75_M2_10_CASH15,GLOBAL_85_CASH15,LATEST_FIVE_YEARS,BASE,0.0017460627929828387,1286.3368814047426,0.004134129413419285,0.0016096771554117983,0.6998837307527901,0.0025918482115547814,0.006673158041191396,-0.0008817785290835545,STATIC_FAMILY_GATE_FAIL,-0.0006013910271955858,2,-0.0005113283103486133,-0.005104095315783264,-0.005730979933580738
GLOBAL_75_M2_10_CASH15,GLOBAL_85_CASH15,LATEST_THREE_YEARS,BASE,0.010066557041687574,4134.8993439244805,0.004134129413419285,-0.001110394919264332,0.7572968426773377,0.0028183339682890107,0.006673158041191396,0.0072075303545975355,STATIC_FAMILY_GATE_FAIL,-0.0006013910271955858,2,-0.0005113283103486133,-0.005104095315783264,-0.005730979933580738
M2_TOP7_CASH0_25_CASH75,GLOBAL_25_CASH75,FULL_COMMON_HISTORY,BASE,0.0034320944791890184,4775.056745391339,0.005896258522561926,0.005100261068219328,1.3273377034066596,0.0040836060016982145,-0.001343842180365984,-0.0006860617028119353,STATIC_FAMILY_GATE_PASS,7.998902660388829e-05,0,0.00028240698695825017,-0.01059340073737447,-0.012088523994731482
M2_TOP7_CASH0_25_CASH75,GLOBAL_25_CASH75,PRE_2020,BASE,-0.011326110463654837,-3321.4978137577127,0.0022805079881567103,0.0013387069635552723,0.7425293337046082,0.002776433521173516,-0.001343842180365984,-0.014106367200602987,STATIC_FAMILY_GATE_PASS,7.998902660388829e-05,0,0.00028240698695825017,-0.01059340073737447,-0.012088523994731482
M2_TOP7_CASH0_25_CASH75,GLOBAL_25_CASH75,POST_2020,BASE,0.010075648742952525,9161.618702051725,0.005896258522561593,0.00613781443220008,1.578916256289877,0.004605765147219332,-0.001343842180365984,0.00542221268050147,STATIC_FAMILY_GATE_PASS,7.998902660388829e-05,0,0.00028240698695825017,-0.01059340073737447,-0.012088523994731482
M2_TOP7_CASH0_25_CASH75,GLOBAL_25_CASH75,LATEST_FIVE_YEARS,BASE,0.005357554167012779,3334.4433857249824,-0.01459521983144596,0.009531225888597696,1.7029003552673851,0.00486723051888549,-0.001343842180365984,0.0004346996717443652,STATIC_FAMILY_GATE_PASS,7.998902660388829e-05,0,0.00028240698695825017,-0.01059340073737447,-0.012088523994731482
M2_TOP7_CASH0_25_CASH75,GLOBAL_25_CASH75,LATEST_THREE_YEARS,BASE,0.024341032908490323,8705.896791048377,0.0036609316296427608,0.0031530517315739295,1.8423688394345303,0.005371048359757324,-0.001343842180365984,0.018903212531192093,STATIC_FAMILY_GATE_PASS,7.998902660388829e-05,0,0.00028240698695825017,-0.01059340073737447,-0.012088523994731482
M2_TOP7_CASH0_50_CASH50,GLOBAL_50_CASH50,FULL_COMMON_HISTORY,BASE,0.00790084839107319,13581.324832775252,0.011133443193061088,0.01411085262558584,2.670420534959031,0.006997099154322672,-0.0034945985909047295,0.0008749601868978107,STATIC_FAMILY_GATE_PASS,0.0009908925927599732,0,0.001530987256399552,-0.020692349805192745,-0.02389442147030696
M2_TOP7_CASH0_50_CASH50,GLOBAL_50_CASH50,PRE_2020,BASE,-0.02164953929903124,-6509.334011516403,0.005266035168376981,0.0027220939383846322,1.50501925394914,0.004353994276128592,-0.0034945985909047295,-0.026002660576273318,STATIC_FAMILY_GATE_PASS,0.0009908925927599732,0,0.001530987256399552,-0.020692349805192745,-0.02389442147030696
M2_TOP7_CASH0_50_CASH50,GLOBAL_50_CASH50,POST_2020,BASE,0.02138715892556875,22982.444678173197,0.011133443193061088,0.017134753028076415,3.1717778922875075,0.008095417476804423,-0.0034945985909047295,0.013251561058351902,STATIC_FAMILY_GATE_PASS,0.0009908925927599732,0,0.001530987256399552,-0.020692349805192745,-0.02389442147030696
M2_TOP7_CASH0_50_CASH50,GLOBAL_50_CASH50,LATEST_FIVE_YEARS,BASE,0.011513686555665537,7809.886840233725,-0.023835600184625827,0.02441316281354379,3.420174220160584,0.008544387398075504,-0.0034945985909047295,0.002923150840800748,STATIC_FAMILY_GATE_PASS,0.0009908925927599732,0,0.001530987256399552,-0.020692349805192745,-0.02389442147030696
M2_TOP7_CASH0_50_CASH50,GLOBAL_50_CASH50,LATEST_THREE_YEARS,BASE,0.05126887939190161,20010.10910091948,0.00837332604912544,0.006800692965421351,3.694186239974116,0.00982689042760887,-0.0034945985909047295,0.041386723962891114,STATIC_FAMILY_GATE_PASS,0.0009908925927599732,0,0.001530987256399552,-0.020692349805192745,-0.02389442147030696
M2_TOP7_CASH0_75_CASH25,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,BASE,0.011979408176302497,25187.17920841952,0.01600016043537167,0.023523733509535696,4.041188300205888,0.01014253980201607,-0.006367140477636646,0.0018323997690647964,STATIC_FAMILY_GATE_PASS,0.0013319978353856232,0,0.002340733648577231,-0.03166093381213164,-0.03670090371064916
M2_TOP7_CASH0_75_CASH25,GLOBAL_75_CASH25,PRE_2020,BASE,-0.03224225281383153,-9926.321528638247,0.008109980564725117,0.004234640795475891,2.2971863107110138,0.006021038409339097,-0.006367140477636646,-0.03825337910899296,STATIC_FAMILY_GATE_PASS,0.0013319978353856232,0,0.002340733648577231,-0.03166093381213164,-0.03670090371064916
M2_TOP7_CASH0_75_CASH25,GLOBAL_75_CASH25,POST_2020,BASE,0.032454897708305674,40886.80603601766,0.01600016043537167,0.02854982979520447,4.791489693865467,0.011905020501824737,-0.006367140477636646,0.020543634968152036,STATIC_FAMILY_GATE_PASS,0.0013319978353856232,0,0.002340733648577231,-0.03166093381213164,-0.03670090371064916
M2_TOP7_CASH0_75_CASH25,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,BASE,0.01696136583254071,12486.936301873764,-0.03143592845938592,0.03966445661125208,5.1616951631229115,0.012483501673624886,-0.006367140477636646,0.004471909414655029,STATIC_FAMILY_GATE_PASS,0.0013319978353856232,0,0.002340733648577231,-0.03166093381213164,-0.03670090371064916
M2_TOP7_CASH0_75_CASH25,GLOBAL_75_CASH25,LATEST_THREE_YEARS,BASE,0.07930287232171951,33719.43414030544,0.013409437935900437,0.010229209793410722,5.564856214029021,0.014849857731078497,-0.006367140477636646,0.06445072343779223,STATIC_FAMILY_GATE_PASS,0.0013319978353856232,0,0.002340733648577231,-0.03166093381213164,-0.03670090371064916
M2_TOP7_CASH0_100,GLOBAL_100,FULL_COMMON_HISTORY,BASE,0.01536542862163337,39120.21589876042,0.020510224314555847,0.03307048059099317,5.417499428480032,0.013429591378062211,-0.0102809993219799,0.0019759521466462537,STATIC_FAMILY_GATE_PASS,0.0009128608376200997,0,0.002532654145104729,-0.04366548617628463,-0.05068172421248618
M2_TOP7_CASH0_100,GLOBAL_100,PRE_2020,BASE,-0.04317919284998273,-13597.396953767282,0.010442364301155083,0.00626149873360958,3.036896092614436,0.007349605102747292,-0.0102809993219799,-0.05050680397783491,STATIC_FAMILY_GATE_PASS,0.0009128608376200997,0,0.002532654145104729,-0.04366548617628463,-0.05068172421248618
M2_TOP7_CASH0_100,GLOBAL_100,POST_2020,BASE,0.042857373696639556,62791.80089423002,0.020510224314555958,0.039995874881718074,6.441519639424016,0.016109670695829026,-0.0102809993219799,0.026808055256887453,STATIC_FAMILY_GATE_PASS,0.0009128608376200997,0,0.002532654145104729,-0.04366548617628463,-0.05068172421248618
M2_TOP7_CASH0_100,GLOBAL_100,LATEST_FIVE_YEARS,BASE,0.021037086817124795,16727.905302149244,-0.03838698713166999,0.05490805717212533,6.925927114696822,0.01675115703438057,-0.0102809993219799,0.00435509633984088,STATIC_FAMILY_GATE_PASS,0.0009128608376200997,0,0.002532654145104729,-0.04366548617628463,-0.05068172421248618
M2_TOP7_CASH0_100,GLOBAL_100,LATEST_THREE_YEARS,BASE,0.10829554905037608,50085.157895227254,0.017779615181902853,0.013591826225569072,7.463225962565238,0.020585246574293947,-0.0102809993219799,0.0878091760592854,STATIC_FAMILY_GATE_PASS,0.0009128608376200997,0,0.002532654145104729,-0.04366548617628463,-0.05068172421248618
