policy_id,switch_mode,control_type,control_id,window_id,candidate_cagr,control_cagr,incremental_cagr,candidate_terminal_wealth,control_terminal_wealth,incremental_terminal_wealth,candidate_mdd,control_mdd,incremental_mdd,candidate_ulcer,control_ulcer,incremental_ulcer,candidate_turnover,control_turnover,candidate_cost,control_cost,matched_risk_gate_status
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,PRE_2020,0.062333574722056584,0.062333574722056584,0.0,118690.62582437434,118690.62582437434,0.0,-0.11225530170625142,-0.11225530170625142,0.0,0.03042065402250737,0.03042065402250737,0.0,0.32156704252370544,0.32156704252370544,0.0023874147146472425,0.0023874147146472425,MATCHED_RISK_GATE_FAIL
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,POST_2020,0.10455889357223369,0.10455889357223369,0.0,193425.08315635956,193425.08315635956,0.0,-0.19551631373842504,-0.19551631373842504,0.0,0.03812175462497305,0.03812175462497305,0.0,0.06435141568364448,0.06435141568364448,0.0025916849695185908,0.0025916849695185908,MATCHED_RISK_GATE_FAIL
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,LATEST_FIVE_YEARS,0.09557838132948948,0.09557838132948948,0.0,157398.38200123698,157398.38200123698,0.0,-0.13900740592582195,-0.13900740592582195,0.0,0.03355829469452311,0.03355829469452311,0.0,0.05758570046757368,0.05758570046757368,0.001939393487617621,0.001939393487617621,MATCHED_RISK_GATE_FAIL
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,LATEST_THREE_YEARS,0.1504183687354954,0.1504183687354954,0.0,152269.46635577624,152269.46635577624,0.0,-0.13900740592582184,-0.13900740592582184,0.0,0.026220169471842435,0.026220169471842435,0.0,0.0534048652772138,0.0534048652772138,0.0011863080531031391,0.0011863080531031391,MATCHED_RISK_GATE_FAIL
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,FULL_COMMON_HISTORY,0.0926320318380296,0.0926320318380296,0.0,231456.6219732292,231456.6219732292,0.0,-0.19551631373842515,-0.19551631373842515,0.0,0.0359925415591835,0.0359925415591835,0.0,0.14125588705592645,0.14125588705592645,0.004979099684165832,0.004979099684165832,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,PRE_2020,0.062333574722056584,0.062333574722056584,0.0,118690.62582437434,118690.62582437434,0.0,-0.11225530170625142,-0.11225530170625142,0.0,0.03042065402250737,0.03042065402250737,0.0,0.32156704252370544,0.32156704252370544,0.0023874147146472425,0.0023874147146472425,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,POST_2020,0.10455889357223369,0.10455889357223369,0.0,193425.08315635956,193425.08315635956,0.0,-0.19551631373842504,-0.19551631373842504,0.0,0.03812175462497305,0.03812175462497305,0.0,0.06435141568364448,0.06435141568364448,0.0025916849695185908,0.0025916849695185908,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,LATEST_FIVE_YEARS,0.09557838132948948,0.09557838132948948,0.0,157398.38200123698,157398.38200123698,0.0,-0.13900740592582195,-0.13900740592582195,0.0,0.03355829469452311,0.03355829469452311,0.0,0.05758570046757368,0.05758570046757368,0.001939393487617621,0.001939393487617621,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,LATEST_THREE_YEARS,0.1504183687354954,0.1504183687354954,0.0,152269.46635577624,152269.46635577624,0.0,-0.13900740592582184,-0.13900740592582184,0.0,0.026220169471842435,0.026220169471842435,0.0,0.0534048652772138,0.0534048652772138,0.0011863080531031391,0.0011863080531031391,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_VOLATILITY,STATIC_SWDA_CASH_NO_LEVERAGE_APPROX_VOL_MATCH,FULL_COMMON_HISTORY,0.0926320318380296,0.09234602888043608,0.0002860029575935119,231456.6219732292,230883.32528274207,573.2966904871282,-0.19551631373842515,-0.19476746960039926,-0.0007488441380258948,0.0359925415591835,0.03583591296555936,0.00015662859362414183,0.14125588705592645,0.14143614361914794,0.004979099684165832,0.0049844528441119074,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_VOLATILITY,STATIC_SWDA_CASH_NO_LEVERAGE_APPROX_VOL_MATCH,PRE_2020,0.062333574722056584,0.062108816402582256,0.00022475831947432745,118690.62582437434,118619.48054598614,71.14527838819777,-0.11225530170625142,-0.11179858348823613,-0.0004567182180152951,0.03042065402250737,0.030293149199655672,0.000127504822851697,0.32156704252370544,0.3209526685917634,0.0023874147146472425,0.002384033488707851,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_VOLATILITY,STATIC_SWDA_CASH_NO_LEVERAGE_APPROX_VOL_MATCH,POST_2020,0.10455889357223369,0.10425128172284559,0.0003076118493881008,193425.08315635956,193068.00902432456,357.07413203499164,-0.19551631373842504,-0.19476746960039937,-0.0007488441380256727,0.03812175462497305,0.03795419717664172,0.00016755744833133607,0.06435141568364448,0.06487125255046505,0.0025916849695185908,0.0026004193554040565,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_VOLATILITY,STATIC_SWDA_CASH_NO_LEVERAGE_APPROX_VOL_MATCH,LATEST_FIVE_YEARS,0.09557838132948948,0.09533931629603232,0.00023906503345716423,157398.38200123698,157227.7815748741,170.60042636288563,-0.13900740592582195,-0.13843758147903962,-0.0005698244467823299,0.03355829469452311,0.03340295569347085,0.00015533900105225984,0.05758570046757368,0.058051822222197624,0.001939393487617621,0.001945629340997371,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_VOLATILITY,STATIC_SWDA_CASH_NO_LEVERAGE_APPROX_VOL_MATCH,LATEST_THREE_YEARS,0.1504183687354954,0.14998010981566767,0.0004382589198277387,152269.46635577624,152095.4654495176,174.00090625864686,-0.13900740592582184,-0.13843758147903973,-0.0005698244467821079,0.026220169471842435,0.026100728669624842,0.00011944080221759287,0.0534048652772138,0.05383782212746923,0.0011863080531031391,0.00119005715405267,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_MDD_FRONTIER,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,0.0926320318380296,0.0926320318380296,0.0,231456.6219732292,231456.6219732292,0.0,-0.19551631373842515,-0.19551631373842515,0.0,0.0359925415591835,0.0359925415591835,0.0,0.14125588705592645,0.14125588705592645,0.004979099684165832,0.004979099684165832,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_MDD_FRONTIER,GLOBAL_75_CASH25,PRE_2020,0.062333574722056584,0.062333574722056584,0.0,118690.62582437434,118690.62582437434,0.0,-0.11225530170625142,-0.11225530170625142,0.0,0.03042065402250737,0.03042065402250737,0.0,0.32156704252370544,0.32156704252370544,0.0023874147146472425,0.0023874147146472425,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_MDD_FRONTIER,GLOBAL_75_CASH25,POST_2020,0.10455889357223369,0.10455889357223369,0.0,193425.08315635956,193425.08315635956,0.0,-0.19551631373842504,-0.19551631373842504,0.0,0.03812175462497305,0.03812175462497305,0.0,0.06435141568364448,0.06435141568364448,0.0025916849695185908,0.0025916849695185908,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_MDD_FRONTIER,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,0.09557838132948948,0.09557838132948948,0.0,157398.38200123698,157398.38200123698,0.0,-0.13900740592582195,-0.13900740592582195,0.0,0.03355829469452311,0.03355829469452311,0.0,0.05758570046757368,0.05758570046757368,0.001939393487617621,0.001939393487617621,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_0_STATIC_DEFENSIVE_CONTROL,SWITCH_ASYMMETRIC_HYSTERESIS,MATCHED_MDD_FRONTIER,GLOBAL_75_CASH25,LATEST_THREE_YEARS,0.1504183687354954,0.1504183687354954,0.0,152269.46635577624,152269.46635577624,0.0,-0.13900740592582184,-0.13900740592582184,0.0,0.026220169471842435,0.026220169471842435,0.0,0.0534048652772138,0.0534048652772138,0.0011863080531031391,0.0011863080531031391,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,FULL_COMMON_HISTORY,0.07892536049309773,0.10219340903922647,-0.02326804854612874,205367.99666242805,251370.85256816752,-46002.855905739474,-0.1752895191558438,-0.22045803956999854,0.045168520414154756,0.05894638775001018,0.04126645926380021,0.017679928486209973,1.0429250034378006,0.13165254958959513,0.025012601075434175,0.004683067666952337,MATCHED_RISK_GATE_FAIL
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,PRE_2020,0.03914658618961386,0.06984306092007508,-0.03069647473046122,111495.58078380315,121083.5885809374,-9588.007797134254,-0.14952004517221917,-0.12755816087918448,-0.021961884293034695,0.05139969779347525,0.034703957580277646,0.016695740213197606,1.396044711307994,0.3389452346788301,0.008087989809575499,0.002480344701807242,MATCHED_RISK_GATE_FAIL
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,POST_2020,0.09465722962540979,0.1148433184155937,-0.02018608879018391,182208.75018992383,205690.46526361213,-23481.715073688305,-0.1752895191558438,-0.22045803956999854,0.045168520414154756,0.06188610941076988,0.04376687144133126,0.018119237969438616,0.892948508333065,0.04321481786521256,0.016924611265858674,0.002202722965145095,MATCHED_RISK_GATE_FAIL
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,LATEST_FIVE_YEARS,0.09168323943506151,0.10357961265210802,-0.011896373217046508,154637.09864927028,163194.05112577375,-8556.952476503473,-0.13888681857179197,-0.15800109547423447,0.019114276902442495,0.05586338521913966,0.038796492322872675,0.017066892896266984,0.8936193793365107,0.0386492089004772,0.013605315743261893,0.0016555701351440861,MATCHED_RISK_GATE_FAIL
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_AVERAGE_EXPOSURE,STATIC_SWDA_CASH_SAME_MEAN_RISKY_TARGET,LATEST_THREE_YEARS,0.16401256950522902,0.1651869420033114,-0.0011743724980823878,157732.87518226486,158210.8862132842,-478.01103101932677,-0.13888681857179197,-0.15800109547423458,0.019114276902442606,0.037184217312862214,0.03022148101917796,0.006962736293684255,0.6587295019936402,0.03582799955971335,0.0069520495309638684,0.0010126729017303359,MATCHED_RISK_GATE_FAIL
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,FULL_COMMON_HISTORY,0.07892536049309773,0.10219340903922647,-0.02326804854612874,205367.99666242805,251370.85256816752,-46002.855905739474,-0.1752895191558438,-0.22045803956999854,0.045168520414154756,0.05894638775001018,0.04126645926380021,0.017679928486209973,1.0429250034378006,0.13165254958959513,0.025012601075434175,0.004683067666952337,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,PRE_2020,0.03914658618961386,0.06984306092007508,-0.03069647473046122,111495.58078380315,121083.5885809374,-9588.007797134254,-0.14952004517221917,-0.12755816087918448,-0.021961884293034695,0.05139969779347525,0.034703957580277646,0.016695740213197606,1.396044711307994,0.3389452346788301,0.008087989809575499,0.002480344701807242,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,POST_2020,0.09465722962540979,0.1148433184155937,-0.02018608879018391,182208.75018992383,205690.46526361213,-23481.715073688305,-0.1752895191558438,-0.22045803956999854,0.045168520414154756,0.06188610941076988,0.04376687144133126,0.018119237969438616,0.892948508333065,0.04321481786521256,0.016924611265858674,0.002202722965145095,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,LATEST_FIVE_YEARS,0.09168323943506151,0.10357961265210802,-0.011896373217046508,154637.09864927028,163194.05112577375,-8556.952476503473,-0.13888681857179197,-0.15800109547423447,0.019114276902442495,0.05586338521913966,0.038796492322872675,0.017066892896266984,0.8936193793365107,0.0386492089004772,0.013605315743261893,0.0016555701351440861,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
POLICY_1_RISK_TIMING_ONLY,SWITCH_IMMEDIATE_MONTHLY,MATCHED_M2_EXPOSURE,STATIC_SWDA_M2_CASH_SAME_MEAN_TARGETS,LATEST_THREE_YEARS,0.16401256950522902,0.1651869420033114,-0.0011743724980823878,157732.87518226486,158210.8862132842,-478.01103101932677,-0.13888681857179197,-0.15800109547423458,0.019114276902442606,0.037184217312862214,0.03022148101917796,0.006962736293684255,0.6587295019936402,0.03582799955971335,0.0069520495309638684,0.0010126729017303359,DIAGNOSTIC_CONTROL_NOT_PRIMARY_GATE
