strategy_id,regime,months,episodes,average_episode_months,mean_monthly_return,median_monthly_return,annualised_return,realised_volatility,sharpe,sortino,positive_month_frequency,worst_month,average_episode_return,worst_episode_return,episode_mdd,forward_1m_return,forward_3m_return,forward_6m_return,excess_vs_global,excess_vs_equal_pool,sample_status,warning,risk_score_substate,summary_level,m2_minus_global,cash_minus_risky,differential_basis
GLOBAL_75_CASH25,R4_CAPITAL_PRESERVATION,5,5,1.0,0.04501833734714067,0.03836636066929766,0.6930728356714968,0.07184464109437701,7.5192810477825445,,1.0,0.027307178772226548,0.04501833734714067,0.027307178772226548,0.0,0.04501833734714067,0.0676912925510916,0.10952225169941618,-0.014806972564882415,-0.014908579994790516,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.05013768510080485,-0.9927561463321675,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_10_CASH15,R1_BROAD_RISK_ON,7,6,1.1666666666666667,0.007127606062105829,0.0018988696408228645,0.08482464097836995,0.09561622353854421,0.8945267819617568,2.781719035019302,0.5714285714285714,-0.023338686335060754,0.008313759221048544,-0.023338686335060754,-0.005628142248295442,0.007127606062105829,0.017938764638285983,0.0411679376995631,-0.0007290892526314398,0.0015401511756538225,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.03819157416001362,-0.07113999430349116,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_10_CASH15,R2_LEADERSHIP_RISK_ON,86,11,7.818181818181818,0.006178682566892296,0.007709214772505302,0.07241625196033818,0.09023359715212621,0.8216916219986964,1.2197914252187254,0.6046511627906976,-0.06422761580805125,0.05213512376913361,-0.06422761580805125,-0.06966345681204711,0.006178682566892296,0.020539648726161926,0.04209425856762545,-0.000696935851363164,-0.0005934028779194761,REGIME_SAMPLE_SUFFICIENT,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.01804801428204228,-0.05799728144379457,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_10_CASH15,R3_ISOLATED_LEADERSHIP,16,8,2.0,0.009232727601406025,0.020386612908461776,0.10348998225029948,0.15619322072503236,0.7093312417951572,0.6125981212795245,0.75,-0.12442191164309324,0.01934087198405475,-0.12442191164309324,-0.04262297396810055,0.009232727601406025,0.04613257688819149,0.09252308535896489,-0.0015359485580412335,-0.004071483988748861,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,-0.01634162382922688,-0.10327265645248196,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_10_CASH15,R4_CAPITAL_PRESERVATION,5,5,1.0,0.05083971137092873,0.04253359987436478,0.8085643750903628,0.08453263373879726,7.217053455784412,,1.0,0.034320164221882,0.05083971137092873,0.034320164221882,0.0,0.05083971137092873,0.07708072064844443,0.12278916507458973,-0.008985598541094353,-0.009087205971002455,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.05013768510080485,-0.9927561463321675,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_25,R1_BROAD_RISK_ON,7,6,1.1666666666666667,0.008497293442366018,-0.0015807883482739093,0.10103288974113789,0.11303941665876065,0.902052791162291,2.847556842882709,0.42857142857142855,-0.02592999637241966,0.009915691378391303,-0.02592999637241966,-0.008283318763043668,0.008497293442366018,0.021042794189163407,0.04585334199297627,0.000640598127628749,0.002909838555914011,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.03819157416001362,-0.07113999430349116,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_25,R2_LEADERSHIP_RISK_ON,86,11,7.818181818181818,0.007214384099042646,0.008303975098716943,0.08399377168611322,0.10694121462036431,0.809534560607339,1.2586179083773357,0.6046511627906976,-0.07280449598561334,0.06208212303168033,-0.07231221211000749,-0.08082333467910607,0.007214384099042646,0.023624702056533015,0.048664126281276116,0.00033876568078718686,0.0004422986542308748,REGIME_SAMPLE_SUFFICIENT,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.01804801428204228,-0.05799728144379457,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_25,R3_ISOLATED_LEADERSHIP,16,8,2.0,0.010546107244685021,0.024403636878662538,0.11532990131522003,0.1859323650615299,0.6806415165769576,0.6272963362161061,0.75,-0.14238273264371426,0.02238779661073384,-0.14238273264371426,-0.05779966196038322,0.010546107244685021,0.05500733516777161,0.11415995883370067,-0.00022256891476223756,-0.0027581043454698653,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,-0.01634162382922688,-0.10327265645248196,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_75_M2_25,R4_CAPITAL_PRESERVATION,5,5,1.0,0.06018804392168557,0.04784636572395984,1.008606071083039,0.10619204151282201,6.801418606996259,,1.0,0.04425277432570929,0.06018804392168557,0.04425277432570929,0.0,0.06018804392168557,0.0923369448561501,0.1445876309290842,0.00036273400966249094,0.00026112657975438933,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.05013768510080485,-0.9927561463321675,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
GLOBAL_90_M2_10,R1_BROAD_RISK_ON,7,6,1.1666666666666667,0.008047874596356268,0.0020551683810972055,0.09515125941177738,0.11295622909410648,0.8549727264338538,2.624172085948235,0.5714285714285714,-0.028196421799866478,0.009386779218406915,-0.028196421799866478,-0.0070295281813714805,0.008047874596356268,0.01991960232732329,0.04628582028403153,0.0001911792816189996,0.002460419709904262,INSUFFICIENT_REGIME_SAMPLE,E2 DEVELOPMENTAL; A4F THRESHOLDS ARE PRIOR-ONLY; NO E3 CONFIRMATION,ALL_SUBSTATES,FOUR_STATE_REGIME,0.03819157416001362,-0.07113999430349116,STATE_CONDITIONAL_ANNUALISED_COMPOUNDED_RETURN_DIFFERENCE
