regime,strategy_id,sample_status,annualised_return,maximum_drawdown,ulcer_index,rank_by_return,rank_by_drawdown,rank_by_balanced_score,interpretation,summary_level,risk_score_substate
R4_CAPITAL_PRESERVATION,GLOBAL_0_M2_100,INSUFFICIENT_REGIME_SAMPLE,1.0518339986685743,0.0,,1.0,1.0,1.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_100,INSUFFICIENT_REGIME_SAMPLE,1.0016963135677694,0.0,,5.0,1.0,5.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_25_CASH75,INSUFFICIENT_REGIME_SAMPLE,0.2021153531900517,0.0,,15.0,1.0,15.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_50_CASH50,INSUFFICIENT_REGIME_SAMPLE,0.42854841510977226,0.0,,13.0,1.0,13.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_50_M2_25_CASH25,INSUFFICIENT_REGIME_SAMPLE,0.7014942184193029,0.0,,10.0,1.0,10.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_50_M2_50,INSUFFICIENT_REGIME_SAMPLE,1.0261941486202106,0.0,,3.0,1.0,3.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_75_CASH25,INSUFFICIENT_REGIME_SAMPLE,0.6930728356714968,0.0,,11.0,1.0,11.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_75_M2_10_CASH15,INSUFFICIENT_REGIME_SAMPLE,0.8085643750903628,0.0,,8.0,1.0,8.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_75_M2_25,INSUFFICIENT_REGIME_SAMPLE,1.008606071083039,0.0,,4.0,1.0,4.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,GLOBAL_90_M2_10,INSUFFICIENT_REGIME_SAMPLE,0.9975074827222232,0.0,,6.0,1.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,M2_TOP7_CASH0_100,INSUFFICIENT_REGIME_SAMPLE,1.0518339986685743,0.0,,1.0,1.0,1.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,M2_TOP7_CASH0_25_CASH75,INSUFFICIENT_REGIME_SAMPLE,0.21132116764223063,0.0,,14.0,1.0,14.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,M2_TOP7_CASH0_50_CASH50,INSUFFICIENT_REGIME_SAMPLE,0.45104222652204107,0.0,,12.0,1.0,12.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,M2_TOP7_CASH0_75_CASH25,INSUFFICIENT_REGIME_SAMPLE,0.7313884332325018,0.0,,9.0,1.0,9.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,EQUAL_WEIGHT_OPPORTUNITY_POOL,INSUFFICIENT_REGIME_SAMPLE,0.9948012641482864,0.0,,7.0,1.0,7.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
R4_CAPITAL_PRESERVATION,ACTUAL_GBP_CASH,INSUFFICIENT_REGIME_SAMPLE,0.008940167235601981,0.0,,16.0,1.0,16.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,FOUR_STATE_REGIME,ALL_SUBSTATES
RISK_SCORE_0,GLOBAL_0_M2_100,REGIME_SAMPLE_SUFFICIENT,0.11308079531854931,-0.11480340384711574,,1.0,14.0,2.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
RISK_SCORE_0,GLOBAL_100,REGIME_SAMPLE_SUFFICIENT,0.08784789707998053,-0.11312627522103846,,7.0,10.0,6.0,DESCRIPTIVE_CAUSAL_STATE;NOT_A_POLICY_SELECTION_BY_ITSELF,EXACT_RISK_SCORE_SUBSTATE,0
