oracle_type,period_id,best_static_candidate,oracle_return,best_causal_policy_return,captured_fraction,status
MONTHLY_ORACLE,2022-02,M2_TOP7_CASH0_25_CASH75,-0.0017444726679878286,-0.006687959887363593,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-03,GLOBAL_0_M2_100,0.06807658623967106,0.05916500959770232,0.8690948366506723,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-04,GLOBAL_25_CASH75,-0.008204271137840946,-0.011165616828927027,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-05,M2_TOP7_CASH0_25_CASH75,-0.0032062862929893576,-0.005704313054924026,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-06,GLOBAL_25_CASH75,-0.012412539290341251,-0.020663171075317233,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-07,GLOBAL_100,0.07373823781009325,0.06874185887456785,0.9322416824172939,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-08,GLOBAL_0_M2_100,0.033382947266433094,0.010834926704907932,0.32456471318823804,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-09,GLOBAL_25_CASH75,-0.008983437550939777,-0.021594544190206455,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-10,GLOBAL_0_M2_100,0.05562870890114935,0.02238419945688297,0.4023857446819243,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-11,GLOBAL_0_M2_100,0.008591505542784983,0.00835475578406153,0.9724437402100878,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2022-12,GLOBAL_25_CASH75,-0.006204202807948422,-0.00901082534320874,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-01,GLOBAL_0_M2_100,0.058386419107106846,0.04331357048748341,0.7418432428271876,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-02,GLOBAL_25_CASH75,0.0019727555522195406,3.533284488077548e-05,0.017910401945655467,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-03,GLOBAL_100,0.003950071101279651,0.006120288671844776,1.5494122801642911,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-04,GLOBAL_25_CASH75,0.0030533045241807333,0.0029218961979928793,0.9569619325071699,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-05,GLOBAL_0_M2_100,0.02065026009056181,0.005616923096175119,0.27200253515171613,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-06,GLOBAL_100,0.036434714620797726,0.03421040085116922,0.9389507014730721,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-07,GLOBAL_100,0.021726010863005518,0.02133127603070628,0.9818312328577824,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-08,GLOBAL_25_CASH75,0.0014714311497521226,-0.0041365756166176215,-2.8112600561123564,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-09,GLOBAL_0_M2_100,0.03926338277918506,0.006479981695287185,0.16503880299184148,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-10,GLOBAL_25_CASH75,-0.003976220374479089,-0.02075586470897739,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-11,GLOBAL_100,0.04768497154283957,0.04768497154283935,0.9999999999999953,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2023-12,GLOBAL_0_M2_100,0.07363137785226459,0.05453660273770433,0.7406706804689656,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-01,GLOBAL_100,0.01596638655462157,0.015966386554622458,1.0000000000000557,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-02,GLOBAL_100,0.03997794320374903,0.03997794320374881,0.9999999999999944,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-03,GLOBAL_0_M2_100,0.03875405213575789,0.036468244660866844,0.9410175878671031,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-04,GLOBAL_25_CASH75,-0.0021006333523339027,-0.015333860927073673,,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-05,GLOBAL_0_M2_100,0.03445135818667677,0.017305867444726397,0.5023275817154582,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-06,GLOBAL_100,0.043973098810139666,0.04397309881014011,1.00000000000001,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-07,M2_TOP7_CASH0_25_CASH75,0.00445875658851036,-0.0016957750111589176,-0.3803246437647462,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-08,GLOBAL_25_CASH75,0.0018887110621710335,-0.002276773056135606,-1.2054639281449981,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-09,GLOBAL_25_CASH75,0.0033597409632839526,0.0018691582773575632,0.5563399969771983,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-10,GLOBAL_0_M2_100,0.028114407806632435,0.02707159978535123,0.9629084123537827,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-11,GLOBAL_100,0.05776940833434541,0.05776940833434607,1.0000000000000115,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2024-12,GLOBAL_25_CASH75,0.0013747980443763463,-0.004057621658665855,-2.9514310667400796,NONCAUSAL_DIAGNOSTIC_ONLY
MONTHLY_ORACLE,2025-01,GLOBAL_0_M2_100,0.0843630270999407,0.05523974711654711,0.6547862140023415,NONCAUSAL_DIAGNOSTIC_ONLY
