policy_id,switch_mode,exclusion_type,excluded_families,window_id,net_cagr,excess_vs_global,maximum_drawdown,ulcer_index,delta_cagr,delta_mdd,dependency_status,incremental_vs_replacement_control
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_SEMICONDUCTORS,FULL_COMMON_HISTORY,0.11434298673168275,-0.0016678455615726229,-0.2528231706248558,0.051203080711582624,-0.002769627059775237,-0.007790290984972192,SIGN_REVERSAL_DEPENDENCY,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_SILVER_MINERS,FULL_COMMON_HISTORY,0.11543835587890872,-0.0005724764143466565,-0.24503287963988363,0.052223153487123905,-0.0016742579125492707,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_SOFTWARE,FULL_COMMON_HISTORY,0.11719982408667029,0.0011889917934149175,-0.24884434469662575,0.05089841127429517,8.721029521230328e-05,-0.003811465056742125,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_SOLAR,FULL_COMMON_HISTORY,0.11710377191550236,0.0010929396222469911,-0.24503287963988363,0.05182128235352364,-8.841875955623024e-06,0.0,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_TRANSPORTATION,FULL_COMMON_HISTORY,0.11687342200630768,0.0008625897130523086,-0.24503281125954357,0.05183019216539746,-0.0002391917851503056,6.838034005696159e-08,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_URANIUM_NUCLEAR,FULL_COMMON_HISTORY,0.11846564628365619,0.002454813990400817,-0.24503287963988363,0.05193902473476769,0.0013530324921982029,0.0,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,GLOBAL_WATER,FULL_COMMON_HISTORY,0.11938964661603357,0.003378814322778201,-0.24573983517709175,0.050229461815759255,0.0022770328245755866,-0.0007069555372081204,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,US_AEROSPACE_DEFENCE,FULL_COMMON_HISTORY,0.11711261379145799,0.0011017814982026142,-0.24503287963988363,0.05188056157853023,0.0,0.0,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,LEAVE_ONE_FAMILY_OUT,US_BANKS,FULL_COMMON_HISTORY,0.11768126256357214,0.0016704302703167695,-0.2450325379949556,0.05133678084129771,0.0005686487721141553,3.416449280146949e-07,NONNEGATIVE_INCREMENTAL,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,EXCLUDE_TOP_1_FAMILY_CONTRIBUTORS,GLOBAL_SEMICONDUCTORS,FULL_COMMON_HISTORY,0.11434298673168275,-0.0016678455615726229,-0.2528231706248558,0.051203080711582624,-0.002769627059775237,-0.007790290984972192,ROBUSTNESS_DIAGNOSTIC,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,EXCLUDE_TOP_3_FAMILY_CONTRIBUTORS,GLOBAL_BATTERY_EV;GLOBAL_SEMICONDUCTORS;GLOBAL_SILVER_MINERS,FULL_COMMON_HISTORY,0.10787344492406126,-0.008137387369194116,-0.25464217881106144,0.05208348678780886,-0.00923916886739673,-0.00960929917117781,ROBUSTNESS_DIAGNOSTIC,
POLICY_2_ALPHA_TIMING_ONLY,SWITCH_ASYMMETRIC_HYSTERESIS,EXCLUDE_TOP_5_FAMILY_CONTRIBUTORS,EUROPE_BANKS;GLOBAL_BATTERY_EV;GLOBAL_SEMICONDUCTORS;GLOBAL_SILVER_MINERS;GLOBAL_SOFTWARE,FULL_COMMON_HISTORY,0.10712295420182971,-0.00888787809142566,-0.25211794023736545,0.04918983349284115,-0.009989659589628275,-0.007085060597481818,ROBUSTNESS_DIAGNOSTIC,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,CHINA_INTERNET,FULL_COMMON_HISTORY,0.08078697362408738,-0.02140643541513909,-0.1687668671790422,0.061304551627680164,0.0004769325030402616,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,EUROPE_AEROSPACE_DEFENCE,FULL_COMMON_HISTORY,0.08031004112104712,-0.021883367918179353,-0.1687668671790422,0.0616727764885476,0.0,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,EUROPE_BANKS,FULL_COMMON_HISTORY,0.08033840225690603,-0.02185500678232044,-0.16876617831403973,0.06050632646039353,2.836113585891198e-05,6.888650024849952e-07,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,EUROPE_INFRASTRUCTURE,FULL_COMMON_HISTORY,0.08031004112104712,-0.021883367918179353,-0.1687668671790422,0.0616727764885476,0.0,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_AEROSPACE_DEFENCE,FULL_COMMON_HISTORY,0.08032403170140245,-0.021869377337824014,-0.1687668671790422,0.06167248559840326,1.3990580355338622e-05,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_AGRIBUSINESS,FULL_COMMON_HISTORY,0.07993897389537485,-0.022254435143851614,-0.16876749082180809,0.06252516507572078,-0.00037106722567226136,-6.236427658734556e-07,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_AI,FULL_COMMON_HISTORY,0.08261115204126956,-0.019582256997956904,-0.1687668671790422,0.061638804393335356,0.002301110920222449,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_BATTERY_EV,FULL_COMMON_HISTORY,0.0782836536319036,-0.023909755407322875,-0.17020877170044169,0.061800841480657794,-0.002026387489143522,-0.001441904521399473,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_BIOTECHNOLOGY,FULL_COMMON_HISTORY,0.08171783938025756,-0.020475569658968906,-0.17052483226701876,0.06166770923629186,0.0014077982592104465,-0.001757965087976543,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_CLEAN_ENERGY,FULL_COMMON_HISTORY,0.08094426453328918,-0.02124914450593729,-0.1687668671790422,0.06164476602371939,0.0006342234122420631,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_CYBERSECURITY,FULL_COMMON_HISTORY,0.08107035512767657,-0.021123053911549894,-0.1687668671790422,0.0593579065648806,0.0007603140066294589,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_GENOMICS,FULL_COMMON_HISTORY,0.07917576342041177,-0.023017645618814697,-0.1687668671790422,0.06168828767531303,-0.0011342777006353444,0.0,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_GOLD_MINERS,FULL_COMMON_HISTORY,0.08067942917447546,-0.02151397986475101,-0.17246311879059772,0.06202536978086409,0.00036938805342834335,-0.003696251611555512,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_INFRASTRUCTURE,FULL_COMMON_HISTORY,0.07981403187604741,-0.02237937716317906,-0.17062560966362728,0.06260796772785762,-0.0004960092449997067,-0.001858742484585063,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_OIL_GAS,FULL_COMMON_HISTORY,0.08007083287114658,-0.022122576168079888,-0.16876647863276917,0.06410114356567068,-0.00023920824990053546,3.8854627304463207e-07,SIGN_REVERSAL_DEPENDENCY,
POLICY_3_BALANCED_REGIME_STRATEGY,SWITCH_IMMEDIATE_MONTHLY,LEAVE_ONE_FAMILY_OUT,GLOBAL_QUANTUM_COMPUTING,FULL_COMMON_HISTORY,0.08011889299446939,-0.022074516044757075,-0.1687668671790422,0.06167208732624644,-0.00019114812657772262,0.0,SIGN_REVERSAL_DEPENDENCY,
