policy_id,switch_mode,prior_regime,new_regime,transition_count,average_prior_duration_months,next_1m_return,next_3m_return,next_6m_return,m2_minus_global_1m,risky_minus_cash_1m,allocation_switch_count,switch_gain_loss,reversal_within_1m,reversal_within_3m,transition_classification
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R2_LEADERSHIP_RISK_ON,R3_ISOLATED_LEADERSHIP,4,12.5,-0.013691673117077419,-0.007144792267830186,0.02868039102763484,0.002988552085113755,-0.030693732985151545,4,0.04491546152788117,1,1,BENEFICIAL_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R2_LEADERSHIP_RISK_ON,R4_CAPITAL_PRESERVATION,3,4.666666666666667,0.013503035490791756,0.017368016852552626,0.05858714666933218,0.011207928550541757,0.04237292817323568,3,-0.07039438590232105,0,3,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R3_ISOLATED_LEADERSHIP,R1_BROAD_RISK_ON,1,1.0,-0.02305346359651672,-0.0056510168930297144,0.008435622954750421,0.015038932151390627,-0.03247396016869941,1,0.0017730048023528733,0,0,BENEFICIAL_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R3_ISOLATED_LEADERSHIP,R2_LEADERSHIP_RISK_ON,5,2.4,0.00882732711534857,0.0556208662998118,0.07311254853581776,0.010893485975184247,0.005635845978775311,5,0.015245547744533794,1,1,BENEFICIAL_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R3_ISOLATED_LEADERSHIP,R4_CAPITAL_PRESERVATION,2,1.5,0.020433758503443644,0.023206922856881862,0.03779792759518186,-0.009767815670420954,0.08414851767460241,2,-0.10354162465103633,1,1,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R4_CAPITAL_PRESERVATION,R1_BROAD_RISK_ON,1,1.0,0.00041144604412757246,-0.02140105569425821,-0.010405232636123363,0.023138989403120203,0.0008485572641558914,1,-0.0016849921485284636,0,1,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_IMMEDIATE_MONTHLY,R4_CAPITAL_PRESERVATION,R3_ISOLATED_LEADERSHIP,4,1.0,0.011858690443977832,0.03750111118114957,0.04008355864168431,-0.0038172219235557414,0.038262357579993744,4,-0.08621174412123211,0,0,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R1_BROAD_RISK_ON,R2_LEADERSHIP_RISK_ON,6,1.1666666666666667,-0.006707032728979896,0.005151289079967166,0.009160275198875486,0.004591924297709993,-0.006425956597795046,2,-0.0176504564202824,0,2,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R2_LEADERSHIP_RISK_ON,R1_BROAD_RISK_ON,3,3.0,0.03508460268156225,0.023243165460745046,0.03647931107626582,-0.00690126245047884,0.03360123687933051,3,0.0179922423490555,2,3,BENEFICIAL_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R2_LEADERSHIP_RISK_ON,R3_ISOLATED_LEADERSHIP,4,12.5,-0.013586512184758509,-0.007272249118904367,0.025349864354835577,0.002988552085113755,-0.030693732985151545,3,0.04134383966824662,1,1,BENEFICIAL_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R2_LEADERSHIP_RISK_ON,R4_CAPITAL_PRESERVATION,3,4.666666666666667,0.014289350493547293,0.020867312343060496,0.05679095113394417,0.011207928550541757,0.04237292817323568,3,-0.0638845681821365,0,3,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R3_ISOLATED_LEADERSHIP,R1_BROAD_RISK_ON,1,1.0,-0.013894830252759283,-6.732785378693595e-05,0.0077878565358282525,0.015038932151390627,-0.03247396016869941,0,0.009874273001770906,0,0,NO_ALLOCATION_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R3_ISOLATED_LEADERSHIP,R2_LEADERSHIP_RISK_ON,5,2.4,0.00604743192618693,0.051108885170396114,0.06937607929786797,0.010893485975184247,0.005635845978775311,1,0.0022693438725428505,1,1,BENEFICIAL_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R3_ISOLATED_LEADERSHIP,R4_CAPITAL_PRESERVATION,2,1.5,0.021235997473243895,0.02091705794958959,0.04090133662200396,-0.009767815670420954,0.08414851767460241,2,-0.09644170408276098,1,1,FALSE_OR_COSTLY_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R4_CAPITAL_PRESERVATION,R1_BROAD_RISK_ON,1,1.0,0.0005810610657084325,-0.012715841392973437,0.009505236361670777,0.023138989403120203,0.0008485572641558914,0,-0.00148752139300945,0,1,NO_ALLOCATION_SWITCH
POLICY_5_HIGHER_ALPHA_DIAGNOSTIC,SWITCH_ASYMMETRIC_HYSTERESIS,R4_CAPITAL_PRESERVATION,R3_ISOLATED_LEADERSHIP,4,1.0,0.010242357876654118,0.03176824336963935,0.03388019358549857,-0.0038172219235557414,0.038262357579993744,0,-0.08767941355733289,0,0,NO_ALLOCATION_SWITCH
