breadth,window_id,cost_scenario,cash0_cagr,cash1_cagr,cagr_retention,cash0_mdd,cash1_mdd,mdd_benefit,cash0_ulcer,cash1_ulcer,ulcer_reduction,cash0_calmar,cash1_calmar,calmar_improvement,pool_excess,double_cost_pool_excess,average_cash_weight,time_partial_cash,time_full_cash,defensive_episode_count,worst_rolling_six_months,cash0_worst_rolling_six_months,advancement_status,warning
6,FULL_HISTORY,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.13499859993944052,0.09614914613681269,0.7122232836484568,-0.2435534251924253,-0.29475266340847117,-0.051199238216045884,0.09022210326855057,0.09653265609515779,-0.0699446432524804,0.5542874210567214,0.32620280687190345,-0.4114915935670811,-0.019170539470221293,-0.03307738653651704,0.14944024135086886,0.506102877070619,0.0,16,-0.15717674231641998,-0.1662560537808101,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
6,PRE_2020,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.04782611685814686,-0.018881329662396085,-0.3947911915658646,-0.13350217934677588,-0.1605160412885035,-0.027013861941727613,0.04854298296152141,0.08191729741156578,-0.6875208817822178,0.3582422181582302,-0.11762892674670271,-1.328350263549194,-0.09214412216722956,-0.10101243711948638,0.19161408755639772,0.6152671755725191,0.0,16,-0.11631767429402806,-0.07428798662472036,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
6,POST_2020,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.17216990896955342,0.1479691444317215,0.8594367350097653,-0.24109816038415754,-0.21951561108915674,0.021582549295000808,0.1020822976506683,0.09444715757124571,0.07479396776070324,0.7141071034935471,0.6740711683217077,-0.056064328412329334,0.016001017812536267,-4.443604430792725e-05,0.13258614173853123,0.462477120195241,0.0,16,-0.13194459767889555,-0.1662560537808101,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
6,LATEST_5Y,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.12638960044398861,0.11910220734118382,0.94234182972962,-0.24109816038415754,-0.21233931677856277,0.028758843605594775,0.11310935411633832,0.10390700510719401,0.08135798388238746,0.5242246570550507,0.560905107674379,0.06997086101479644,0.009202564556675785,-0.007091029061336407,0.14143232416500692,0.45083932853717024,0.0,16,-0.13194459767889555,-0.1662560537808101,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
6,LATEST_3Y,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.2948327551531189,0.2619069600823085,0.888323822589825,-0.18081972782586875,-0.16973574703750383,0.011083980788364922,0.05716311583950867,0.052963971648105575,0.0734589801436406,1.6305342270896783,1.5430277042610185,-0.0536673940202097,0.054091913778578915,0.03474339723823627,0.08732108193823332,0.3876478318002628,0.0,16,-0.06519719542133817,-0.04546415036174223,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
7,FULL_HISTORY,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.13137626091488874,0.09529026240309668,0.7253232946310586,-0.23530833565375164,-0.2715740690405678,-0.03626573338681616,0.08198040131578595,0.08315515385099306,-0.014329675341329562,0.5583153718285804,0.3508813000436437,-0.3715356629095736,-0.020029423203937302,-0.03258957866933376,0.1754447853658596,0.5868131868131868,0.0,14,-0.1520231541064332,-0.16688038181255027,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
7,PRE_2020,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.037574874403018876,-0.012791439230714907,-0.34042533565161315,-0.13907768087106398,-0.13021037935252133,0.008867301518542647,0.04713622853700552,0.06755817816265502,-0.43325378927201874,0.2701718504916239,-0.09823670965648884,-1.3636082348243548,-0.08605423173554838,-0.0935966176394929,0.2473326686258023,0.7962962962962963,0.0,14,-0.09944752049393546,-0.08943128998372729,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
7,POST_2020,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.17253260663811254,0.14403100604995944,0.8348045558255822,-0.23530833565375164,-0.21887910393821963,0.01642923171553201,0.09195614575797048,0.08302898435521786,0.09708063913693166,0.7332192723167636,0.6580390885125943,-0.10253438042704666,0.01206287943077422,-0.00266330275149107,0.14681334814862368,0.503380454824831,0.0,14,-0.12098723107181641,-0.16688038181255027,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
7,LATEST_5Y,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.13620163503003857,0.1321222587005424,0.9700489914926756,-0.22335553364971406,-0.18919609951821503,0.03415943413149902,0.10130850086434587,0.08990193368496018,0.11259239927614084,0.6097974507479275,0.6983350028726263,0.145191738693079,0.02222261591603436,0.0066235330578805485,0.15128614330011475,0.48751007252215955,0.0,14,-0.12098723107181641,-0.16688038181255027,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
7,LATEST_3Y,BASE_WITH_DOUBLE_COST_DIAGNOSTIC,0.29511897267275145,0.2667208953707063,0.9037741387994905,-0.1671889313361411,-0.1418904324985617,0.025298498837579397,0.0495545125485439,0.04612420662019194,0.06922287702843632,1.7651824813653547,1.8797665964786596,0.06491346720406765,0.05890584906697671,0.03932549167751054,0.07960599746443861,0.4196547144754316,0.0,14,-0.06731404037404809,-0.045309834927883985,FAIL,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
