test_id,removed_spell_ids,removed_families,net_cagr,excess_vs_pool,maximum_drawdown,warning
REMOVE_TOP_1_HOLDING_SPELLS,SPELL-0159,GLOBAL_SILVER_MINERS,0.0802032823530261,-0.03511640325400789,-0.2715740690405678,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
REMOVE_TOP_3_HOLDING_SPELLS,SPELL-0159;SPELL-0162;SPELL-0117,GLOBAL_SILVER_MINERS;GLOBAL_BATTERY_EV;GLOBAL_SEMICONDUCTORS,0.06254858632215221,-0.05277109928488177,-0.2715740690405678,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
REMOVE_TOP_5_HOLDING_SPELLS,SPELL-0159;SPELL-0162;SPELL-0117;SPELL-0147;SPELL-0158,GLOBAL_SILVER_MINERS;GLOBAL_BATTERY_EV;GLOBAL_SEMICONDUCTORS;EUROPE_BANKS;GLOBAL_GOLD_MINERS,0.04948366050373254,-0.06583602510330144,-0.2715740690405678,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
