control_id,seed,simulation_count,diagnostic_first_execution_date,diagnostic_last_execution_date,candidate_diagnostic_cagr,candidate_diagnostic_maximum_drawdown,candidate_diagnostic_turnover,candidate_cagr_percentile,candidate_drawdown_percentile_less_severe,random_cagr_mean,random_cagr_median,random_cagr_5pct,random_cagr_95pct,random_mdd_mean,random_mdd_median,random_turnover_mean,invalid_selected_slots_allocated_to_cash,method,warning
RANDOM_SELECTION_SAME_RISKY_COUNT,20260824,5000,2017-03-01,2026-08-03,0.08846431055183257,-0.2488348342722514,5.275839239232202,0.9442,0.6962,0.06617945245075348,0.06597029964644452,0.043676631779750216,0.08934835232850352,-0.2587031555646481,-0.25911033110004544,8.204371595172201,40142,VECTORIZED_MONTHLY_NEXT_XLON_SESSION; INVALID_INTERVAL_ENDPOINT_SLOT_TO_CASH; NO_FILLED_RETURN,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
MONTHLY_RANK_SHUFFLE,20260825,5000,2017-03-01,2026-08-03,0.08846431055183257,-0.2488348342722514,5.275839239232202,0.9964,0.1054,0.04670804086584663,0.046734844491409744,0.022005754258460408,0.07219578654925299,-0.20698594060346637,-0.20712436477846663,7.8749241439503646,31002,VECTORIZED_MONTHLY_NEXT_XLON_SESSION; INVALID_INTERVAL_ENDPOINT_SLOT_TO_CASH; NO_FILLED_RETURN,E2 DEVELOPMENTAL; HISTORICAL UK RETAIL/SIPP ELIGIBILITY IS NOT FULLY RECONSTRUCTED
