analysis_context_id,analysis_context_type,signal_id,forward_horizon_sessions,mean_contemporaneous_count,ic_observation_count,mean_spearman_ic,median_spearman_ic,ic_positive_frequency,ic_hac_t_statistic,ic_hac_p_value,ic_ci_low,ic_ci_high,top_bottom_observation_count,top_bottom_mean,top_bottom_median,top_bottom_positive_frequency,top_bottom_hac_t_statistic,top_bottom_hac_p_value,bucket_date_count,warning,bucket_count,bucket_1_mean_forward_return,bucket_2_mean_forward_return,bucket_3_mean_forward_return,bucket_4_mean_forward_return,bucket_5_mean_forward_return,bucket_monotonicity_fraction
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_42,10,8.473684210526315,582,-0.029890584787491993,-0.04545454545454543,0.4570446735395189,-1.435667745100634,0.15109690760792546,-0.07069701082878932,0.01091584125380534,589,-0.0013080800522417724,-0.001243529968644963,0.47198641765704585,-1.0757932391598082,0.28201973660801316,576,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.013125208563972998,0.009348988558155844,0.0047445996629628525,0.005211329982587712,0.008390360997431658,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_42,21,8.466552315608919,579,-0.03133743056022848,-0.033333333333333354,0.4697754749568221,-1.1535869954448037,0.2486695324709186,-0.08458025967377103,0.021905398553314068,583,-0.0012939515859278256,-0.002710541106914155,0.4648370497427101,-0.5995088641638577,0.5488336008067973,574,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.022069200798449394,0.018831983335398046,0.014530982567568148,0.013552356157920258,0.014189139580536997,0.25
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_42,42,8.436521739130434,572,-0.02383071473980565,-0.023809523809523808,0.4755244755244755,-0.8210772233159759,0.41160228281037303,-0.08071615899465433,0.03305472951504303,575,0.00030752318269432064,-0.002869564763189114,0.48,0.09294487322374431,0.9259473563379375,567,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.039475806843324364,0.025553334168528112,0.029303557468141637,0.03194401200493438,0.018643077324320405,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_42,63,8.34452296819788,559,-0.012124697008417938,-0.023809523809523808,0.47227191413237923,-0.41546402221444423,0.6778022474922842,-0.06932331876463292,0.04507392474779705,566,0.0017325022504922555,-0.0017789215208356413,0.4929328621908127,0.4524442977109182,0.6509489408165323,553,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.049019014531949116,0.03637078918913895,0.0386633870346993,0.05223144887557559,0.04397929513190847,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_42,126,8.257407407407408,535,-0.017862604685034592,-0.028571428571428553,0.4747663551401869,-0.4815997855628497,0.630090278554437,-0.09055794820938372,0.05483273883931454,540,-0.0008972901510584735,-0.0053152681880467845,0.4666666666666667,-0.1443268408502368,0.8852423842583718,529,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.09731137488002436,0.0875135290316358,0.08547450326263481,0.10463265845652933,0.11052607597837127,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_63,5,8.419243986254296,574,-0.01661349683997767,-0.012878787878787868,0.48257839721254353,-0.9121989524498884,0.3616639952926741,-0.05230949865643998,0.019082504976484643,582,-0.00033225102970586937,0.00012743116802371723,0.5017182130584192,-0.4126224741717552,0.6798832327268525,568,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.0039755652306655035,0.005846074254490074,0.001980570830560198,0.0025494418150311202,0.0023233873150011793,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_63,10,8.413793103448276,573,-0.0208797020315345,-0.016666666666666743,0.4869109947643979,-0.9773300340099845,0.3284057887295865,-0.06275241909296203,0.020993015029893026,580,-0.0005535028884857606,-0.0009403457209705146,0.4896551724137931,-0.42911744563450493,0.667837756992411,567,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.007950037623739248,0.010675334309698489,0.0045585608435850244,0.007517163951638049,0.00405137408960065,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_63,21,8.409407665505226,570,-0.01847611452874611,0.0,0.49122807017543857,-0.655362118958995,0.5122346347666745,-0.07373185483320728,0.03677962577571506,574,-0.0003339769213054168,-0.0017095070230165876,0.47909407665505227,-0.15257125895383494,0.8787363916279771,565,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.015626798512122148,0.016348795875358094,0.012129574629308835,0.018472834526926156,0.005488834162394635,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_63,42,8.386925795053003,563,-0.020716938478927815,-0.023809523809523808,0.47957371225577267,-0.6231506514440126,0.5331855271644599,-0.08587686921885204,0.044442992260996406,566,-0.0015421057334944128,-0.003263480871646629,0.46466431095406363,-0.4640156760598618,0.6426365144753012,557,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.030062897702740538,0.035030486446841626,0.030302901911969476,0.037230978885916984,0.014686567557959931,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_63,63,8.29802513464991,549,-0.031909650762109776,-0.047619047619047616,0.44990892531876137,-0.9251503013909045,0.3548877309394266,-0.09951138656542594,0.035692085041206384,557,-0.0027705434313722503,-0.005690106918990634,0.44703770197486536,-0.6952171842888872,0.4869192046885965,542,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.042246949075942876,0.056000487370089606,0.046284509656493104,0.04591025330106771,0.04027205772087101,0.25
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,RS_63,126,8.209039548022599,526,-0.006254012147548262,0.004545454545454557,0.5019011406844106,-0.14072514790365057,0.8880870776367447,-0.09335741015898935,0.08084938586389284,531,0.00023967247964910965,-0.0015974139576440116,0.4915254237288136,0.03188744306192712,0.9745618125335449,518,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.06344288040788121,0.11355579987171319,0.10424107385878006,0.08796268911898733,0.130351120276272,0.5
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,SHORT_MINUS_LONG_RS,5,8.023762376237624,497,-0.03167691772772338,-0.05988131309566295,0.4567404426559356,-1.616984282987824,0.10588167359086942,-0.07007284930280085,0.006719013847354086,505,-0.0007580707716597762,-0.0006956726132368862,0.4792079207920792,-0.9731279720225657,0.33048970336549044,475,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.00483583286323403,0.00109467284128125,0.0007742390704690605,0.002792246938835059,-0.0071955541308631335,0.25
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,SHORT_MINUS_LONG_RS,10,8.019880715705765,496,-0.05970061764574749,-0.07142857142857142,0.4254032258064516,-2.6498949458250403,0.008051680295782885,-0.10385748530754467,-0.015543749983950306,503,-0.0014893598246433874,-0.0032134881725792708,0.4274353876739563,-1.1670991743437347,0.24317032126647575,475,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.010236752307941143,0.004218447858175413,0.0025743499377082826,0.013954702984627565,-0.007529238218943961,0.25
POOL_EUROPE_BROAD_SECTORS,FINE_POOL,SHORT_MINUS_LONG_RS,21,8.020120724346077,492,-0.058000945345830654,-0.07142857142857142,0.44308943089430897,-2.0825717145250358,0.0372902797026775,-0.1125871875166222,-0.0034147031750391063,497,-0.002504108445355324,-0.0029121301663845856,0.46277665995975853,-1.1593041206027497,0.24633224273225984,472,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",5,0.023713159482274225,0.015050620151404383,0.01628700940403156,0.022830917615824307,-0.005589722743328675,0.5
