evaluation_id,signal_id,signal_family,signal_role,registry_class,universe_id,primary_decision_universe,cohort_id,ranking_mode,frequency_id,forward_horizon_sessions,authorised_family_count,scheduled_observation_dates,overlapping_forward_returns,historical_eligibility_warning,status,ic_observation_count,ic_mean,ic_median,ic_standard_deviation,ic_information_ratio,ic_positive_frequency,ic_hac_lag,ic_hac_standard_error,ic_hac_t_statistic,ic_hac_p_value,ic_confidence_interval_low,ic_confidence_interval_high,bh_fdr_q_value,headline_predeclared_test,multiple_testing_family,fdr_survives_q_0_10
A3EVAL-321766398C13348D,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,891,-0.01749138819634674,-0.016068376068376057,0.403190662689869,-0.043382423788422345,0.4837261503928171,1,0.013180607388947548,-1.327054791952452,0.18449055840990858,-0.043324903973046454,0.008342127580352972,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-B99CCF90E5B339E4,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,866,-0.019127007227582087,-0.01887121446918654,0.4151547007799481,-0.04607199964651326,0.48267898383371827,1,0.013969185185439987,-1.3692285536824347,0.17092784313368392,-0.04650610708441494,0.008252092629250762,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-B3ED7C39B58AD07D,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,786,-0.0019628045615338917,0.013390150096531526,0.40447895368034414,-0.004852674147009086,0.5152671755725191,4,0.02086052355436477,-0.09409181684336021,0.9250362207559222,-0.042848679426738326,0.03892307030367054,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-96C5EBD7BC842BED,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,691,-0.02015551180125248,-0.040157566473355936,0.4303083386272421,-0.046839696078286655,0.4602026049204052,8,0.027293390039372603,-0.7384759376602451,0.4602252840104044,-0.07364957329442703,0.03333854969192207,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-6AA0E80B3A136AC5,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,617,0.011779407532491322,0.0,0.4376705117789796,0.026913870629785168,0.4878444084278768,12,0.030611150719924138,0.3848077336349319,0.7003798689238089,-0.048217345403887335,0.07177616046886998,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-6E0D6498F887B333,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,480,0.002113679230057863,-0.024619500860390428,0.4450880705635133,0.00474890110485728,0.47708333333333336,25,0.03997748341494346,0.05287174302892153,0.9578340986915782,-0.07624074845577865,0.08046810691589439,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-9E5A894CD9232DD2,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,208,0.016535215525021643,0.013045426667717686,0.4109593841242824,0.0402356441142151,0.5288461538461539,1,0.02752025286654516,0.6008380666124832,0.547947847138995,-0.03740348893884205,0.07047391998888533,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-C719902EA251BE7D,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,202,0.03153010919268086,0.0642778109830669,0.41116637457235383,0.07668455190547796,0.5693069306930693,1,0.028812528086451607,1.0943194258440352,0.27381490838475697,-0.024941408160313053,0.08800162654567477,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-E15F260FD88AF723,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,181,0.015596947150991993,0.03224276908487434,0.3948727521031381,0.03949866651451852,0.5359116022099447,1,0.029302009874307335,0.5322825027326111,0.5945303489545137,-0.041833936877287425,0.0730278311792714,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-CA8A0823C73EE6E5,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,161,-0.033981437946088974,-0.05172176867865903,0.4372929557236242,-0.07770863331163688,0.4658385093167702,1,0.034328565146870174,-0.9898880946728749,0.3222288192158361,-0.10126418927489146,0.03330131338271351,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-9FC7A40FD30E2D14,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,145,0.016032878020258136,5.489845567079265e-17,0.4025599376156884,0.03982730650053963,0.503448275862069,2,0.03151645463991126,0.5087145176524613,0.6109523448751966,-0.045738237994358215,0.07780399403487448,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-F77F23CD1DD3C4D3,MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,112,0.018283171212501555,0.011993403467382062,0.42892703122538073,0.042625364879124675,0.5178571428571429,5,0.048572143219112386,0.3764126925597018,0.7066101113976833,-0.07691648014888013,0.11348282257388324,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-029D69CF1877672B,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,680,-0.02083326022706062,-0.014799828551042353,0.41718209056063976,-0.049938050310509165,0.4808823529411765,1,0.015513401161671722,-1.3429202281271782,0.17929780570762988,-0.05123896778165903,0.009572447327537793,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-D4656289CDB1C58F,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,664,0.005007562164818082,-0.00911886323300329,0.45269058338528895,0.01106177673803323,0.48343373493975905,1,0.01719043120974748,0.29129939230254137,0.770822352176082,-0.028685063885000285,0.03870018821463645,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-80A8B598BFD30E75,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,614,-0.0015469387703326077,-6.3474909190424356e-18,0.4459978689101909,-0.003468489152454021,0.49185667752442996,4,0.027804216609536678,-0.05563684070142142,0.9556311153092956,-0.056042201943374864,0.05294832440270965,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-28A3FF625DEDE455,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,572,-0.027419189692676565,-0.07411388559758186,0.4604021163019522,-0.05955487327667677,0.4353146853146853,8,0.03818337810301533,-0.7180922970906883,0.4727003793734109,-0.10225723558266193,0.047418856197308804,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-812D202571F25DC7,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,526,-0.031727940494135555,-0.0706661728534661,0.45595400499170635,-0.06958583573514762,0.4524714828897338,12,0.04677840542074809,-0.6782604111610642,0.49760659506889104,-0.12341193037301504,0.059956049384743935,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-42941C824437623A,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,402,0.032251213145367226,0.07624928516630235,0.4559542485102134,0.07073344145985033,0.5472636815920398,25,0.060299170108642254,0.534853350174796,0.5927512684276598,-0.08593298856522577,0.1504354148559602,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-F7A6D21112D0A9D5,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,159,-0.007790146880186923,0.01654135338345865,0.4056999739803604,-0.01920174360317814,0.5157232704402516,1,0.03257471612496054,-0.2391470381599944,0.8109915685732865,-0.07163541729172573,0.05605512353135189,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-0B25BD891ECC6072,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,153,0.07001205389445979,0.07806324110671935,0.452771459657462,0.15463000681939282,0.5555555555555556,1,0.03419224587631968,2.0476003286741578,0.040599177125668906,0.002996483426335031,0.13702762436258453,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-B2D5AAA2BB5208F1,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,145,0.017174063507594532,-6.481299825217305e-17,0.4406403307622186,0.038975241957282664,0.4896551724137931,1,0.03679714318173494,0.46672274047946344,0.6406982577654846,-0.054947011862569554,0.08929513887775861,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-0F01EAEAEF43DF69,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,134,-0.0013582853296158816,-0.023151248139202454,0.4524146866649244,-0.0030023015822691,0.4701492537313433,1,0.04504695278812347,-0.030152657295256395,0.9759453053510281,-0.08964869040761406,0.0869321197483823,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-87406158DDEB86C6,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,123,-0.02767027266254397,-0.0857142857142858,0.4741164231368443,-0.05836176793765588,0.42276422764227645,2,0.05651768426909026,-0.48958610071143605,0.6244268139054305,-0.13844289831956685,0.0831023529944789,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-8961302D1625FA13,MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,91,0.06279352205320071,0.10927587281847101,0.4816815043620155,0.13036315798832754,0.5604395604395604,5,0.06712145310987461,0.9355208974753678,0.3495199189047542,-0.06876210863214752,0.19434915273854894,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-760FE287B4FECF7F,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,523,-0.026614792331884074,-0.016585823387861336,0.44046747818194215,-0.06042396692200373,0.4818355640535373,1,0.01882815499224064,-1.4135634820752443,0.15749010980842681,-0.06351729801201375,0.010287713348245603,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-E9246792F84B84D6,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,513,0.003193959973735533,-0.015324283327163853,0.4822501241539593,0.0066230360838971086,0.4834307992202729,1,0.020261187302777473,0.15763932912745413,0.8747410108610917,-0.03651723742372855,0.04290515737119962,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-E8C33AF0EAF402A4,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,474,-0.03079718966979483,-0.05060563091044642,0.4647214836536754,-0.06627020861541627,0.46624472573839665,4,0.03354039372849262,-0.9182119303397611,0.3585079239197657,-0.09653515340493347,0.03494077406534381,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-037741AD9CE00AE1,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,425,-0.030196952214558898,-0.0008809345287252916,0.4719818898631434,-0.06397904848280271,0.48470588235294115,8,0.04783263828015327,-0.6313043415606081,0.5278415487303905,-0.12394720052919123,0.06355329610007343,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-61DF9B9A441EA24B,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,399,-0.02249034097934722,-0.008599498391911129,0.4620424670281672,-0.04867591744110429,0.49122807017543857,12,0.0576042795258994,-0.39042830089100167,0.6962198639943269,-0.13539265420548807,0.09041197224679362,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-8031DA6BC333DA52,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,349,0.025773078460923624,0.028121813062232354,0.41135075744960065,0.0626547490047624,0.5243553008595988,25,0.0676895969902638,0.38075390616715765,0.703385864962468,-0.10689609376802427,0.1584422506898715,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-18FC2D324207EAE9,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,123,-0.005397044414675009,0.008074206798607443,0.4916151330824353,-0.010978190156261967,0.5121951219512195,1,0.041669090585239585,-0.12952153116072085,0.8969449890440685,-0.08706696123028164,0.07627287240093163,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-2E463D8EAAF82900,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,118,0.029451213143650668,-0.013995503616451148,0.4726000602410756,0.06231741301223589,0.5,1,0.04452427282684362,0.6614642143216447,0.5083146567973355,-0.057814758034798214,0.11671718432209954,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-0E4B756D1FB2F4DC,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,112,-0.05223605942712178,-0.0751700653594226,0.4566693861563298,-0.11438485042051848,0.42857142857142855,1,0.044548086643495584,-1.172576946910215,0.24096549852478677,-0.13954870482854295,0.03507658597429939,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-4A5012EB383419A9,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,102,-0.05126094225988145,-0.07246478357032338,0.4682717999457456,-0.10946835206779607,0.43137254901960786,1,0.05086210323103795,-1.0078415756232453,0.31353052309525264,-0.15094883277067414,0.048426948250911254,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-8227F77093B520EA,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,92,-0.04759312133277905,-0.0412613172681615,0.46382335322345264,-0.10261044641676434,0.43478260869565216,2,0.06200592260377444,-0.7675576676264463,0.4427500203128806,-0.169122496464355,0.0739362537987969,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-0644CCFF2D20BD4B,MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,80,0.016016068715491383,0.017176739521771085,0.42095595868458147,0.03804689869586115,0.525,5,0.06927546359137515,0.23119395937879217,0.8171641226163888,-0.1197613449359197,0.15179348236690246,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-4C0F92F4E21C1B04,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,347,0.009302230590729975,0.00181909309636598,0.4429736304273293,0.020999513180403693,0.5014409221902018,1,0.023798167801482185,0.39088011599576244,0.6958858521946452,-0.037341321198215864,0.05594578237967581,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-6EFD4484B65F9487,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,345,0.007244353409529084,6.024647045996667e-17,0.4476383000071847,0.016183497724419047,0.5014492753623189,1,0.02415696340537795,0.29988675678981686,0.7642635362502997,-0.04010242484086375,0.054591131659921924,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-E77CFE1BA1D02227,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,338,0.004451416871533949,0.020213596675099036,0.47667344813389095,0.009338503935892833,0.5177514792899408,4,0.04231949552836498,0.10518596254415062,0.9162282491951804,-0.07849327020796529,0.08739610395103317,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-9C065E0950698E54,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,330,0.015504899518829158,0.025478198059483925,0.4587215724963398,0.033800240600092714,0.5212121212121212,8,0.05634651798109246,0.27517049987067443,0.78318525010796,-0.09493224637835063,0.12594204541600895,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-B9C59C51B6997F98,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,321,0.012739788266624582,0.03176930082594254,0.45324049116805587,0.028108230652103914,0.5171339563862928,12,0.06731053696672246,0.18926885508167887,0.8498821041660778,-0.11918643996820336,0.14466601650145253,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-D53737C39FB76DD0,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,295,0.09166735097950997,0.06993995986794453,0.3964369843071964,0.2312280503790674,0.5796610169491525,25,0.0802599775671573,1.1421302840859577,0.25339986905260126,-0.065639314452111,0.24897401641113093,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-58797A9EDE5AA055,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,81,0.05667493700411948,0.036844564123722646,0.4528729373448826,0.12514533841742684,0.5185185185185185,1,0.05135198272914267,1.1036562561382073,0.269742277944788,-0.04397309967972303,0.157322973687962,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-C613B54C1C3497CD,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,81,0.05923378044107771,0.06546536707079766,0.4509950816126961,0.13134019162529645,0.5802469135802469,1,0.04818239310194669,1.2293656796113872,0.2189347320098568,-0.03520197472768894,0.15366953560984437,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-163929FD130A778C,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,78,0.00035105976367163133,0.01765638426328284,0.455611556761278,0.0007705242732803909,0.5128205128205128,1,0.05462293554185276,0.006426966258571824,0.9948720581518804,-0.10670792662821264,0.1074100461555559,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-CBCBE0C2DA866089,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,76,0.04394034848179951,0.054061851969429336,0.43692328414222253,0.10056765129389744,0.5394736842105263,1,0.055590980308222106,0.7904222634350734,0.42928120442428563,-0.06501597078759118,0.1528966677511902,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-FFABEC0FDA12EA49,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,74,0.013377024228921858,-0.009759000729485351,0.4130491152209151,0.03238603772766174,0.5,2,0.06266581436417107,0.21346605584958486,0.8309634624442259,-0.10944571498672623,0.13619976344456994,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
A3EVAL-8A9EE9CB4D66C566,MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL,GLOBAL,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,68,0.08059368020409559,0.0688268361143271,0.3903836565713698,0.2064473725973246,0.5735294117647058,5,0.08195081464999614,0.9834396466746946,0.3253911055391471,-0.08002696501361427,0.24121432542180543,,False,DIAGNOSTIC_NOT_IN_HEADLINE_FDR_FAMILY,False
