weighting_method,selection_rule,latest_5y_incremental_cagr_vs_equal,latest_3y_incremental_cagr_vs_equal,full_incremental_cagr_vs_equal,drawdown_improves_2pp,sharpe_improves_0_05,concentration_hhi_improves_0_05,turnover_improves_10pct,cost_stress_direction_survives,count_level_rule_pass,warning,method_passes_both_top2_top3
RANK_DECAY,TOP_2,-1.1102230246251565e-15,-1.5543122344752192e-15,-1.1102230246251565e-15,False,False,False,False,False,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
RANK_DECAY,TOP_3,0.020538959729323736,-0.0011329566637707789,0.004727933687703079,False,False,False,False,True,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
SCORE_PROPORTIONAL_CAPPED,TOP_2,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,False,False,False,False,False,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
SCORE_PROPORTIONAL_CAPPED,TOP_3,0.01045721947450673,0.0002224733776317045,-0.007912617007630685,False,False,False,False,True,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
INVERSE_VOLATILITY_CAPPED,TOP_2,0.0,-2.220446049250313e-16,-2.220446049250313e-16,False,False,False,False,False,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
INVERSE_VOLATILITY_CAPPED,TOP_3,0.012668627171448898,0.023928179758840873,0.010454600196006858,False,True,False,False,True,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
SIGNAL_X_INVERSE_VOLATILITY,TOP_2,2.220446049250313e-16,0.0,0.0,False,False,False,False,True,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
SIGNAL_X_INVERSE_VOLATILITY,TOP_3,0.010185317347252143,-0.0011650408224057607,-0.007685953275209156,False,False,False,False,True,False,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",False
