module_id,counterfactual_event_id,review_date,execution_date,counterfactual_end_date,family,action_type,allocation_reduced,position_return_at_reduction,realised_profit_locked_return_equivalent,profit_remaining_invested_return_equivalent,family_counterfactual_return,actual_cash_return,avoided_downside_return_equivalent,foregone_upside_return_equivalent,incremental_cost_return_equivalent,net_monetisation_value,warning
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-026,2023-04-28,2023-05-02,2023-05-09,GLOBAL_SEMICONDUCTORS,STRONGER_WEAKENING_50,0.5,-0.07586379569354007,0.0,0.0,-0.009474867512445861,0.0007852743047440658,0.005130070908594964,0.0,0.00101596,0.004114110908594964,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-027,2023-05-05,2023-05-09,2023-05-22,GLOBAL_SEMICONDUCTORS,FAILED_EXIT,1.0,-0.0723084626940409,0.0,0.0,0.09638456549935182,0.0015310513236106438,0.0,0.09485351417574117,0.0020159600000000002,-0.09686947417574117,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-029,2023-05-19,2023-05-22,2023-05-30,GLOBAL_SEMICONDUCTORS,FIRST_WEAKENING_75,0.25,,0.0,0.0,0.13049907578558195,0.0009501008668775235,0.0,0.03238724372967611,0.00051596,-0.03290320372967611,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-030,2023-05-26,2023-05-30,2023-06-01,GLOBAL_SEMICONDUCTORS,STRONGER_WEAKENING_50,0.5,0.09735058533579788,0.044357102751263325,0.044357102751263325,-0.03880531938085885,0.00023742948349814164,0.019521374432178495,0.0,0.00101596,0.018505414432178496,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-031,2023-07-21,2023-07-24,2023-07-31,GLOBAL_SEMICONDUCTORS,FIRST_WEAKENING_75,0.25,0.10930375847196583,0.02463341479671191,0.07390024439013573,0.03588490167759151,0.0009235524399504591,0.0,0.008740337309410262,0.00051596,-0.009256297309410261,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-032,2023-07-28,2023-07-31,2023-08-01,GLOBAL_SEMICONDUCTORS,STRONGER_WEAKENING_50,0.5,0.15132470733210157,0.06571764957722379,0.06571764957722379,0.00793650793650813,0.00013186372678997138,0.0,0.0039023221048590795,0.00101596,-0.004918282104859079,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-033,2023-07-31,2023-08-01,2023-08-07,GLOBAL_SEMICONDUCTORS,FIRST_WEAKENING_75,0.25,0.1489833641404812,0.03241634491634503,0.09724903474903508,-0.03426260906575862,0.0008177725140607883,0.008770095394954852,0.0,0.00051596,0.008254135394954853,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-034,2023-08-04,2023-08-07,2023-08-29,GLOBAL_SEMICONDUCTORS,STRONGER_WEAKENING_50,0.5,0.11866913123844802,0.05304031725049598,0.05304031725049598,0.005449909417521992,0.003050952249302963,0.0,0.0011994785841095146,0.00101596,-0.0022154385841095144,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-037,2023-08-25,2023-08-29,2023-09-01,GLOBAL_SEMICONDUCTORS,FAILED_EXIT,1.0,0.07393715341959428,0.06884681583476845,0.0,0.011827125013816664,0.0004155960973315498,0.0,0.011411528916485114,0.0020159600000000002,-0.013427488916485115,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-038,2023-08-31,2023-09-01,2023-09-04,GLOBAL_SEMICONDUCTORS,STRONGER_WEAKENING_50,0.5,,0.0,0.0,0.003495739567402234,0.0004155856743388586,0.0,0.0015400769465316877,0.00101596,-0.0025560369465316875,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-039,2023-09-01,2023-09-04,2023-09-11,GLOBAL_SEMICONDUCTORS,FIRST_WEAKENING_75,0.25,0.0,0.0,0.0,-0.03537992597430861,0.0009699998677463739,0.009087481460513747,0.0,0.00051596,0.008571521460513747,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-040,2023-09-08,2023-09-11,2023-10-02,GLOBAL_SEMICONDUCTORS,FAILED_EXIT,1.0,-0.01758793969849226,0.0,0.0,0.010495429409773438,0.0029129198675401646,0.0,0.007582509542233273,0.0020159600000000002,-0.009598469542233274,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-043,2023-10-27,2023-10-30,2023-11-01,GLOBAL_URANIUM_NUCLEAR,FIRST_WEAKENING_75,0.25,-0.027549419516786133,0.0,0.0,0.05859831278390648,0.0002771004585990777,0.0,0.01458030308132685,0.00051596,-0.01509626308132685,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EXIT_FAST_TAPER_WEEKLY-CF-044,2023-11-30,2023-12-01,2023-12-04,GLOBAL_URANIUM_NUCLEAR,FIRST_WEAKENING_75,0.25,-0.0025729526200179986,0.0,0.0,0.011992731677770818,0.00041585145670186563,0.0,0.002894220055267238,0.00051596,-0.0034101800552672383,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
