candidate_id,maximum_drawdown,average_concentration_hhi,time_weighted_family_concentration_hhi,largest_family_share_of_holding_days,distinct_selected_families,annual_turnover_traded_notional,trade_legs,warning,fraction_of_top1_excess_retained,drawdown_improvement_percentage_points,average_hhi,meets_frozen_numeric_concentration_criteria,net_excess_after_removing_strongest_three_families,right_tail_dependency_resolved,convincing_concentration_control
A4_TOP1,-0.3089820359281441,1.0,0.1651296705748712,0.2619426751592357,10,8.250657024793387,41,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",,,,,,,
A4_TOP2,-0.302602992892647,0.5007877276202723,0.09992575999999999,0.1648,21,9.483635970346972,124,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.6392411254403962,0.006379043035497078,0.5007877276202723,True,-0.006723398830433158,False,False
A4_TOP3,-0.26337696713448866,0.33401852671918036,0.08037147184783403,0.1327457264957265,22,9.049617338075393,218,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.5551948454240364,0.045605068793655446,0.33401852671918036,False,-0.029712316685356788,False,False
