listing_id,share_class_id,fund_entity_id,economic_exposure_family_id,duplicate_group_id,isin,provider_issuer,ticker,mic,listing_currency,price_unit,accumulating_distributing,hedged_unhedged,ter_ocf_percent,current_investability_state,broker_status,implementation_evidence_confidence,implementation_selection_status,warning,implementation_evidence_order
LIST-B9DCAB725356FBD8,SC-DE852299E73A3BAC,FUND-70AECA3C35FB043E,DEVELOPED_ASIA_PACIFIC,DUP-DEVELOPED_ASIA_PACIFIC,LU2755521270,DEUTSCHE BANK,XPEJ,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-AFBE613325D01978,SC-DE852299E73A3BAC,FUND-70AECA3C35FB043E,DEVELOPED_ASIA_PACIFIC,DUP-DEVELOPED_ASIA_PACIFIC,LU2755521270,DEUTSCHE BANK,DXPJ,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-ED099127540BA652,SC-B6AADE5061FF5ED2,FUND-BB6B7E7B9401E72D,EMERGING_ASIA,DUP-EMERGING_ASIA,IE00B5L8K969,ISHARES,CEA1,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,0.2000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-8449344A57B92044,SC-B6AADE5061FF5ED2,FUND-BB6B7E7B9401E72D,EMERGING_ASIA,DUP-EMERGING_ASIA,IE00B5L8K969,ISHARES,CEMA,XLON,USD,USD,ACCUMULATING,UNHEDGED,0.2000,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-39EC7752F7A5AC09,SC-588AB60127AB2BB8,FUND-C758EFEBA9C7F622,EMERGING_ASIA,DUP-EMERGING_ASIA,LU1681044563,AMUNDI,AASG,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-0B1D5F07A1AC7194,SC-588AB60127AB2BB8,FUND-C758EFEBA9C7F622,EMERGING_ASIA,DUP-EMERGING_ASIA,LU1681044563,AMUNDI,AASU,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-AA9382F9970D58E7,SC-76140315774BA72E,FUND-0189B25A4FCFB148,EMERGING_ASIA,DUP-EMERGING_ASIA,IE00B466KX20,STREET GLOBAL ADVISORS,EMAD,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-C5E8CA009D9113FC,SC-18B18809C663B4F9,FUND-EB7A6A967272227B,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE00BD45KH83,ISHARES,EMGU,XLON,GBP,GBX,DISTRIBUTING,UNHEDGED,0.1800,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-3BFD23CDBB957B4F,SC-D8FE64CBF714E248,FUND-E42479B2B86DA0C7,EMERGING_MARKETS,DUP-EMERGING_MARKETS,LU0480132876,UBS,UB32,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-4B90B26ABD0D7C0B,SC-15DFCDE03C89216B,FUND-D9311B5E45A51304,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE00BDF12W49,WISDOMTREE,DEMS,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-5FB921F1C6D17CE5,SC-11480B08BDE5374E,FUND-F26C5F58336A1D6C,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE000U07IGB1,INVESCO,IQMX,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-97D1F42F0F517F73,SC-10E314CD595A9F4F,FUND-C758EFEBA9C7F622,EMERGING_MARKETS,DUP-EMERGING_MARKETS,LU2573966905,AMUNDI,E127,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-EE1D7FCB4BE4601C,SC-F8978643EFC85E10,FUND-B756E6B19C71172A,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE0009BC6K22,HSBC,HIES,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-FC485117A7A5C834,SC-17DF76D66989527D,FUND-BEAA3A82B4C7485E,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE00B3VVMM84,VANGUARD,VFEM,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7
LIST-DFFFE3B1E6EF705F,SC-18B18809C663B4F9,FUND-EB7A6A967272227B,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE00BD45KH83,ISHARES,EIMU,XLON,USD,USD,DISTRIBUTING,UNHEDGED,0.1800,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,8
LIST-08777EA7F5C168F2,SC-10E314CD595A9F4F,FUND-C758EFEBA9C7F622,EMERGING_MARKETS,DUP-EMERGING_MARKETS,LU2573966905,AMUNDI,U127,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,9
LIST-2ED0A8D7C387ED7B,SC-15DFCDE03C89216B,FUND-D9311B5E45A51304,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE00BDF12W49,WISDOMTREE,DEMR,XLON,USD,USD,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,10
LIST-533F00DC25FB8602,SC-17DF76D66989527D,FUND-BEAA3A82B4C7485E,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE00B3VVMM84,VANGUARD,VDEM,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,11
LIST-A5D661C3F41936E2,SC-D8FE64CBF714E248,FUND-E42479B2B86DA0C7,EMERGING_MARKETS,DUP-EMERGING_MARKETS,LU0480132876,UBS,UB30,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,12
LIST-C32B6183ADF20C73,SC-11480B08BDE5374E,FUND-F26C5F58336A1D6C,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE000U07IGB1,INVESCO,IQMA,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,13
LIST-C75DA13525493F31,SC-F8978643EFC85E10,FUND-B756E6B19C71172A,EMERGING_MARKETS,DUP-EMERGING_MARKETS,IE0009BC6K22,HSBC,HIEM,XLON,USD,USD,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,14
LIST-D4B0CED19DC766DD,SC-9636DC6CE829C33B,FUND-EB7A6A967272227B,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,IE000IAXNM41,ISHARES,DFEU,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,0.3500,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-0894D1C8B6D34E16,SC-9FD5879820C9AB6B,FUND-7ABE37E3A097D45E,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,IE000WRQ9RR1,GLOBAL X,EDEG,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-3F1844E5386867A8,SC-1DA41B1667301C82,FUND-C758EFEBA9C7F622,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,LU3038520774,AMUNDI,DEFE,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-482798B7304DD8E8,SC-61C5DB953E66EAAB,FUND-F9129891FA2DE705,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,LU3047998896,BNP PARIBAS EASY,GUGB,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-9A80649115DC177F,SC-C3C91E72C5D07926,FUND-D9311B5E45A51304,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,IE0002Y8CX98,WISDOMTREE,WDEP,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-129068438201AA35,SC-9FD5879820C9AB6B,FUND-7ABE37E3A097D45E,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,IE000WRQ9RR1,GLOBAL X,EDEF,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-2EA0EED7FE05C823,SC-61C5DB953E66EAAB,FUND-F9129891FA2DE705,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,LU3047998896,BNP PARIBAS EASY,GUAR,XLON,EUR,EUR,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7
LIST-532D144211344B5E,SC-1DA41B1667301C82,FUND-C758EFEBA9C7F622,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,LU3038520774,AMUNDI,DEFS,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,8
LIST-5BD2A32D503A289E,SC-C3C91E72C5D07926,FUND-D9311B5E45A51304,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,IE0002Y8CX98,WISDOMTREE,EUDF,XLON,USD,USD,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,9
LIST-DA739AA459DF0F6B,SC-C3C91E72C5D07926,FUND-D9311B5E45A51304,EUROPE_AEROSPACE_DEFENCE,DUP-EUROPE_AEROSPACE_DEFENCE,IE0002Y8CX98,WISDOMTREE,WDEF,XLON,EUR,EUR,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,10
LIST-1E0E76458C390561,SC-DB1FAFA497596B92,FUND-F26C5F58336A1D6C,EUROPE_BANKS,DUP-EUROPE_BANKS,IE00B3Q19T94,INVESCO,S7XP,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-83E56A0B7171CA17,SC-C4B165344F14D103,FUND-C758EFEBA9C7F622,EUROPE_BANKS,DUP-EUROPE_BANKS,LU1834983477,AMUNDI,CB5,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-EEC2A0F2E8721E35,SC-671865A912F85891,FUND-C758EFEBA9C7F622,EUROPE_BANKS,DUP-EUROPE_BANKS,LU1829219390,AMUNDI,BNKE,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-8334EBFC5AEEA116,SC-100452A51C0A712F,FUND-12C5018C9F5DCE7E,EUROPE_BROAD,DUP-EUROPE_BROAD,IE00B4K48X80,ISHARES,SMEA,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,0.1200,CURRENTLY_INVESTABLE,NOT_CHECKED,HIGH,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-1CF5210AB6DDED31,SC-39F2044CE350C5B2,FUND-E42479B2B86DA0C7,EUROPE_BROAD,DUP-EUROPE_BROAD,LU0446734104,UBS,UB12,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-2D6F57C59C562F73,SC-A791A5D7AEAE4168,FUND-BEAA3A82B4C7485E,EUROPE_BROAD,DUP-EUROPE_BROAD,IE00B945VV12,VANGUARD,VEUR,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-D7AD9188D7EFA7C9,SC-1D8D56F7778CF972,FUND-C758EFEBA9C7F622,EUROPE_BROAD,DUP-EUROPE_BROAD,FR0010261198,AMUNDI,MEUG,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
LIST-E3DCD5FD9C50475C,SC-2FA5389199759295,FUND-B756E6B19C71172A,EUROPE_BROAD,DUP-EUROPE_BROAD,IE000AGFZM58,HSBC,HIPS,XLON,GBP,GBX,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5
LIST-EF2BCE62C3AE2D43,SC-35CBDF5715143FFC,FUND-F26C5F58336A1D6C,EUROPE_BROAD,DUP-EUROPE_BROAD,IE00B60SWY32,INVESCO,MXEU,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6
LIST-99CDB032CF102563,SC-35CBDF5715143FFC,FUND-F26C5F58336A1D6C,EUROPE_BROAD,DUP-EUROPE_BROAD,IE00B60SWY32,INVESCO,SMEU,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7
LIST-9C288AA614C8DC70,SC-39F2044CE350C5B2,FUND-E42479B2B86DA0C7,EUROPE_BROAD,DUP-EUROPE_BROAD,LU0446734104,UBS,UIMA,XLON,HKD,HKD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,8
LIST-D316E513073D7290,SC-A791A5D7AEAE4168,FUND-BEAA3A82B4C7485E,EUROPE_BROAD,DUP-EUROPE_BROAD,IE00B945VV12,VANGUARD,VEUD,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,9
LIST-DA144A4F5F388C57,SC-2FA5389199759295,FUND-B756E6B19C71172A,EUROPE_BROAD,DUP-EUROPE_BROAD,IE000AGFZM58,HSBC,HIEU,XLON,USD,USD,ACCUMULATING,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,10
LIST-BF084EBD037C41FA,SC-BE486B951FEA27E0,FUND-0189B25A4FCFB148,EUROPE_CONSUMER_STAPLES,DUP-EUROPE_CONSUMER_STAPLES,IE00BKWQ0D84,STREET GLOBAL ADVISORS,CSPE,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-8202BB6B88239C49,SC-BE486B951FEA27E0,FUND-0189B25A4FCFB148,EUROPE_CONSUMER_STAPLES,DUP-EUROPE_CONSUMER_STAPLES,IE00BKWQ0D84,STREET GLOBAL ADVISORS,CSTP,XLON,EUR,EUR,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-3F51D9A38D7BCB23,SC-BA1A24E80BB3FD38,FUND-0189B25A4FCFB148,EUROPE_ENERGY,DUP-EUROPE_ENERGY,IE00BYTRR863,STREET GLOBAL ADVISORS,ENGW,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-A92A42E11D44CC2E,SC-BA1A24E80BB3FD38,FUND-0189B25A4FCFB148,EUROPE_ENERGY,DUP-EUROPE_ENERGY,IE00BYTRR863,STREET GLOBAL ADVISORS,WNRG,XLON,USD,USD,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-69E53BFF909A49E2,SC-CF08D888981C0CFF,FUND-F26C5F58336A1D6C,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BYX5K108,INVESCO,MXUK,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1
LIST-8C01D23BAC4BB4A1,SC-B8E017DE72EA01B2,FUND-70AECA3C35FB043E,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BGV5VM45,DEUTSCHE BANK,XUEK,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2
LIST-958190167CC05BF5,SC-F43D10A2D10BD4E6,FUND-B756E6B19C71172A,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BKY58625,HSBC,HSXE,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3
LIST-AB9F374EE1F96E3D,SC-AD2C96C226FB3740,FUND-BEAA3A82B4C7485E,EUROPE_EX_UK,DUP-EUROPE_EX_UK,IE00BK5BQY34,VANGUARD,VERG,XLON,GBP,GBX,NOT_DETERMINED,UNHEDGED,NOT_AVAILABLE,CURRENT_CANDIDATE_UNVERIFIED,NOT_CHECKED,MEDIUM,CANDIDATE_ONLY_NO_TRADE_OR_PORTFOLIO_SELECTION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4
