signal_id,frequency_id,forward_horizon_sessions,regime_id,regime_state,ic_observation_count,ic_mean,ic_median,ic_standard_deviation,ic_information_ratio,ic_positive_frequency,ic_hac_lag,ic_hac_standard_error,ic_hac_t_statistic,ic_hac_p_value,ic_confidence_interval_low,ic_confidence_interval_high,spread_observation_count,spread_mean,spread_median,spread_standard_deviation,spread_information_ratio,spread_positive_frequency,spread_hac_lag,spread_hac_standard_error,spread_hac_t_statistic,spread_hac_p_value,spread_confidence_interval_low,spread_confidence_interval_high,descriptive_only_no_filter_optimisation,historical_eligibility_warning
ABS_POS_252,MONTH_END,63,MARKET_VOLATILITY,LOW,19,0.032501078682803705,0.03472523049309961,0.3766112722459306,0.08629874111038345,0.5263157894736842,2,0.09860548748220437,0.329607200498545,0.741696781182839,-0.16076212546033197,0.2257642828259394,19,0.018778080529449858,0.0037557353743518096,0.09937707947100387,0.18895786261186018,0.5263157894736842,2,0.02528018029689601,0.7427985207746124,0.4576036711867417,-0.030770162375145415,0.06832632343404513,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,RATES,FALLING,22,0.17145227919693654,0.16339549054686411,0.46540331988673966,0.36839504977889087,0.6363636363636364,2,0.1269247924140524,1.350817881487071,0.17675377857727526,-0.07731574267982885,0.4202203010737019,28,0.019999916578863113,0.010155382998439086,0.06563865020475661,0.3046972556028245,0.5357142857142857,2,0.016893230234977023,1.1839012610775748,0.2364521509278702,-0.013110206264234963,0.053110039421961186,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,RATES,RISING,38,0.07222101367985612,0.001189549795190821,0.39644996781256714,0.18216930140854654,0.5,2,0.08365035908440296,0.8633676468380169,0.38793536176167653,-0.09173067741941662,0.23617270477912886,52,0.019755162326038002,0.00026419877563009855,0.09225789042663946,0.21412978591513188,0.5,2,0.016174857401500233,1.2213500147584417,0.2219535241470274,-0.011946975635973578,0.05145730028804958,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,RATES,UNCHANGED,0,,,,,,2,,,,,,0,,,,,,2,,,,,,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,CROSS_SECTIONAL_DISPERSION,HIGH,26,0.10268553219743064,0.028220464570658743,0.466597835027916,0.22007288608891012,0.5,2,0.11480262401942266,0.8944528321936089,0.3710796557948056,-0.12232347621133073,0.327694540606192,26,0.034300524109915166,0.0033900754287464405,0.09876811482927896,0.3472833734773995,0.5,2,0.02369294178460432,1.4477106482489925,0.1476979906787708,-0.012136788475713457,0.0807378366955438,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,CROSS_SECTIONAL_DISPERSION,LOW,28,0.16844567094616145,0.16339549054686411,0.39074578725449255,0.4310876187040063,0.6785714285714286,2,0.08818619829894163,1.9101137615111712,0.056118567510028125,-0.004396101653271534,0.3412874435455944,28,0.02951432260700763,0.03657778081644905,0.0844912592841005,0.3493180579516065,0.6428571428571429,2,0.019603334549515385,1.5055766422012757,0.13217588837686434,-0.008907507086932245,0.0679361523009475,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,US_LEADERSHIP,BROADER_LEADERSHIP,18,0.17372443447659197,0.25230537214010423,0.416538924029138,0.4170665079656265,0.7222222222222222,2,0.11947997076832481,1.454004661697221,0.14594501376014182,-0.0604520051032231,0.40790087405640707,32,0.02830027195042499,0.032812800033240754,0.0859435187196099,0.3292891933218888,0.59375,2,0.019660467257228805,1.439450628520514,0.15002288869702068,-0.010233535792972447,0.06683407969382243,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,US_LEADERSHIP,US_DOMINANT,42,0.08069782956163049,-0.03507078990816906,0.4260588165908407,0.18940537413905334,0.47619047619047616,2,0.07716344184252155,1.0458039148424985,0.2956515733403604,-0.07053973737286279,0.23193539649612377,48,0.014201195890594659,-0.009274799080585098,0.08220687555533217,0.17274949077752086,0.4583333333333333,2,0.013595109521359589,1.0445812053432033,0.2962165698115866,-0.012444729137147706,0.040847120918337025,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,21,EQUITY_TREND,BEAR_NONPOSITIVE_252,24,-0.0033233866372416043,0.079024106432668,0.3247936331467483,-0.010232302293130331,0.5416666666666666,4,0.07567226697934579,-0.04391815879057382,0.9649696406440667,-0.15163830454525892,0.14499153127077571,24,0.0025670701285534733,0.0014911233930790628,0.036222502960405516,0.07086948495413235,0.5,4,0.008875401125143298,0.2892342658498183,0.7724021115324169,-0.014828396425073666,0.019962536682180614,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,21,EQUITY_TREND,BULL_POSITIVE_252,180,0.03939943726793651,0.048582223543844776,0.3361750249100009,0.11719918003571006,0.5444444444444444,4,0.04245267860224908,0.9280789473163935,0.35336661925247137,-0.04380628383972588,0.1226051583755989,180,0.00468223245540563,0.004500725360655565,0.0461752234696727,0.1014014032542985,0.5555555555555556,4,0.005874012141507217,0.7971097680101512,0.42538728384730184,-0.006830619786699511,0.01619508469751077,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
