analysis_context_id,analysis_context_type,signal_id,weekly_date_count,mean_weekly_rank_autocorrelation,median_weekly_rank_autocorrelation,probability_top3_remains_top10_percent,probability_top5_remains_above_median,mean_absolute_percentile_rank_change,median_top3_duration_weeks,mean_top3_duration_weeks,top3_duration_run_count,warning
SECTOR,ROLE_GROUP,MH_LEVEL_60D_CENTERED,1373,0.8705517329112835,0.9020979020979022,0.5902777777777778,0.9321266968325792,0.097090238444864,3.0,8.0625,64,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,MH_LEVEL_3_6_12_REFERENCE,1373,0.9156115420160365,0.9370629370629372,0.5555555555555556,0.9390519187358917,0.07734686385567442,2.0,9.735849056603774,53,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,ACCEL_FAST_COMPOSITE,1373,0.6496582525508194,0.7320175216670075,0.49653979238754326,0.82411230388109,0.16499213637443264,2.0,2.901639344262295,305,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,SHORT_MINUS_LONG_RS,1373,0.8087347091128666,0.8391608391608393,0.5555555555555556,0.8823529411764706,0.12205177959583248,2.0,7.818181818181818,66,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,DISCRETE_RECENT_CONSISTENCY,1373,0.7663756575799096,0.8109890109890111,0.5121951219512195,0.8646659116647791,0.13876674467975203,2.0,2.9341463414634146,410,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,PAIRWISE_MAJORITY_5H,1373,0.8507593752442019,0.8984341422975738,0.5208333333333334,0.9117647058823529,0.10262132018739947,2.0,6.615384615384615,78,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,RRG_TRANSPARENT_LEVEL,1373,0.8738609801695729,0.9090909090909092,0.6038543897216274,0.8967611336032388,0.09256797773924223,2.0,5.0588235294117645,153,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,RRG_TRANSPARENT_MOMENTUM,1373,0.594353846518712,0.6668859288553503,0.4223433242506812,0.800747198007472,0.18554592094214162,1.0,2.948497854077253,233,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,RS_21,1373,0.6694361378643313,0.7322840203274986,0.4860415175375805,0.8426470588235294,0.16572104872562196,2.0,2.340080971659919,741,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,RS_42,1373,0.8145683667542138,0.8666666666666667,0.5916370106761566,0.8985181859003143,0.11679301135913693,2.0,3.2533333333333334,450,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
