cash_architecture,median_latest5_net_cagr,median_latest5_return_sacrifice_vs_always_invested,median_latest5_maximum_drawdown,median_latest5_drawdown_avoided,median_latest5_pool_excess,median_latest5_global_excess,median_latest5_calmar,median_latest5_ulcer,median_average_cash_weight,median_time_100_cash,double_cost_pool_excess,passes_cash_promotion_gate,warning
CASH_0_ALWAYS_INVESTED,0.1312956177370136,0.0,-0.2199401765785996,0.0,0.02139597495250556,0.01613106952410004,0.5925972665684516,0.10123432193593034,0.0,0.0,0.004469226662142445,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_1_INDIVIDUAL_ABOVE_CASH_252,0.13121744106525535,7.81766717582455e-05,-0.17848388290841177,0.04145629367018783,0.021317798280747313,0.016052892852341794,0.7375305257327736,0.08297236603781677,0.1603687786075673,0.0,0.00650118252306342,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_2_POOL_BREADTH,0.12160441819505241,0.009691199541961182,-0.16227175594760573,0.057668420630993866,0.011704775410544377,0.006439869982138857,0.749233341681175,0.08047047001723476,0.3346909125441704,0.13322569793504324,-0.0020083834023715275,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_3_GLOBAL_CONFIRMATION,0.100956919592188,0.030338698144825593,-0.25649375665663154,-0.036553580078031944,-0.008942723192320035,-0.014207628620725554,0.38893437954939947,0.12291205301918709,0.2500014633280242,0.2500014633280242,-0.026532770252565396,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,0.091233334526724,0.040062283210289595,-0.16413201181302256,0.05580816476557704,-0.018666308257784037,-0.023931213686189556,0.579388681136765,0.09435537792781479,0.4619780338944761,0.28410467377377724,-0.03150037330841027,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
