frequency,breadth_count,positive_benchmark_gate_fraction,positive_double_cost_pool_gate_fraction,median_latest5_pool_excess,median_latest5_mdd,median_latest5_drawdown_efficiency,median_turnover,passes_frequency_gate,warning
DAILY,4,0.25,0.0,-0.010151766713297983,-0.21748933357453687,-0.04783684567975741,36.86939749644118,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
MONTHLY,4,1.0,0.5,0.02139597495250556,-0.2199401765785996,0.09307680599092275,6.608589521111771,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
WEEKLY,4,1.0,0.0,0.028504419308309825,-0.20506676615280234,0.13918820472715543,14.968068264820225,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
