distribution,observation_count,mean,median,standard_deviation,skewness,positive_return_frequency,percentile_90,percentile_95,worst_episode_or_interval,best_episode_or_interval,best_1_share_of_arithmetic_return_sum,best_3_share_of_arithmetic_return_sum,best_5_share_of_arithmetic_return_sum,losing_observation_arithmetic_contribution,warning
SELECTED_HOLDING_EPISODES,21,0.06904542295320597,0.04060244744273622,0.17069749136530193,2.192518039416707,0.6666666666666666,0.1440075198865256,0.350377595972307,-0.1295286535384509,0.6494795449043804,0.4479311741975942,0.7888972711130307,0.9783123273151968,-0.47277519930542655,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
EQUAL_WEIGHT_POOL_MONTHLY_INTERVALS,59,0.008681306036178373,0.006714605588179712,0.03584590488588106,0.05941069492887662,0.5084745762711864,0.057568385085891995,0.06549299560216718,-0.054223464061141424,0.07856370636439536,0.1533857046295895,0.42483289060094365,0.6723352248161053,-0.6798509745412091,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
