module_id,terminal_wealth_multiple,control_terminal_wealth_multiple,aggregate_regime_derisk_value,drawdown_improvement_percentage_points,maximum_drawdown,ulcer_index,maximum_time_underwater_calendar_days,qualifies_sequential_gate,warning
REGIME_BINARY_WEEKLY,1.548576653937946,3.014252384283206,-1.46567573034526,-0.038794907452805893,-0.34777694338095,0.19751569533208183,1434,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
REGIME_GRADUAL_WEEKLY,1.4278557346436067,3.014252384283206,-1.5863966496395994,-0.006148402769625361,-0.31513043869776947,0.13763994777174604,835,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
REGIME_GRADUAL_HOSTILE25_WEEKLY,1.6983462830955323,3.014252384283206,-1.3159061011876738,-0.006145765857015761,-0.31512780178515987,0.11176253014314201,579,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
REGIME_BINARY_MONTHLY,2.365306580752907,3.014252384283206,-0.6489458035302991,0.0,-0.3089820359281441,0.12938680298187474,553,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
REGIME_GRADUAL_MONTHLY,2.5065419878934554,3.014252384283206,-0.5077103963897507,0.030429345433520605,-0.2785526904946235,0.09923456782106888,335,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
REGIME_GRADUAL_HOSTILE25_MONTHLY,2.670922266602053,3.014252384283206,-0.3433301176811532,0.030429697456657356,-0.27855233847148675,0.09379566543744468,334,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
