test_id,a4_expected,a4b_actual,absolute_difference,tolerance,result,warning
net_cagr,0.2486133293542662,0.24861332935426628,8.326672684688674e-17,1e-12,PASS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
maximum_drawdown,-0.3089820359281441,-0.3089820359281441,0.0,1e-12,PASS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
annual_turnover_traded_notional,8.250657024793387,8.250657024793387,0.0,1e-12,PASS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
trade_legs,41.0,41.0,0.0,0.0,PASS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
