economic_exposure_family_id,rotation_role,rotation_pool,signal_horizon_sessions,old_valid_observations,old_first_valid_date,old_last_valid_date,a2r2_valid_observations,a2r2_first_valid_date,a2r2_last_valid_date,modern_coverage_restored,affected_by_old_defect,root_cause_family_code
EUROPE_HEALTHCARE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,21,1908,2015-01-14,2026-08-21,2838,2015-01-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_HEALTHCARE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,42,1478,2015-02-12,2026-08-21,2817,2015-02-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_HEALTHCARE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,63,1119,2015-06-01,2026-08-21,2797,2015-03-16,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_HEALTHCARE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,126,661,2015-08-27,2026-05-01,2734,2015-06-17,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_HEALTHCARE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,252,380,2016-02-25,2017-08-25,2608,2015-12-11,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INDUSTRIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,21,2271,2015-01-14,2026-08-21,2898,2015-01-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INDUSTRIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,42,1756,2015-02-12,2026-08-21,2856,2015-02-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INDUSTRIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,63,1298,2015-03-13,2026-08-21,2814,2015-03-16,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INDUSTRIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,126,664,2015-06-16,2026-05-01,2688,2015-06-17,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INDUSTRIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,252,282,2015-12-10,2017-01-23,2436,2015-12-11,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INFRASTRUCTURE,THEME_ROTATION,POOL_EUROPE_THEMES,21,78,2026-03-12,2026-08-21,112,2026-03-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INFRASTRUCTURE,THEME_ROTATION,POOL_EUROPE_THEMES,42,36,2026-04-14,2026-08-21,91,2026-04-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INFRASTRUCTURE,THEME_ROTATION,POOL_EUROPE_THEMES,63,1,2026-08-21,2026-08-21,70,2026-05-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INFRASTRUCTURE,THEME_ROTATION,POOL_EUROPE_THEMES,126,0,,,7,2026-08-13,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_INFRASTRUCTURE,THEME_ROTATION,POOL_EUROPE_THEMES,252,0,,,0,,,False,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_MATERIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,21,239,2025-06-25,2026-08-21,401,2020-10-29,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_MATERIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,42,176,2025-07-24,2026-08-21,333,2025-04-30,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_MATERIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,63,113,2025-08-22,2026-08-21,313,2025-05-30,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_MATERIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,126,48,2026-02-23,2026-05-01,250,2025-08-28,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_MATERIALS,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,252,0,,,124,2026-02-25,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_REAL_ESTATE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,21,2775,2013-06-12,2026-08-21,3351,2010-11-02,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_REAL_ESTATE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,42,2313,2013-07-11,2026-08-21,3313,2013-07-12,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_REAL_ESTATE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,63,1863,2013-08-09,2026-08-21,3292,2013-08-12,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_REAL_ESTATE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,126,1246,2013-11-07,2026-05-01,3229,2013-11-08,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_REAL_ESTATE,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,252,835,2014-05-12,2017-08-25,3103,2014-05-13,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_TECHNOLOGY,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,21,2270,2015-01-14,2026-08-21,2894,2015-01-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_TECHNOLOGY,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,42,1793,2015-02-12,2026-08-21,2852,2015-02-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_TECHNOLOGY,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,63,1362,2015-03-13,2026-08-21,2810,2015-03-16,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_TECHNOLOGY,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,126,791,2015-06-16,2026-05-01,2684,2015-06-17,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_TECHNOLOGY,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,252,432,2015-12-10,2017-08-25,2432,2015-12-11,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_UTILITIES,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,21,2277,2015-01-14,2026-08-21,2887,2015-01-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_UTILITIES,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,42,1757,2015-02-12,2026-08-21,2845,2015-02-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_UTILITIES,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,63,1298,2015-03-13,2026-08-21,2803,2015-03-16,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_UTILITIES,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,126,664,2015-06-16,2026-05-01,2677,2015-06-17,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROPE_UTILITIES,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,252,282,2015-12-10,2017-01-23,2425,2015-12-11,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,21,2776,2013-06-11,2026-08-21,3335,2013-06-12,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,42,2314,2013-07-10,2026-08-21,3314,2013-07-11,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,63,1864,2013-08-08,2026-08-21,3293,2013-08-09,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,126,1247,2013-11-06,2026-05-01,3230,2013-11-07,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,252,836,2014-05-09,2017-08-25,3104,2014-05-12,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE_USD_HEDGED,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,21,1245,2016-02-05,2026-08-21,2328,2016-01-08,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE_USD_HEDGED,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,42,694,2017-11-02,2026-08-21,2212,2016-02-04,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE_USD_HEDGED,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,63,413,2018-02-08,2026-08-21,2114,2016-11-23,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE_USD_HEDGED,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,126,102,2020-02-24,2026-05-01,1915,2017-10-31,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
EUROZONE_USD_HEDGED,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,252,0,,,1635,2018-05-02,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AEROSPACE_DEFENCE,THEME_ROTATION,POOL_GLOBAL_THEMES,21,378,2024-10-15,2026-08-21,468,2024-10-16,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AEROSPACE_DEFENCE,THEME_ROTATION,POOL_GLOBAL_THEMES,42,294,2024-11-13,2026-08-21,447,2024-11-14,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AEROSPACE_DEFENCE,THEME_ROTATION,POOL_GLOBAL_THEMES,63,210,2024-12-12,2026-08-21,426,2024-12-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AEROSPACE_DEFENCE,THEME_ROTATION,POOL_GLOBAL_THEMES,126,82,2025-03-14,2026-05-01,363,2025-03-17,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AEROSPACE_DEFENCE,THEME_ROTATION,POOL_GLOBAL_THEMES,252,0,,,237,2025-09-16,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AGRIBUSINESS,THEME_ROTATION,POOL_GLOBAL_THEMES,21,2774,2012-04-17,2026-08-21,3474,2012-03-22,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AGRIBUSINESS,THEME_ROTATION,POOL_GLOBAL_THEMES,42,2278,2013-06-28,2026-08-21,3422,2012-04-24,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AGRIBUSINESS,THEME_ROTATION,POOL_GLOBAL_THEMES,63,1807,2013-07-29,2026-08-21,3385,2012-05-24,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AGRIBUSINESS,THEME_ROTATION,POOL_GLOBAL_THEMES,126,1127,2013-10-25,2026-05-01,3317,2013-07-04,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AGRIBUSINESS,THEME_ROTATION,POOL_GLOBAL_THEMES,252,590,2014-04-28,2017-08-25,3191,2014-01-02,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AI,THEME_ROTATION,POOL_GLOBAL_THEMES,21,744,2022-10-19,2026-08-21,973,2022-10-17,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AI,THEME_ROTATION,POOL_GLOBAL_THEMES,42,555,2022-11-17,2026-08-21,952,2022-11-15,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AI,THEME_ROTATION,POOL_GLOBAL_THEMES,63,366,2022-12-16,2026-08-21,931,2022-12-14,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AI,THEME_ROTATION,POOL_GLOBAL_THEMES,126,144,2024-02-26,2026-05-01,868,2023-03-16,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_AI,THEME_ROTATION,POOL_GLOBAL_THEMES,252,0,,,742,2023-09-18,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BATTERY_EV,THEME_ROTATION,POOL_GLOBAL_THEMES,21,1626,2018-02-23,2026-08-21,2144,2018-02-26,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BATTERY_EV,THEME_ROTATION,POOL_GLOBAL_THEMES,42,1206,2018-03-26,2026-08-21,2123,2018-03-27,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BATTERY_EV,THEME_ROTATION,POOL_GLOBAL_THEMES,63,786,2018-04-26,2026-08-21,2102,2018-04-27,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BATTERY_EV,THEME_ROTATION,POOL_GLOBAL_THEMES,126,285,2019-02-25,2026-05-01,2039,2018-07-27,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BATTERY_EV,THEME_ROTATION,POOL_GLOBAL_THEMES,252,0,,,1913,2019-01-25,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BIOTECHNOLOGY,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,21,1491,2014-12-10,2026-08-21,2704,2014-12-11,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BIOTECHNOLOGY,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,42,1285,2015-01-13,2026-08-21,2683,2015-01-14,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BIOTECHNOLOGY,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,63,1096,2015-02-11,2026-08-21,2662,2015-02-12,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BIOTECHNOLOGY,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,126,780,2015-05-14,2026-05-01,2599,2015-05-15,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_BIOTECHNOLOGY,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,252,506,2015-11-10,2017-11-07,2473,2015-11-11,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CLEAN_ENERGY,THEME_ROTATION,POOL_GLOBAL_THEMES,21,1080,2020-11-30,2026-08-21,1444,2020-12-01,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CLEAN_ENERGY,THEME_ROTATION,POOL_GLOBAL_THEMES,42,788,2021-02-26,2026-08-21,1423,2021-01-04,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CLEAN_ENERGY,THEME_ROTATION,POOL_GLOBAL_THEMES,63,515,2021-03-29,2026-08-21,1402,2021-02-02,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CLEAN_ENERGY,THEME_ROTATION,POOL_GLOBAL_THEMES,126,185,2022-07-01,2026-05-01,1339,2021-05-05,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CLEAN_ENERGY,THEME_ROTATION,POOL_GLOBAL_THEMES,252,0,,,1213,2021-11-01,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_COMMUNICATION_SERVICES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,21,1920,2016-06-07,2026-08-21,2527,2016-06-08,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_COMMUNICATION_SERVICES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,42,1458,2016-07-06,2026-08-21,2485,2016-07-07,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_COMMUNICATION_SERVICES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,63,1008,2016-08-04,2026-08-21,2443,2016-08-05,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_COMMUNICATION_SERVICES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,126,397,2016-11-02,2026-05-01,2317,2016-11-03,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_COMMUNICATION_SERVICES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,252,0,,,2066,2017-05-08,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_DISCRETIONARY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,21,239,2025-06-25,2026-08-21,390,2021-04-16,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_DISCRETIONARY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,42,176,2025-07-24,2026-08-21,322,2021-06-30,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_DISCRETIONARY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,63,113,2025-08-22,2026-08-21,292,2025-06-30,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_DISCRETIONARY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,126,48,2026-02-23,2026-05-01,229,2025-09-26,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_DISCRETIONARY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,252,0,,,103,2026-03-26,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_STAPLES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,21,1945,2016-06-07,2026-08-21,2569,2016-06-08,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_STAPLES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,42,1462,2016-07-06,2026-08-21,2548,2016-07-07,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_STAPLES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,63,1000,2016-08-04,2026-08-21,2527,2016-08-05,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_STAPLES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,126,323,2017-05-04,2026-05-01,2465,2016-11-03,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CONSUMER_STAPLES,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,252,0,,,2339,2017-05-08,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CYBERSECURITY,THEME_ROTATION,POOL_GLOBAL_THEMES,21,1147,2020-07-01,2026-08-21,1548,2020-07-02,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CYBERSECURITY,THEME_ROTATION,POOL_GLOBAL_THEMES,42,832,2020-07-30,2026-08-21,1527,2020-07-31,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CYBERSECURITY,THEME_ROTATION,POOL_GLOBAL_THEMES,63,535,2020-11-27,2026-08-21,1509,2020-09-01,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CYBERSECURITY,THEME_ROTATION,POOL_GLOBAL_THEMES,126,185,2022-07-01,2026-05-01,1446,2020-11-27,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_CYBERSECURITY,THEME_ROTATION,POOL_GLOBAL_THEMES,252,0,,,1320,2021-06-02,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_ENERGY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,21,2781,2012-02-07,2026-08-21,3520,2012-02-06,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_ENERGY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,42,2238,2013-06-28,2026-08-21,3466,2012-03-06,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_ENERGY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,63,1746,2013-07-29,2026-08-21,3415,2012-04-04,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_ENERGY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,126,1155,2013-10-25,2026-05-01,3317,2013-07-04,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_ENERGY,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,252,844,2014-04-28,2017-08-25,3191,2014-01-02,2026-08-21,True,True,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_FINANCIALS,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,21,2611,2013-06-12,2026-08-21,3315,2013-06-13,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_FINANCIALS,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,42,2044,2013-07-11,2026-08-21,3294,2013-07-12,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
GLOBAL_FINANCIALS,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,63,1522,2013-08-09,2026-08-21,3273,2013-08-12,2026-08-21,True,False,MASTER_CALENDAR_PLUS_STRICT_CONSECUTIVE_DAILY_RETURN_CHAIN
