date,economic_exposure_family_id,prior_effective_listing_id,effective_listing_id,isin,ticker,selection_source,endpoint_valid,previous_listing_valid_date,return_span_xlon_sessions,implementation_transition_flag,continuity_segment_id,continuity_reason,semantic_fingerprint_match,transition_policy_result,return_similarity_used_for_decision
2017-10-16,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2017-10-13,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2017-11-03,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2017-11-02,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2017-11-06,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2017-11-03,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2017-11-09,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2017-11-08,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2017-11-10,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2017-11-09,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2018-05-08,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,False,,,False,51,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2018-05-09,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2018-05-08,1.0,False,51,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2018-05-29,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,False,,,False,51,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2018-05-30,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2018-05-29,1.0,False,51,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2018-08-28,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2018-08-22,3.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2018-08-29,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2018-08-28,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2019-05-07,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2019-05-02,2.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2019-05-08,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2019-05-07,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2019-08-27,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2019-08-23,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2019-08-28,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2019-08-27,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-05-11,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2020-05-07,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-05-12,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-05-11,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-07-24,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2020-07-23,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-07-28,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,False,,,False,51,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-07-29,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2020-07-28,1.0,False,51,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-07-30,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-07-29,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-04,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2020-08-03,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-06,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-EF2BCE62C3AE2D43,IE00B60SWY32,MXEU,A2R_CANONICAL_SELECTION,True,2020-08-05,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-07,EUROPE_BROAD,LIST-EF2BCE62C3AE2D43,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-08-06,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-11,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-EF2BCE62C3AE2D43,IE00B60SWY32,MXEU,A2R_CANONICAL_SELECTION,True,2020-08-10,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-12,EUROPE_BROAD,LIST-EF2BCE62C3AE2D43,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,False,,,False,51,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-13,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2020-08-12,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-14,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,False,,,False,51,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-17,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-EF2BCE62C3AE2D43,IE00B60SWY32,MXEU,A2R_CANONICAL_SELECTION,False,,,False,51,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-18,EUROPE_BROAD,LIST-EF2BCE62C3AE2D43,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2020-08-17,1.0,False,51,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-20,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-08-19,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-26,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-EF2BCE62C3AE2D43,IE00B60SWY32,MXEU,A2R_CANONICAL_SELECTION,True,2020-08-25,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-27,EUROPE_BROAD,LIST-EF2BCE62C3AE2D43,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-08-26,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-09-01,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2020-08-28,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-09-02,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-09-01,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-12-29,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2020-12-23,2.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-12-30,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2020-12-29,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2021-05-04,EUROPE_BROAD,LIST-1CF5210AB6DDED31,A2HISTLIST-FB74F01C5E70F164,IE00B4K48X80,IMEA,A2R_CANONICAL_SELECTION,True,2021-04-30,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2021-05-05,EUROPE_BROAD,A2HISTLIST-FB74F01C5E70F164,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2021-05-04,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2023-04-11,EUROPE_BROAD,LIST-1CF5210AB6DDED31,LIST-8334EBFC5AEEA116,IE00B4K48X80,SMEA,A2R_CANONICAL_SELECTION,True,2023-04-06,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2023-04-12,EUROPE_BROAD,LIST-8334EBFC5AEEA116,LIST-1CF5210AB6DDED31,LU0446734104,UB12,A2R_CANONICAL_SELECTION,True,2023-04-11,1.0,True,51,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-05-06,EUROPE_CONSUMER_DISCRETIONARY,A2RLIST-E8DDE5A72D40E67A,A2RLIST-0C02BFDAD366DB4E,IE00BKWQ0C77,CDCE,A2R_CANONICAL_SELECTION,True,2022-05-05,1.0,True,3,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-04-27,EUROPE_CONSUMER_STAPLES,LIST-8202BB6B88239C49,LIST-BF084EBD037C41FA,IE00BKWQ0D84,CSPE,A2R_CANONICAL_SELECTION,True,2022-04-26,1.0,True,4,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-04-07,EUROPE_ENERGY,A2RLIST-7CF3CA53200F3EF3,A2RLIST-A97CE6229B729CA9,IE00BKWQ0F09,ENGE,A2R_CANONICAL_SELECTION,True,2022-04-06,1.0,True,77,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2019-10-25,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2019-10-24,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2019-10-28,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2019-10-25,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-07-23,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2020-07-22,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-07-28,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-07-29,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2020-07-28,1.0,False,1,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-07-30,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2020-07-29,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-04,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2020-08-03,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-07,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2020-08-06,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-11,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2020-08-10,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-12,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-13,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2020-08-12,1.0,False,1,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-14,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-17,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2020-08-18,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-8C01D23BAC4BB4A1,IE00BGV5VM45,XUEK,A2R_CANONICAL_SELECTION,True,2020-08-17,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-19,EUROPE_EX_UK,LIST-8C01D23BAC4BB4A1,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2020-08-18,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-26,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-AEACDB32142967DB,IE00BFXR5V83,LGEG,A2R_CANONICAL_SELECTION,True,2020-08-25,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2020-08-27,EUROPE_EX_UK,LIST-AEACDB32142967DB,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2020-08-26,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2023-01-03,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-D593770447F6B604,IE00BFXR5V83,LGEU,A2R_CANONICAL_SELECTION,True,2022-12-30,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2023-01-04,EUROPE_EX_UK,LIST-D593770447F6B604,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2023-01-03,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2024-08-27,EUROPE_EX_UK,LIST-69E53BFF909A49E2,LIST-D593770447F6B604,IE00BFXR5V83,LGEU,A2R_CANONICAL_SELECTION,True,2024-08-23,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2024-08-28,EUROPE_EX_UK,LIST-D593770447F6B604,LIST-69E53BFF909A49E2,IE00BYX5K108,MXUK,A2R_CANONICAL_SELECTION,True,2024-08-27,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-04-07,EUROPE_FINANCIALS,LIST-5AC6510FC6DAAA39,LIST-38A9A7E263239093,IE00BKWQ0G16,FNCE,A2R_CANONICAL_SELECTION,True,2022-04-06,1.0,True,2,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-04-19,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,True,2022-04-14,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-04-21,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-04-20,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-04-26,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-04-27,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-04-26,1.0,False,1,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-05-03,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,True,2022-04-29,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-05-09,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-05-06,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-05-11,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-05-12,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-05-11,1.0,False,1,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-05-13,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-05-16,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-05-13,1.0,False,1,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-05-17,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,True,2022-05-16,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-05-25,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-05-24,1.0,True,1,SEMANTICALLY_IDENTICAL_IMPLEMENTATION_TRANSITION,YES_SAME_A2R_ECONOMIC_FAMILY,CONTINUE,NO
2022-05-26,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,A2R_CANONICAL_SELECTION,False,,,False,1,PRICE_NOT_AVAILABLE,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
2022-05-27,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,A2R_CANONICAL_SELECTION,True,2022-05-26,1.0,False,1,EXACT_PREVIOUS_XLON_SESSION_ENDPOINT,YES_SAME_A2R_ECONOMIC_FAMILY,RESET_OR_ENDPOINT_UNAVAILABLE,NO
