economic_exposure_family_id,economic_exposure_name,preferred_or_alternate,isin,ticker,exchange,mic,listing_currency,price_unit,instrument_type,product_structure,ucits_status,LSE_current_status,UK_retail_disclosure_status,public_ISA_rules_status,current_investability_state,public_evidence_URLs,public_evidence_date,public_evidence_confidence,warning,current_eligibility_not_historical
GLOBAL_INFRASTRUCTURE,Global listed infrastructure,PREFERRED,IE00B1FZS467,INFR,LONDON STOCK EXCHANGE,XLON,GBP,GBX,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_MATERIALS,Broad global materials sector,ALTERNATE,IE00BM67HS53,XDWM,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_MATERIALS,Broad global materials sector,PREFERRED,IE00BM67HS53,XSMW,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_OIL_GAS,Global oil and gas equities,ALTERNATE,IE00B6R51Z18,IOGP,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-oil-gas-exploration-production-ucits-etf-usd-acc-gb-ie00b6r51z18-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_OIL_GAS,Global oil and gas equities,PREFERRED,IE00B6R51Z18,SPOG,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-oil-gas-exploration-production-ucits-etf-usd-acc-gb-ie00b6r51z18-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,ALTERNATE,IE0007Y8Y157,QNTG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D28%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,PREFERRED,IE000C6ITGC8,QANT,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D15%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_REAL_ESTATE,Global listed property and REITs,ALTERNATE,NL0009690239,TRET,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D27%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_REAL_ESTATE,Global listed property and REITs,PREFERRED,NL0009690239,TREG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D27%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_RETAIL,Retail and e-commerce businesses,ALTERNATE,IE00BMH5XY61,EBIZ,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D5%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_RETAIL,Retail and e-commerce businesses,PREFERRED,IE00BMH5XY61,EBIG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D5%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,ALTERNATE,IE00BYZK4552,RBOT,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D15%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,PREFERRED,IE00BYZK4552,RBTX,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D15%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,ALTERNATE,IE00BMC38736,SMH,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D28%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,PREFERRED,IE00BMC38736,SMGB,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D28%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SILVER_MINERS,Global silver-mining equities,ALTERNATE,IE000UL6CLP7,SILV,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D6%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SILVER_MINERS,Global silver-mining equities,PREFERRED,IE000UL6CLP7,SILG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D6%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SMALL_CAP,Global small-cap equities,ALTERNATE,IE00BCBJG560,WDSC,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SMALL_CAP,Global small-cap equities,PREFERRED,IE00BCBJG560,WOSC,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SOFTWARE,Software and cloud businesses,ALTERNATE,IE00BJGWQN72,WCLD,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SOFTWARE,Software and cloud businesses,PREFERRED,IE00BJGWQN72,KLWD,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SOLAR,Solar-energy value chain,ALTERNATE,IE00BM8QRZ79,ISUN,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D11%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_SOLAR,Solar-energy value chain,PREFERRED,IE00BM8QRZ79,RAYS,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D11%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_TECHNOLOGY,Broad global technology sector,ALTERNATE,IE00BYTRRD19,WTEC,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_TECHNOLOGY,Broad global technology sector,PREFERRED,IE00BYTRRD19,TECW,London Stock Exchange,XLON,GBP,GBP,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_TRANSPORTATION,Transportation and logistics,ALTERNATE,IE00BF0M6N54,ECOM,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D21%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_TRANSPORTATION,Transportation and logistics,PREFERRED,IE00BF0M6N54,ECOG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D21%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,ALTERNATE,IE000M7V94E1,NUCL,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D28%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,PREFERRED,IE000M7V94E1,NUCG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D28%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_UTILITIES,Broad global utilities sector,ALTERNATE,IE00BM67HQ30,XDWU,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_UTILITIES,Broad global utilities sector,PREFERRED,IE00BM67HQ30,XWUS,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_WATER,Water infrastructure and services,ALTERNATE,IE00B1TXK627,DH2O,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-global-water-ucits-etf-usd-dist-gb-ie00b1txk627-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_WATER,Water infrastructure and services,PREFERRED,IE00B1TXK627,IH2O,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-global-water-ucits-etf-usd-dist-gb-ie00b1txk627-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GOLD,"Unleveraged gold exposure, preferring physically backed implementations",ALTERNATE,IE00B4ND3602,EGLN,London Stock Exchange,XLON,EUR,EUR,ETC,Physical metal,NO,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://www.ishares.com/gls-download/literature/kiid/uk_priips-ishares-physical-gold-etc-gb-ie00b4nd3602-en.pdf;https://www.londonstockexchange.com/stock/EGLN/ishares/company-page,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GOLD,"Unleveraged gold exposure, preferring physically backed implementations",PREFERRED,IE00B4ND3602,SGLN,London Stock Exchange,XLON,GBP,GBX,ETC,Physical metal,NO,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://www.ishares.com/gls-download/literature/kiid/uk_priips-ishares-physical-gold-etc-gb-ie00b4nd3602-en.pdf;https://www.londonstockexchange.com/stock/SGLN/ishares/company-page,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
INDIA,Broad Indian equities,ALTERNATE,IE00BZCQB185,NDIA,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D15%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
INDIA,Broad Indian equities,PREFERRED,IE00BZCQB185,IIND,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D15%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
JAPAN,Broad Japanese equities,ALTERNATE,IE00B02KXH56,IJPU,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-japan-ucits-etf-dist-gb-ie00b02kxh56-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
JAPAN,Broad Japanese equities,PREFERRED,IE00B02KXH56,IJPN,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-japan-ucits-etf-dist-gb-ie00b02kxh56-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
JAPAN_EUR_HEDGED,Broad Japanese equities hedged to EUR,PREFERRED,IE00B42Z5J44,IJPE,London Stock Exchange,XLON,EUR,EUR,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-japan-eur-hedged-ucits-etf-acc-gb-ie00b42z5j44-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
JAPAN_GBP_HEDGED,Broad Japanese equities hedged to GBP,PREFERRED,IE00B7XYN974,IJPH,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-japan-gbp-hedged-ucits-etf-acc-gb-ie00b7xyn974-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
SILVER_PHYSICAL,Unleveraged silver exposure,ALTERNATE,JE00B1VS3333,PHAG,London Stock Exchange,XLON,USD,USD,ETC,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D16%26page%3D2%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
SILVER_PHYSICAL,Unleveraged silver exposure,PREFERRED,JE00B1VS3333,PHSP,London Stock Exchange,XLON,GBP,GBX,ETC,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D16%26page%3D2%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
SOUTH_KOREA,Broad South Korean equities,ALTERNATE,IE00B0M63391,IDKO,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-korea-ucits-etf-dist-gb-ie00b0m63391-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
