economic_exposure_family_id,economic_exposure_name,preferred_or_alternate,isin,ticker,exchange,mic,listing_currency,price_unit,instrument_type,product_structure,ucits_status,LSE_current_status,UK_retail_disclosure_status,public_ISA_rules_status,current_investability_state,public_evidence_URLs,public_evidence_date,public_evidence_confidence,warning,current_eligibility_not_historical
EUROPE_INFRASTRUCTURE,Europe listed infrastructure,PREFERRED,IE000PTMIE90,BLDR,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROPE_MATERIALS,Broad Europe materials sector,PREFERRED,IE00BKWQ0L68,MTRL,LONDON STOCK EXCHANGE,XLON,EUR,EUR,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ssga.com/nl/nl/institutional/etfs/funds/spdr-msci-europe-materials-ucits-etf-stp-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROPE_REAL_ESTATE,Europe listed real estate,PREFERRED,LU0489337690,XDER,LONDON STOCK EXCHANGE,XLON,GBP,GBX,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://etf.dws.com/download/asset/7ba98091-cdb4-47f0-b2f3-1d3173114b13,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROPE_TECHNOLOGY,Broad Europe technology sector,PREFERRED,IE00BKWQ0K51,ITEC,LONDON STOCK EXCHANGE,XLON,EUR,EUR,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ssga.com/lu/en_gb/intermediary/library-content/products/factsheets/etfs/emea/factsheet-emea-en_gb-stk-fp.pdf,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROPE_UTILITIES,Broad Europe utilities sector,PREFERRED,IE00BKWQ0P07,UTIL,LONDON STOCK EXCHANGE,XLON,EUR,EUR,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-europe-utilities-ucits-etf-stu-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROZONE,Eurozone equities,ALTERNATE,IE00B53L3W79,CSX5,London Stock Exchange,XLON,EUR,EUR,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D18%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-euro-stoxx-50-ucits-etf-eur-acc-gb-ie00b53l3w79-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROZONE,Eurozone equities,PREFERRED,IE00B53L3W79,CS51,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D18%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-euro-stoxx-50-ucits-etf-eur-acc-gb-ie00b53l3w79-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUROZONE_USD_HEDGED,Eurozone equities hedged to USD,PREFERRED,IE00BWZN1T31,EMUU,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D18%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-emu-usd-hedged-ucits-etf-acc-gb-ie00bwzn1t31-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUR_OVERNIGHT_CASH,Euro overnight-rate exposure,ALTERNATE,LU3025345516,CSHE,London Stock Exchange,XLON,EUR,EUR,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D2%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
EUR_OVERNIGHT_CASH,Euro overnight-rate exposure,PREFERRED,LU3025345516,CSGB,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D2%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GBP_CORPORATE_IG,Sterling investment-grade corporate bonds,ALTERNATE,IE00BLRPQM83,GBPC,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D21%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GBP_CORPORATE_IG,Sterling investment-grade corporate bonds,PREFERRED,IE00B00FV011,SLXX,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-corp-bond-ucits-etf-gbp-dist-gb-ie00b00fv011-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AEROSPACE_DEFENCE,Aerospace and defence businesses,ALTERNATE,IE000NVDQXE1,MISL,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D4%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AEROSPACE_DEFENCE,Aerospace and defence businesses,PREFERRED,IE000NVDQXE1,ICBM,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D4%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AGGREGATE_BONDS_GBP_HEDGED,Global aggregate bonds hedged to sterling,PREFERRED,IE00BF540Y54,AGBP,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,ALTERNATE,IE00B6R52143,ISAG,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-agribusiness-ucits-etf-usd-acc-gb-ie00b6r52143-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,PREFERRED,IE00B6R52143,SPAG,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-agribusiness-ucits-etf-usd-acc-gb-ie00b6r52143-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AI,Artificial-intelligence value chain,ALTERNATE,IE000LGWDNE5,IAIX,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D9%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_AI,Artificial-intelligence value chain,PREFERRED,IE000Q9W2IR3,AIAA,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D14%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,ALTERNATE,IE00BKLF1R75,VOLT,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,PREFERRED,IE00BKLF1R75,CHRG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_BIOTECHNOLOGY,Biotechnology industry,ALTERNATE,IE00BQ70R696,SBIO,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D12%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_BIOTECHNOLOGY,Biotechnology industry,PREFERRED,IE00BQ70R696,SBIX,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D12%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_CLEAN_ENERGY,Clean-energy value chain,ALTERNATE,IE00BLRB0028,GCEX,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D9%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_CLEAN_ENERGY,Clean-energy value chain,PREFERRED,IE000U58J0M1,INRA,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_COMMUNICATION_SERVICES,Broad global communication services sector,PREFERRED,IE00BYTRRG40,WTEL,LONDON STOCK EXCHANGE,XLON,USD,USD,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-world-communication-services-ucits-etf-wtel-na,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_CONSUMER_DISCRETIONARY,Broad global consumer discretionary sector,PREFERRED,IE00BYTRR640,WCOD,LONDON STOCK EXCHANGE,XLON,USD,USD,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ssga.com/se/en_gb/institutional/etfs/state-street-spdr-msci-world-consumer-discretionary-ucits-etf-wcod-na,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_CONSUMER_STAPLES,Broad global consumer staples sector,PREFERRED,IE00BYTRR756,WCOS,LONDON STOCK EXCHANGE,XLON,USD,USD,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-world-consumer-staples-ucits-etf-wcos-na,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_CYBERSECURITY,Global cybersecurity businesses,ALTERNATE,IE00BLPK3577,WCBR,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_CYBERSECURITY,Global cybersecurity businesses,PREFERRED,IE00BLPK3577,CYSE,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_ENERGY,Broad global energy sector,ALTERNATE,IE00BM67HM91,XDW0,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_ENERGY,Broad global energy sector,PREFERRED,IE00BM67HM91,XWES,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_FINANCIALS,Broad global financials sector,ALTERNATE,IE00BM67HL84,XDWF,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_FINANCIALS,Broad global financials sector,PREFERRED,IE00BM67HL84,XWFS,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_GENOMICS,Genomics and genomic medicine,ALTERNATE,IE000O5M6XO1,ARKG,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D1%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_GENOMICS,Genomics and genomic medicine,PREFERRED,IE000O5M6XO1,ARCG,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D1%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_GOLD_MINERS,Global gold-mining equities,ALTERNATE,IE00B6R52036,IAUP,London Stock Exchange,XLON,USD,USD,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-gold-producers-ucits-etf-usd-acc-gb-ie00b6r52036-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_GOLD_MINERS,Global gold-mining equities,PREFERRED,IE00B6R52036,SPGP,London Stock Exchange,XLON,GBP,GBX,ETF,Physical,YES,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENTLY_INVESTABLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-gold-producers-ucits-etf-usd-acc-gb-ie00b6r52036-en.pdf,2026-08-22,HIGH,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_HEALTHCARE,Broad global healthcare sector,ALTERNATE,LU0533033311,HLTW,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_HEALTHCARE,Broad global healthcare sector,PREFERRED,IE00BYTRRB94,HEAW,London Stock Exchange,XLON,GBP,GBP,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_INDUSTRIALS,Broad global industrials sector,ALTERNATE,IE00BM67HV82,XDWI,London Stock Exchange,XLON,USD,USD,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_INDUSTRIALS,Broad global industrials sector,PREFERRED,IE00BM67HV82,XWIS,London Stock Exchange,XLON,GBP,GBX,ETF,NOT_VERIFIED,NOT_DETERMINED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,CURRENT_CANDIDATE_UNVERIFIED,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
GLOBAL_INFRASTRUCTURE,Global listed infrastructure,ALTERNATE,IE00B1FZS467,IDIN,LONDON STOCK EXCHANGE,XLON,USD,USD,ETF,UCITS_ETF,UCITS_CONFIRMED_PRIMARY_EVIDENCE,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,CURRENT_CANDIDATE_UNVERIFIED,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,YES
