test_type,simulation_id,random_seed,valid_path,cagr,excess_vs_equal_family_pool_cagr,excess_vs_global_cagr,selected_vs_unselected_cagr_spread,monthly_endpoint_maximum_drawdown,switches,warning
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3852,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3853,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3854,20260823,NO,,,,,,15,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3855,20260823,YES,-0.06493409155319352,-0.17483373433770155,-0.18009863976610707,-0.19234276710369258,-0.4963523328129539,54,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3856,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3857,20260823,YES,0.03966913667781946,-0.07023050610668857,-0.07549541153509409,-0.07777390963064157,-0.23966582952877602,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3858,20260823,YES,0.06616993192182319,-0.043729710862684845,-0.048994616291090365,-0.054121734760623985,-0.39365175130404095,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3859,20260823,YES,0.02269637374279787,-0.08720326904171016,-0.09246817447011568,-0.10046701000655767,-0.47802327758761676,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3860,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3861,20260823,YES,0.03300529234161398,-0.07689435044289405,-0.08215925587129957,-0.08883986031638202,-0.516806270284283,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3862,20260823,YES,-0.07322896103379684,-0.18312860381830487,-0.1883935092467104,-0.1988851406933061,-0.47032553269536204,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3863,20260823,YES,-0.012710048768468374,-0.12260969155297641,-0.12787459698138193,-0.13289045198518923,-0.5560665471587387,54,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3864,20260823,YES,-0.03555092380854452,-0.14545056659305255,-0.15071547202145807,-0.16195018798303784,-0.47100918030827243,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3865,20260823,NO,,,,,,6,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3866,20260823,YES,0.11321868573727922,0.0033190429527711895,-0.0019458624756343301,-0.0038168034905443626,-0.2936379612477956,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3867,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3868,20260823,YES,-0.013422932674422516,-0.12332257545893055,-0.12858748088733607,-0.13771259780955758,-0.4304046333876316,52,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3869,20260823,NO,,,,,,13,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3870,20260823,YES,0.12884170635916026,0.018942063574652224,0.013677158146246704,0.01197011023449801,-0.30466973867459013,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3871,20260823,NO,,,,,,4,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3872,20260823,YES,0.10754163173576825,-0.002358011048739783,-0.007622916477145303,-0.008576761461635218,-0.2848917041372431,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3873,20260823,NO,,,,,,24,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3874,20260823,YES,0.06402415506722803,-0.045875487717280006,-0.051140393145685525,-0.054412109005346654,-0.4050247741926811,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3875,20260823,NO,,,,,,8,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3876,20260823,NO,,,,,,13,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3877,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3878,20260823,NO,,,,,,14,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3879,20260823,YES,0.05476938419595312,-0.055130258588554915,-0.060395164016960434,-0.06457354068794285,-0.28243902894887696,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3880,20260823,YES,-0.02639121835228908,-0.13629086113679711,-0.14155576656520263,-0.1502089043589271,-0.3339492672805656,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3881,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3882,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3883,20260823,YES,-0.007113876673083053,-0.11701351945759109,-0.1222784248859966,-0.1317016621044439,-0.3635741902081382,54,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3884,20260823,YES,0.12205888289421529,0.012159240109707259,0.006894334681301739,0.005897611810635972,-0.2887864779644581,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3885,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3886,20260823,YES,-0.11284772290105416,-0.2227473656855622,-0.2280122711139677,-0.24338660778513266,-0.4839705078919201,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3887,20260823,YES,0.014230416165190274,-0.09566922661931776,-0.10093413204772328,-0.10667193152222731,-0.46549036995983983,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3888,20260823,YES,-0.024261756126389478,-0.1341613989108975,-0.13942630433930303,-0.14784662708539253,-0.4035996297637958,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3889,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3890,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3891,20260823,YES,0.09277280982453129,-0.017126832959976745,-0.022391738388382265,-0.02337500450856167,-0.34138153194617915,59,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3892,20260823,YES,0.06830941491017595,-0.041590227874332086,-0.046855133302737606,-0.049252076486826946,-0.31227899070849807,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3893,20260823,YES,-0.0878595942219178,-0.19775923700642584,-0.20302414243483136,-0.2182563591909843,-0.6815197478740997,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3894,20260823,YES,0.018711379740701695,-0.09118826304380634,-0.09645316847221186,-0.10344935775694708,-0.401800287971563,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3895,20260823,NO,,,,,,8,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3896,20260823,YES,-0.09172793986353178,-0.20162758264803982,-0.20689248807644534,-0.219816888278771,-0.681223273812157,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3897,20260823,YES,0.10839733146365238,-0.0015023113208556538,-0.0067672167492611734,-0.00805654879560369,-0.3599746400020888,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3898,20260823,NO,,,,,,8,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3899,20260823,YES,-0.08777621886879605,-0.19767586165330409,-0.2029407670817096,-0.21585516726136178,-0.6089560034278103,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3900,20260823,NO,,,,,,13,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3901,20260823,NO,,,,,,23,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3902,20260823,NO,,,,,,22,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3903,20260823,YES,0.11073878455948427,0.0008391417749762375,-0.004425763653429282,-0.005358724736922893,-0.2036309692607795,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3904,20260823,YES,0.10559488888404833,-0.004304753900459701,-0.009569659328865221,-0.007518339620111059,-0.4467022750026881,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3905,20260823,NO,,,,,,1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3906,20260823,YES,0.09005847876649553,-0.019841164018012503,-0.025106069446418022,-0.026941126463584375,-0.5608821527481851,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3907,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3908,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3909,20260823,YES,-0.13683209760090465,-0.24673174038541268,-0.2519966458138182,-0.2702975544985865,-0.6208414217545724,54,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3910,20260823,YES,-0.058974959540805005,-0.16887460232531304,-0.17413950775371856,-0.1864396649755954,-0.4071767662327156,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3911,20260823,YES,0.10785550635275842,-0.0020441364317496102,-0.00730904186015513,-0.00910873503299503,-0.3469825750301666,54,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3912,20260823,NO,,,,,,9,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3913,20260823,YES,0.004185481769348742,-0.10571416101515929,-0.11097906644356481,-0.11984180919585596,-0.4197628423181835,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3914,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3915,20260823,YES,0.2662525853844624,0.15635294259995436,0.15108803717154884,0.15693722183060643,-0.26765528477657574,53,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3916,20260823,YES,-0.018196480989395414,-0.12809612377390345,-0.13336102920230897,-0.13874902397246436,-0.4471899514323888,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3917,20260823,YES,-0.060101536078240536,-0.17000117886274857,-0.1752660842911541,-0.18626608264005495,-0.49302844266251,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3918,20260823,YES,0.19077923473419256,0.08087959194968453,0.075614686521279,0.07795047543968403,-0.3475534231997067,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3919,20260823,YES,0.09529229098038838,-0.01460735180411965,-0.01987225723252517,-0.021648364668734876,-0.35071227842097197,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3920,20260823,YES,0.125874684546589,0.015975041762080977,0.010710136333675457,0.011492997040778441,-0.17170067004327838,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3921,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3922,20260823,YES,-0.03182268191214399,-0.14172232469665202,-0.14698723012505754,-0.15686288429940654,-0.4878616381517553,59,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3923,20260823,YES,-0.048093502107939945,-0.15799314489244798,-0.1632580503208535,-0.17133938895798806,-0.6443642707656461,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3924,20260823,NO,,,,,,23,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3925,20260823,YES,0.14696338766174422,0.03706374487723618,0.03179883944883066,0.03450597858753368,-0.3870418944655255,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3926,20260823,YES,-0.08167271536041698,-0.19157235814492501,-0.19683726357333053,-0.20826198140557273,-0.6070607489992697,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3927,20260823,NO,,,,,,7,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3928,20260823,NO,,,,,,4,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3929,20260823,YES,0.07916117183200488,-0.03073847095250315,-0.03600337638090867,-0.03840084924360987,-0.4533068687529599,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3930,20260823,NO,,,,,,21,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3931,20260823,NO,,,,,,14,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3932,20260823,YES,-0.06022720903522161,-0.17012685181972964,-0.17539175724813516,-0.1882259605689991,-0.5245944795963926,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3933,20260823,YES,-0.01832729665195687,-0.1282269394364649,-0.13349184486487042,-0.14380963202950248,-0.5630690941337537,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3934,20260823,NO,,,,,,4,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3935,20260823,YES,0.12176806437429222,0.011868421589784184,0.006603516161378664,0.00717735447547363,-0.31908293158142353,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3936,20260823,YES,0.24565249714687165,0.13575285436236362,0.1304879489339581,0.13596878480504748,-0.21338625968387026,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3937,20260823,YES,0.0587602318673488,-0.051139410917159234,-0.05640431634556475,-0.05792109726709693,-0.29580482529499597,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3938,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3939,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3940,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3941,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3942,20260823,YES,0.20454873968822018,0.09464909690371215,0.08938419147530663,0.09132007983205459,-0.25913299807018997,56,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3943,20260823,YES,0.1096329031305543,-0.00026673965395374033,-0.00553164508235926,-0.006737069987040822,-0.3375058586006502,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3944,20260823,NO,,,,,,8,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3945,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3946,20260823,NO,,,,,,9,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3947,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3948,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3949,20260823,YES,0.14665709523630888,0.03675745245180084,0.03149254702339532,0.0327256779972418,-0.397027607189367,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3950,20260823,YES,-0.12624223316967254,-0.23614187595418057,-0.2414067813825861,-0.2578570690331782,-0.5393885438674881,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3951,20260823,NO,,,,,,4,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3952,20260823,YES,0.22050790718156654,0.11060826439705851,0.10534335896865299,0.10751188226438568,-0.4322136275217504,58,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3953,20260823,YES,0.08403205176853246,-0.025867591015975577,-0.031132496444381097,-0.03207478807444053,-0.268966865044889,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3954,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3955,20260823,NO,,,,,,2,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3956,20260823,YES,-0.16064245452133807,-0.2705420973058461,-0.2758070027342516,-0.2939605560520804,-0.5882600130278282,54,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3957,20260823,YES,-0.006704683578412918,-0.11660432636292095,-0.12186923179132647,-0.13200167537927976,-0.48491657368780416,57,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3958,20260823,NO,,,,,,3,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3959,20260823,YES,0.10667069758306202,-0.0032289452014460096,-0.00849385062985153,-0.01138083789458122,-0.3934874930383654,55,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
RANDOM_SELECTION_FROM_CONTEMPORANEOUS_POOL,3960,20260823,NO,,,,,,13,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
