specification_id,pool_id,signal_id,selection_rule,cadence,test_class,warning,selected_gross_cagr,selected_net_cagr,equal_pool_cagr,global_benchmark_cagr,unselected_pool_cagr,selected_gross_excess_vs_pool_cagr,selected_net_excess_vs_pool_cagr,selected_gross_excess_vs_global_cagr,selected_net_excess_vs_global_cagr,selected_vs_unselected_cagr_spread,selected_net_annualised_volatility,selected_net_sharpe_zero_cash_hurdle,selected_net_sortino_zero_cash_hurdle,selected_net_maximum_drawdown,selected_net_calmar,selected_net_ulcer_index,selected_net_worst_month,selected_net_worst_rolling_three_months,selected_net_maximum_recovery_duration_calendar_days,selected_net_annual_turnover_traded_notional,selected_net_executed_rebalances,selected_net_trade_legs,selected_net_average_holding_period_calendar_days,selected_net_percentage_invested,selected_net_average_holding_count,selected_net_average_concentration_hhi,selected_net_total_transaction_cost_rate,selected_net_cancelled_rebalances
INDUSTRY|MH_LEVEL_3_6_12_REFERENCE|TOP_1|WEEKLY,INDUSTRY,MH_LEVEL_3_6_12_REFERENCE,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.17845250600934115,0.0989948818879387,0.31090791194215917,0.18682342362237514,0.3241284978093988,-0.13245540593281802,-0.21191303005422046,-0.00837091761303399,-0.08782854173443644,-0.14567599180005764,0.34417692135576483,0.2876278906150445,0.3769677558460921,-0.4810076984105798,0.20580727130782508,0.17388830697336932,-0.2601944447090473,-0.4810076984105798,305.0,34.65804744525548,52,104,21.137254901960784,1.0,1.0,1.0,0.2090491155863282,1
INDUSTRY|MH_LEVEL_3_6_12_REFERENCE|TOP_2|WEEKLY,INDUSTRY,MH_LEVEL_3_6_12_REFERENCE,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.2707771614013188,0.22054916988609063,0.31090791194215917,0.18682342362237514,0.3031080256097223,-0.040130750540840365,-0.09035874205606853,0.08395373777894366,0.033725746263715495,-0.032330864208403476,0.30124745125405233,0.7321196211552141,0.9094752098583662,-0.3945474926561706,0.5589927042782876,0.14393019669570006,-0.24446417411754673,-0.36033496880591676,367.0,19.727043689542406,54,167,20.339622641509433,1.0,2.0,0.5003419553309624,0.12086870780060331,1
INDUSTRY|MH_LEVEL_3_6_12_REFERENCE|TOP_3|WEEKLY,INDUSTRY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.3994343756008851,0.3626610290809651,0.31090791194215917,0.18682342362237514,0.254331254154194,0.08852646365872596,0.051753117138805926,0.21261095197851,0.17583760545858995,0.14510312144669113,0.24046467707856972,1.5081675757411506,2.0187808540288996,-0.21969181525434056,1.6507716897013522,0.07544469753620518,-0.1575330095460794,-0.17077095464804537,172.0,12.872776428060654,57,228,17.625,1.0,3.0,0.3340163014973257,0.07984999283662851,0
INDUSTRY|MH_LEVEL_3_6_12_REFERENCE|TOP_5|WEEKLY,INDUSTRY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.412902705198696,0.38582690580746504,0.31090791194215917,0.18682342362237514,0.17043586381863252,0.10199479325653682,0.07491899386530587,0.22607928157632085,0.1990034821850899,0.24246684138006347,0.19053959164602707,2.0249172493464296,2.878478949319986,-0.15646916734820981,2.465833444034617,0.047567555868762726,-0.08103099433523697,-0.08056513313588431,172.0,8.975822577155036,60,364,18.271186440677965,1.0,5.0,0.2005179647887009,0.058032814083129186,1
INDUSTRY|MH_LEVEL_3_6_12_REFERENCE|VARIABLE_THRESHOLD|WEEKLY,INDUSTRY,MH_LEVEL_3_6_12_REFERENCE,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.298805106510482,0.22588355566504803,0.31090791194215917,0.18682342362237514,0.29398803651750605,-0.012102805431677188,-0.08502435627711113,0.11198168288810684,0.03906013204267289,0.004817069992975931,0.3047952607794611,0.7410993041275968,0.9427639557151818,-0.32676796507458494,0.6912659128427415,0.13902409598966295,-0.19603298142269332,-0.30161888081308685,462.0,28.761610981901395,84,201,13.156626506024097,0.9224704336399474,1.768725361366623,0.557833192083144,0.17591512681793234,1
INDUSTRY|MH_LEVEL_EQ|TOP_1|WEEKLY,INDUSTRY,MH_LEVEL_EQ,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.09038271424109756,-0.1676756764322681,0.31090791194215917,0.18682342362237514,0.3696034181561545,-0.4012906261832567,-0.47858358837442727,-0.2772061378634727,-0.35449910005464325,-0.45998613239725206,0.34758799541198726,-0.48239777738447603,-0.6019371196980616,-0.5444793807623173,-0.30795597107370337,0.3303760431210011,-0.21163473263630128,-0.3553127502645754,812.0,43.9890602189781,66,132,16.369230769230768,1.0,1.0,1.0,0.2659343500641364,1
INDUSTRY|MH_LEVEL_EQ|TOP_2|WEEKLY,INDUSTRY,MH_LEVEL_EQ,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.24849945534947904,0.1855967843073043,0.31090791194215917,0.18682342362237514,0.3118944180344747,-0.06240845659268013,-0.12531112763485486,0.0616760317271039,-0.0012266393150708321,-0.06339496268499567,0.280792685300122,0.6609744271255903,0.8426368412206687,-0.31638963408369825,0.5866082965859944,0.15148600398982598,-0.19788351758821499,-0.2800299081978137,419.0,25.365010967289194,69,214,15.75,1.0,2.0,0.5003843166769141,0.1549399835731637,1
INDUSTRY|MH_LEVEL_EQ|TOP_3|WEEKLY,INDUSTRY,MH_LEVEL_EQ,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.37761942283664784,0.3251490007772182,0.31090791194215917,0.18682342362237514,0.2626258967144286,0.06671151089448868,0.014241088835059035,0.1907959992142727,0.13832557715484306,0.11499352612221925,0.23430825948150077,1.387697563443723,1.92168931003336,-0.2407430278285595,1.3506060952625667,0.09327351617548021,-0.10772486806233772,-0.1966571192948754,300.0,18.727577578686436,73,302,14.875,1.0,3.0,0.33388615330826393,0.11642463718987008,1
INDUSTRY|MH_LEVEL_EQ|TOP_5|WEEKLY,INDUSTRY,MH_LEVEL_EQ,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.34265981729054285,0.30179321651210445,0.31090791194215917,0.18682342362237514,0.278863059754769,0.03175190534838368,-0.00911469543005472,0.1558363936681677,0.1149697928897293,0.06379675753577385,0.18856787817084308,1.600448705471877,2.198566533322668,-0.1616200118721972,1.86730104159843,0.056956525369718736,-0.09794050342168203,-0.10299626546707685,172.0,14.433805498918547,93,569,11.869565217391305,1.0,5.0,0.20022435467502295,0.0936268655932282,1
INDUSTRY|MH_LEVEL_EQ|VARIABLE_THRESHOLD|WEEKLY,INDUSTRY,MH_LEVEL_EQ,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.06481226308105259,-0.0008846293969888563,0.31090791194215917,0.18682342362237514,0.30880935821535105,-0.24609564886110658,-0.311792541339148,-0.12201116054132255,-0.187708053019364,-0.24399709513429846,0.2939514415622992,-0.0030094405806864216,-0.003717717764395018,-0.39515175081723775,-0.002238708028394913,0.20856426908773554,-0.17106623708144264,-0.30043339272979064,491.0,31.332953564178386,88,199,12.39080459770115,0.8922470433639947,1.5795006570302235,0.586912672782924,0.19086975987247184,1
