specification_id,research_stage,signal_id,breadth,frequency,cash_architecture,weighting_method,maturity_scope,excluded_families,one_way_friction_bps,fixed_fee_gbp_per_leg,classification,warning
M2_INTERMEDIATE_5H|TOP_8|MONTHLY|CASH_3_GLOBAL_CONFIRMATION|W0_EQUAL|DYNAMIC_POINT_IN_TIME|BASE,STAGE_D_CASH,M2_INTERMEDIATE_5H,8,MONTHLY,CASH_3_GLOBAL_CONFIRMATION,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_8|MONTHLY|CASH_4_PARSIMONIOUS_COMBINED|W0_EQUAL|DYNAMIC_POINT_IN_TIME|BASE,STAGE_D_CASH,M2_INTERMEDIATE_5H,8,MONTHLY,CASH_4_PARSIMONIOUS_COMBINED,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_1_INDIVIDUAL_ABOVE_CASH_252|W0_EQUAL|DYNAMIC_POINT_IN_TIME|BASE,STAGE_D_CASH,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_1_INDIVIDUAL_ABOVE_CASH_252,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_2_POOL_BREADTH|W0_EQUAL|DYNAMIC_POINT_IN_TIME|BASE,STAGE_D_CASH,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_2_POOL_BREADTH,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_3_GLOBAL_CONFIRMATION|W0_EQUAL|DYNAMIC_POINT_IN_TIME|BASE,STAGE_D_CASH,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_3_GLOBAL_CONFIRMATION,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_4_PARSIMONIOUS_COMBINED|W0_EQUAL|DYNAMIC_POINT_IN_TIME|BASE,STAGE_D_CASH,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_4_PARSIMONIOUS_COMBINED,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_6|MONTHLY|CASH_1_INDIVIDUAL_ABOVE_CASH_252|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,6,MONTHLY,CASH_1_INDIVIDUAL_ABOVE_CASH_252,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_6|MONTHLY|CASH_2_POOL_BREADTH|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,6,MONTHLY,CASH_2_POOL_BREADTH,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_6|MONTHLY|CASH_3_GLOBAL_CONFIRMATION|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,6,MONTHLY,CASH_3_GLOBAL_CONFIRMATION,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_6|MONTHLY|CASH_4_PARSIMONIOUS_COMBINED|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,6,MONTHLY,CASH_4_PARSIMONIOUS_COMBINED,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_7|MONTHLY|CASH_1_INDIVIDUAL_ABOVE_CASH_252|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,7,MONTHLY,CASH_1_INDIVIDUAL_ABOVE_CASH_252,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_7|MONTHLY|CASH_2_POOL_BREADTH|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,7,MONTHLY,CASH_2_POOL_BREADTH,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_7|MONTHLY|CASH_3_GLOBAL_CONFIRMATION|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,7,MONTHLY,CASH_3_GLOBAL_CONFIRMATION,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_7|MONTHLY|CASH_4_PARSIMONIOUS_COMBINED|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,7,MONTHLY,CASH_4_PARSIMONIOUS_COMBINED,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_8|MONTHLY|CASH_1_INDIVIDUAL_ABOVE_CASH_252|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,8,MONTHLY,CASH_1_INDIVIDUAL_ABOVE_CASH_252,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_8|MONTHLY|CASH_2_POOL_BREADTH|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,8,MONTHLY,CASH_2_POOL_BREADTH,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_8|MONTHLY|CASH_3_GLOBAL_CONFIRMATION|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,8,MONTHLY,CASH_3_GLOBAL_CONFIRMATION,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_8|MONTHLY|CASH_4_PARSIMONIOUS_COMBINED|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,8,MONTHLY,CASH_4_PARSIMONIOUS_COMBINED,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_1_INDIVIDUAL_ABOVE_CASH_252|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_1_INDIVIDUAL_ABOVE_CASH_252,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_2_POOL_BREADTH|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_2_POOL_BREADTH,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_3_GLOBAL_CONFIRMATION|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_3_GLOBAL_CONFIRMATION,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_9|MONTHLY|CASH_4_PARSIMONIOUS_COMBINED|W0_EQUAL|DYNAMIC_POINT_IN_TIME|DOUBLE_COST,STAGE_D_CASH_DOUBLE_COST,M2_INTERMEDIATE_5H,9,MONTHLY,CASH_4_PARSIMONIOUS_COMBINED,W0_EQUAL,DYNAMIC_POINT_IN_TIME,,40.0,7.98,ROBUSTNESS,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_7|MONTHLY|CASH_0_ALWAYS_INVESTED|W1_RANK_DECAY|DYNAMIC_POINT_IN_TIME|BASE,STAGE_E_WEIGHTING,M2_INTERMEDIATE_5H,7,MONTHLY,CASH_0_ALWAYS_INVESTED,W1_RANK_DECAY,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
M2_INTERMEDIATE_5H|TOP_7|MONTHLY|CASH_0_ALWAYS_INVESTED|W2_FIXED_TOP_HEAVY|DYNAMIC_POINT_IN_TIME|BASE,STAGE_E_WEIGHTING,M2_INTERMEDIATE_5H,7,MONTHLY,CASH_0_ALWAYS_INVESTED,W2_FIXED_TOP_HEAVY,DYNAMIC_POINT_IN_TIME,,20.0,3.99,PREREGISTERED,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
