research_group_id,formation_horizon_sessions,global_parent_state,forward_horizon_sessions,family_observation_count,date_observation_count,mean_forward_relative_global,global_relative_hac_p_value,mean_forward_relative_parent,parent_relative_hac_p_value,parent_mapping_frozen_before_a3r1,warning
THEME,21,GLOBAL_ONLY,5,277,174,0.0006254664582256925,0.7539493624934247,0.0007335634302330787,0.6510920802910167,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,10,265,165,-0.0024549728303890567,0.3827709115277932,0.0012881156045065078,0.6409505611102293,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,21,228,139,-0.007053871286823763,0.11866691164373377,-0.0020654607054727157,0.6253973353023015,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,42,138,85,-0.004381696995023869,0.5954829292809365,-0.0035604750831548316,0.6927795060071597,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,63,99,61,0.0035654432345259856,0.8063841143112807,0.002974119471100945,0.8196478751479404,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,126,25,15,0.007904189583032784,0.6066134853680047,-0.009940331547960467,0.15178710068061735,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,NEITHER_STRONG,5,1535,456,-0.0013165940408524017,0.0521841532257907,-0.0007521036050336984,0.2101095792809614,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,NEITHER_STRONG,10,1417,432,-0.0030602991946019837,0.007416414729271871,-0.0022026888786001236,0.026849013650174402,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,NEITHER_STRONG,21,1144,374,-0.007389074030974203,0.0009925184895155509,-0.005808244808887172,0.0031836063656713776,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,NEITHER_STRONG,42,786,286,-0.011171083672601346,0.003643671576964895,-0.010423626303600206,0.0014882026817326594,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
