module_id,exit_event_id,family,review_date,execution_date,action_type,from_weight,to_weight,risky_weight_reduced,counterfactual_end_date,reentry_review_date,xlon_sessions_until_reentry_or_cutoff,frozen_baseline_switch_review_date,frozen_baseline_switch_execution_proxy_date,selected_asset_return_if_held,actual_cash_return_on_reduced_capital,avoided_downside,foregone_upside,incremental_cost,net_exit_value,whipsaw_within_42_sessions,same_close_execution,warning
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_011,GLOBAL_OIL_GAS,2022-09-30,2022-10-03,ABS_BELOW_EMA50,0.0,0.0,0.0,2022-11-01,2022-10-31,21,2022-11-30,2022-12-01,0.13851271085768646,0.0017193296109017098,0.0,0.0,0.0020164864009570675,-0.0020164864009570675,True,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_012,GLOBAL_OIL_GAS,2022-10-31,2022-11-01,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2022-12-01,2026-03-31,22,2022-11-30,2022-12-01,-0.06782136894824697,0.002334517747101472,0.0,0.0,0.0020164913586518873,-0.0020164913586518873,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_013,EUROPE_BANKS,2022-11-30,2022-12-01,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2023-04-03,2024-04-30,84,2023-03-31,2023-04-03,0.13144110259389885,0.01210844913711906,0.0,0.0,0.004035453892584366,-0.004035453892584366,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_014,EUROPE_BANKS,2023-03-17,2023-03-20,ABS_BELOW_EMA50,1.0,0.0,1.0,2023-04-03,2024-04-30,10,2023-03-31,2023-04-03,0.05021253985122209,0.0015509757437666138,0.0,0.04866156410745548,0.0020165209606970154,-0.050678085068152495,True,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_015,GLOBAL_SEMICONDUCTORS,2023-03-31,2023-04-03,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2023-06-01,2023-05-31,38,2023-09-29,2023-10-02,0.1039058587881827,0.006776387106951054,0.0,0.0,0.002016528707252392,-0.002016528707252392,True,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_016,GLOBAL_SEMICONDUCTORS,2023-04-28,2023-05-02,ABS_BELOW_EMA50,1.0,0.0,1.0,2023-06-01,2023-05-31,20,2023-09-29,2023-10-02,0.18007601306139942,0.0035080365134916303,0.0,0.1765679765479078,0.0020177049002250277,-0.1785856814481328,True,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_017,GLOBAL_SEMICONDUCTORS,2023-05-31,2023-06-01,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2023-10-02,2024-01-31,86,2023-09-29,2023-10-02,0.024229621428344617,0.0164735174848063,0.0,0.0,0.0020176786782648394,-0.0020176786782648394,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_018,GLOBAL_SEMICONDUCTORS,2023-08-11,2023-08-14,ABS_BELOW_EMA50,1.0,0.0,1.0,2023-10-02,2024-01-31,34,2023-09-29,2023-10-02,0.027141681082126112,0.006809538189475717,0.0,0.020332142892650396,0.0020177647853936794,-0.022349907678044074,True,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_019,GLOBAL_URANIUM_NUCLEAR,2023-09-29,2023-10-02,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2024-01-02,,63,2023-12-29,2024-01-02,0.04060244744273622,0.012828387783629047,0.0,0.0,0.002017680308290891,-0.002017680308290891,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_020,GLOBAL_AI,2023-12-29,2024-01-02,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2024-02-01,,22,2024-01-31,2024-02-01,-0.06525556890655348,0.004165517911364436,0.0,0.0,0.00403404960975628,-0.00403404960975628,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_A_50EMA,EXIT_A_50EMA_EXIT_021,GLOBAL_SEMICONDUCTORS,2024-01-31,2024-02-01,MONTHLY_REENTRY_OR_SELECTION,0.0,1.0,0.0,2024-05-01,2024-06-28,62,2024-04-30,2024-05-01,0.08873162765378328,0.012558609678444466,0.0,0.0,0.004036574193743879,-0.004036574193743879,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
