signal_id,forward_horizon_sessions,window_id,metric,observation_count,hac_maximum_lag_weeks,estimate,hac_standard_error,hac_z_statistic,raw_two_sided_p_value,warning,bh_q_value_within_window_metric
M2_INTERMEDIATE_5H,63,POST_2020,rank1_advantage,334,13,0.01829683244630578,0.01476114881676365,1.2395263182718403,0.21515064842842335,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.938447166646006
M2_INTERMEDIATE_5H,63,LATEST_5Y,ic,247,13,0.06944748960052398,0.05019699412964265,1.3834989685072279,0.16651192338683685,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.34108297656467035
M2_INTERMEDIATE_5H,63,LATEST_5Y,top_quintile_advantage,247,13,0.00973951310156709,0.009443542158811123,1.0313410940279244,0.30238089391571066,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9148387489082973
M2_INTERMEDIATE_5H,63,LATEST_5Y,rank1_advantage,247,13,0.020382409157421275,0.019198075863204798,1.0616902080529007,0.288376346099267,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.99006917693114
M2_INTERMEDIATE_5H,63,LATEST_3Y,ic,144,13,0.11357079971371412,0.06461703781337061,1.757598360384975,0.07881587253510047,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.12532790224822193
M2_INTERMEDIATE_5H,63,LATEST_3Y,top_quintile_advantage,144,13,0.01296493974760938,0.015122564761467455,0.8573241346364912,0.3912657738926373,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.5994172833460463
M2_INTERMEDIATE_5H,63,LATEST_3Y,rank1_advantage,144,13,0.016147309727765506,0.028111415234847028,0.5744040132049002,0.5656944378224655,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9921073414003485
M3_STRUCTURAL_DETERIORATION,21,FULL_HISTORY,ic,628,5,0.02318593703953171,0.024450427760283118,0.9482834929045526,0.3429851520518272,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.5144777280777408
M3_STRUCTURAL_DETERIORATION,21,FULL_HISTORY,top_quintile_advantage,628,5,0.00011373670700272378,0.0021870956090422004,0.05200353680584305,0.9585258752656376,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9585258752656376
M3_STRUCTURAL_DETERIORATION,21,FULL_HISTORY,rank1_advantage,628,5,-0.0009994574632643705,0.004116984592019537,-0.24276444104302528,0.8081878835482259,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9540368020583583
M3_STRUCTURAL_DETERIORATION,21,POST_2020,ic,342,5,0.05403101686602957,0.031248252982749535,1.7290892036702712,0.08379313112638376,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.2003476605357889
M3_STRUCTURAL_DETERIORATION,21,POST_2020,top_quintile_advantage,342,5,0.0024160126709825295,0.0033189688404981674,0.7279407512062973,0.46664985602705134,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.8149905825958204
M3_STRUCTURAL_DETERIORATION,21,POST_2020,rank1_advantage,342,5,-0.0008242059883123886,0.0067515488338933385,-0.12207657955087368,0.9028383699436251,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.938447166646006
M3_STRUCTURAL_DETERIORATION,21,LATEST_5Y,ic,255,5,0.05337998237457629,0.03421370654688414,1.560192909862835,0.11871430063353916,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.34108297656467035
M3_STRUCTURAL_DETERIORATION,21,LATEST_5Y,top_quintile_advantage,255,5,0.002498249666632175,0.003762346225741354,0.6640137607590608,0.5066815038199528,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9148387489082973
M3_STRUCTURAL_DETERIORATION,21,LATEST_5Y,rank1_advantage,255,5,0.00027150788702734203,0.008118615013565516,0.033442636037510756,0.9733216100217232,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.99006917693114
M3_STRUCTURAL_DETERIORATION,21,LATEST_3Y,ic,152,5,0.09354492119003947,0.04468181247668652,2.093579378384619,0.036297466143869306,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.10889239843160792
M3_STRUCTURAL_DETERIORATION,21,LATEST_3Y,top_quintile_advantage,152,5,0.006400592833374574,0.005135518212996716,1.2463382599201518,0.21264023723964987,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.5994172833460463
M3_STRUCTURAL_DETERIORATION,21,LATEST_3Y,rank1_advantage,152,5,-0.0012358435888442654,0.01079775933052139,-0.1144537075716236,0.9088781411821338,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9921073414003485
M3_STRUCTURAL_DETERIORATION,42,FULL_HISTORY,ic,622,9,0.019989942531842025,0.030797278818664224,0.649081454551349,0.5162857282706006,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.5641038604021074
M3_STRUCTURAL_DETERIORATION,42,FULL_HISTORY,top_quintile_advantage,622,9,-0.0010927383340012151,0.0034076486587277404,-0.3206722416063848,0.7484587852201772,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9585258752656376
M3_STRUCTURAL_DETERIORATION,42,FULL_HISTORY,rank1_advantage,622,9,0.0014927454149688741,0.00601671169411822,0.24809987429315303,0.8040571328765449,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9540368020583583
M3_STRUCTURAL_DETERIORATION,42,POST_2020,ic,338,9,0.04014679320491305,0.03808545290982021,1.0541240851191593,0.2918261105047919,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.2918261105047919
M3_STRUCTURAL_DETERIORATION,42,POST_2020,top_quintile_advantage,338,9,0.00135596991709732,0.004973313581980537,0.2726491894680263,0.7851228961738879,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.8832632581956239
M3_STRUCTURAL_DETERIORATION,42,POST_2020,rank1_advantage,338,9,0.0037201635090452884,0.009856316445509957,0.377439536322924,0.7058469900713633,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.938447166646006
M3_STRUCTURAL_DETERIORATION,42,LATEST_5Y,ic,251,9,0.03593499244668814,0.043975667341802846,0.8171562734314365,0.41383912750592433,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.41383912750592433
M3_STRUCTURAL_DETERIORATION,42,LATEST_5Y,top_quintile_advantage,251,9,0.0012044680362283406,0.006073269160760771,0.19832284793342872,0.8427924766439856,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.9481415362244838
