module_id,active_market_pnl_contribution,core_market_pnl_contribution,cash_return_contribution,transaction_cost_contribution,portfolio_value_change,component_sum,reconciliation_difference,active_share_of_positive_market_contribution,warning
CORE_ACTIVE_25,0.4990228828648833,0.5936882087257537,0.0,-0.03317723690805551,1.0595338546825803,1.0595338546825814,-1.1102230246251565e-15,0.45668327767998224,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_50,1.0370475988586234,0.43059969786042357,0.0,-0.06293561957310438,1.4047116771459427,1.4047116771459427,0.0,0.706605463844728,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_75,1.588736122448624,0.23059732858455423,0.0,-0.09228734122202599,1.7270461098111527,1.7270461098111523,4.440892098500626e-16,0.8732517513743285,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CORE_ACTIVE_100,2.1265965656961985,0.0,0.0,-0.11842079364961212,2.0081757720465863,2.0081757720465863,0.0,1.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
