subperiod_id,subperiod_start,subperiod_end,analysis_context_id,signal_id,top_tail_definition,forward_horizon_sessions,observation_count,mean_advantage_vs_global,median_advantage_vs_global,positive_frequency,hac_t_statistic,hac_p_value,ci_low,ci_high,dynamic_membership,warning
FULL,,,GEOGRAPHY,ACCEL_FAST_COMPOSITE,TOP_3,10,277,-0.0014716329236343511,-4.5841399359813906e-05,0.4981949458483754,-1.3567145915880139,0.17487191429024374,-0.0035976125118767294,0.0006543466646080269,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,ACCEL_FAST_COMPOSITE,TOP_3,21,253,-0.003594920893261648,-0.0030859552420061664,0.4426877470355731,-1.6191239881245856,0.10542058846756674,-0.007946604599847083,0.0007567628133237875,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,ACCEL_FAST_COMPOSITE,TOP_3,42,221,-0.006148679795040609,-0.0042728169073770195,0.4253393665158371,-1.5513654295786794,0.1208141349867685,-0.013916798589605718,0.0016194389995245004,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,ACCEL_FAST_COMPOSITE,TOP_3,63,188,-0.00456552041185616,-0.0019389977248372992,0.4627659574468085,-0.8318598132410716,0.405488077547529,-0.01532244776366148,0.00619140693994916,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,DISCRETE_RECENT_CONSISTENCY,TOP_3,10,359,0.00026969554926402345,-0.0005012012368604823,0.479108635097493,0.2957316737883803,0.767435006342345,-0.001517713816046251,0.002057104914574298,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,DISCRETE_RECENT_CONSISTENCY,TOP_3,21,324,4.181365517496669e-05,0.0011904725391046478,0.5123456790123457,0.02409179001747547,0.9807793920403691,-0.0033598953147880414,0.003443522625137975,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,DISCRETE_RECENT_CONSISTENCY,TOP_3,42,280,-0.00044438885847656993,7.534797034003393e-05,0.5071428571428571,-0.1392412737389858,0.8892594944307295,-0.006699618607219375,0.005810840890266235,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,DISCRETE_RECENT_CONSISTENCY,TOP_3,63,241,-0.002925484588404942,-0.002442349011291034,0.47717842323651455,-0.7454362060853923,0.4560080630364003,-0.01061741635103231,0.0047664471742224265,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,10,169,-0.001002192460849297,0.0004592467890089935,0.5384615384615384,-0.9604041322433313,0.3368518592052343,-0.003047436814654845,0.0010430518929562512,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,21,163,-0.000972203432266229,0.0007719443171001483,0.5153374233128835,-0.5424809496525649,0.5874872275637302,-0.004484739151923137,0.0025403322873906787,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,42,156,-0.002532913957093186,-0.00123787287310978,0.4935897435897436,-0.9522210966418366,0.3409848639470028,-0.0077464301765398196,0.0026806022623534482,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,63,149,-0.005070187217172863,-0.005345197071278784,0.42953020134228187,-1.638208550867323,0.1013781964846421,-0.011136194097232785,0.000995819662887058,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_60D_CENTERED,TOP_3,10,169,-0.0007660433833555692,0.0002287138087360141,0.5207100591715976,-0.7862088054096623,0.431745168265358,-0.0026757363703093294,0.001143649603598191,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_60D_CENTERED,TOP_3,21,162,-0.0005794917601279002,0.0017105811431598061,0.5246913580246914,-0.3249615231890166,0.745210192652194,-0.004074622408342429,0.0029156388880866293,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_60D_CENTERED,TOP_3,42,154,-0.001707266049162967,0.0002095424976291671,0.5064935064935064,-0.5957349480045133,0.5513523074322997,-0.007324159903713286,0.003909627805387352,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_60D_CENTERED,TOP_3,63,146,-0.001610504043109918,-0.0004904976143701445,0.4863013698630137,-0.4044071146476289,0.6859133692476478,-0.009415831415260513,0.006194823329040678,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_EQ,TOP_3,10,169,-0.0003624167230983631,0.000216637597642233,0.5207100591715976,-0.38152605128733147,0.7028129442718831,-0.0022242128501808217,0.0014993794039840954,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_EQ,TOP_3,21,162,-0.0005537631277727725,0.0009491971155056733,0.5185185185185185,-0.3075414823420637,0.7584312535105975,-0.004082899353999636,0.002975373098454091,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_EQ,TOP_3,42,154,-0.00241756257303811,-0.0021738182227500347,0.487012987012987,-0.8303687340628823,0.406330337390057,-0.008123865543216962,0.003288740397140743,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_EQ,TOP_3,63,145,-0.003193631703519102,-0.0031566815453933916,0.45517241379310347,-0.8335263409669827,0.4045479483910229,-0.010703176166770426,0.004315912759732221,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_RECENCY_TILT,TOP_3,10,170,-0.001446565965327176,-0.0003792129483635165,0.48823529411764705,-1.4698289009645966,0.14160809961064738,-0.0033755096617275045,0.0004823777310731525,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_RECENCY_TILT,TOP_3,21,163,-0.0021389509317573598,-0.00042009138915766187,0.49079754601226994,-1.1783469235243742,0.23865832815899946,-0.005696703497872579,0.0014188016343578591,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
FULL,,,GEOGRAPHY,MH_LEVEL_RECENCY_TILT,TOP_3,42,157,-0.003080855058469355,-0.0009023943158251724,0.4840764331210191,-0.9818044803296898,0.3261961805078426,-0.009231127416322414,0.0030694172993837037,CONTEMPORANEOUS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
