selection_rule,weighting_method,friction_bps_one_way,fixed_fee_per_trade_leg_gbp,sleeve_size_gbp,net_cagr,maximum_drawdown,sharpe_zero_cash_hurdle,annual_turnover_traded_notional,trade_legs,total_transaction_cost_rate,warning
TOP_3,RANK_DECAY,20,3.99,250000,0.21257270111704796,-0.27781926122860146,0.7706484587080414,8.93521216452762,247,0.0911566866612295,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,RANK_DECAY,20,3.99,500000,0.21280603617070737,-0.2778154780845409,0.7714948993747794,8.93521216452762,247,0.09019739756495126,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,RANK_DECAY,40,3.99,100000,0.19013066807891987,-0.27790664881995664,0.6892801747148162,8.93521216452762,247,0.18415877908544961,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,RANK_DECAY,40,3.99,250000,0.19094986755882637,-0.27789255514925537,0.6922617627097858,8.93521216452762,247,0.1807340102001821,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,RANK_DECAY,40,3.99,500000,0.1912195033438011,-0.27788792786874794,0.6932430788347768,8.93521216452762,247,0.1796072320995381,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,10,3.99,100000,0.21333397390722908,-0.3023520968015435,0.7181043645375351,9.532522207017324,247,0.052674436095197924,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,10,3.99,250000,0.21407850955531105,-0.3023408223990883,0.7206043475974668,9.532522207017324,247,0.04961382547029085,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,10,3.99,500000,0.2143237093478012,-0.30233711768544813,0.7214276062629905,9.532522207017323,247,0.04860624047430802,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,20,3.99,100000,0.20168292885609196,-0.30235943878604,0.6791584419529582,9.532522207017324,247,0.10075852877203968,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,20,3.99,250000,0.20249096086223095,-0.3023468495300169,0.6818774152174274,9.532522207017323,247,0.09740773443132271,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,20,3.99,500000,0.20275694253099918,-0.3023427156409295,0.6827723566570517,9.532522207017324,247,0.09630519434505257,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,40,3.99,100000,0.17863427958580425,-0.30237492403895316,0.6017632682012165,9.532522207017324,247,0.19707309191685932,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,40,3.99,250000,0.17958688672174006,-0.30235921647767083,0.6049794413916814,9.532522207017323,247,0.19305283588573147,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SCORE_PROPORTIONAL_CAPPED,40,3.99,500000,0.17990012400366062,-0.30235406662398523,0.6060369197608302,9.532522207017323,247,0.19173153748738012,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,10,3.99,100000,0.21621715094941107,-0.25785153663761806,0.8876792788358392,9.975067287246686,247,0.0540070276601853,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,10,3.99,250000,0.21683377908818113,-0.25785153663761795,0.8902191103782646,9.975067287246686,247,0.051478155305894044,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,10,3.99,500000,0.21703716687812125,-0.25785153663761806,0.8910567836546729,9.975067287246686,247,0.05064429085450272,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,20,3.99,100000,0.20403976793658152,-0.25785153663761806,0.8376364502306829,9.975067287246686,247,0.10417489148734163,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,20,3.99,250000,0.20470236855917312,-0.25785153663761806,0.8403717309378733,9.975067287246686,247,0.101432572464417,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,20,3.99,500000,0.20492084018220735,-0.25785153663761806,0.8412735450656521,9.975067287246686,247,0.10052867993196311,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,40,3.99,100000,0.17998753858382166,-0.2578515366376182,0.7384122530729119,9.975067287246686,247,0.20460706631074216,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,40,3.99,250000,0.18075330520606991,-0.25785153663761806,0.7415834306869745,9.975067287246686,247,0.20137928138606281,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,INVERSE_VOLATILITY_CAPPED,40,3.99,500000,0.18100559276603168,-0.2578515366376183,0.742628156007577,9.975067287246686,247,0.20031628033163962,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,10,3.99,100000,0.2131041376980296,-0.3023520421443179,0.718664019679528,9.565835549594425,247,0.05281277220276068,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,10,3.99,250000,0.21384441204370463,-0.3023408009242915,0.7211540817325189,9.565835549594425,247,0.0497691051981899,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,10,3.99,500000,0.21408821152599034,-0.3023371070199109,0.7219740835825416,9.565835549594425,247,0.048767083539779515,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,20,3.99,100000,0.20141543659703998,-0.30235938501697257,0.679521154016374,9.565835549594425,247,0.1010622242594644,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,20,3.99,250000,0.20221905873497636,-0.3023468284395423,0.6822301123701263,9.565835549594427,247,0.0977289879103981,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,20,3.99,500000,0.20248359222932932,-0.30234270517218387,0.6831217688639415,9.565835549594425,247,0.09663220854085196,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,40,3.99,100000,0.17829350667217936,-0.3023748751390528,0.6017372472164864,9.565835549594425,247,0.19770773272783113,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,40,3.99,250000,0.17924142883236982,-0.30235919738753925,0.604943405547724,9.565835549594425,247,0.1937061292400945,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TOP_3,SIGNAL_X_INVERSE_VOLATILITY,40,3.99,500000,0.17955312982854865,-0.3023540571637051,0.6059976051753908,9.565835549594425,247,0.19239094040425953,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
