signal_id,signal_family,registry_class,universe_id,cohort_id,frequency_id,authorised_family_count,historical_eligibility_warning,date_pair_count,mean_rank_autocorrelation,median_rank_autocorrelation,mean_signal_autocorrelation,average_absolute_rank_change,mean_top_bucket_membership_turnover,mean_top_bucket_duration_observations,median_top_bucket_duration_observations,top_bucket_duration_run_count,status
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,THEMATIC,WEEKLY_WEDNESDAY,0,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,,,,,0,LIMITED_DATE_COUNT
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,THEMATIC,MONTH_END,0,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,,,,,0,LIMITED_DATE_COUNT
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.6195876288659794,0.7999999999999998,0.6791005635136378,0.13039406733788028,,,,0,TESTED
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.2074074074074074,0.29999999999999993,0.2209700645467312,0.24575569358178057,,,,0,TESTED
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.8603053435114503,0.9,0.9368905613472497,0.07051574623459607,,,,0,TESTED
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.6111111111111112,0.7000000000000001,0.6646562265112563,0.15638371290545203,,,,0,TESTED
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.9045454545454544,1.0,0.9462749872254402,0.04312629399585922,,,,0,TESTED
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.5375000000000001,0.7000000000000002,0.698528851339725,0.1048964218455744,,,,0,LIMITED_DATE_COUNT
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.015076754385964914,,,,0,LIMITED_DATE_COUNT
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.04693140794223827,,,,0,LIMITED_DATE_COUNT
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.016721491228070175,,,,0,LIMITED_DATE_COUNT
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.03730445246690734,,,,0,LIMITED_DATE_COUNT
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.781818181818182,0.8999999999999999,0.8789672115113402,0.08517191977077364,,,,0,TESTED
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.475,0.55,0.6257405792535002,0.1767876787678768,,,,0,LIMITED_DATE_COUNT
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.037667698658410735,,,,0,LIMITED_DATE_COUNT
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.06862745098039216,,,,0,LIMITED_DATE_COUNT
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.8534908681678308,1.0,0.8534908681678308,0.03695652173913044,,,,0,LIMITED_DATE_COUNT
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,-0.12920918810140183,-0.12920918810140183,-0.12920918810140175,0.08159133709981167,,,,0,LIMITED_DATE_COUNT
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.02007949561403509,,,,0,LIMITED_DATE_COUNT
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.04181708784596872,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.9005571175672361,1.0,0.900557117567236,0.03744306418219462,,,,0,TESTED
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.3520620726159658,0.7041241452319316,0.3520620726159657,0.08917137476459511,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.01980537280701754,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.04181708784596872,,,,0,LIMITED_DATE_COUNT
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.03214089912280702,,,,0,LIMITED_DATE_COUNT
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.05565583634175692,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.8568181818181819,0.9,0.908431439937473,0.04213250517598344,,,,0,TESTED
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.4875,0.7,0.5244654521319948,0.09209039548022599,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.022203947368421052,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.05595667870036101,,,,0,LIMITED_DATE_COUNT
MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.8538461538461537,0.8999999999999999,0.925097912922579,0.061590092645112504,,,,0,TESTED
MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.6214285714285716,0.8,0.727294432132151,0.10395622895622897,,,,0,LIMITED_DATE_COUNT
MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,0.8958333333333334,0.95,0.966801019362839,0.035112936344969196,,,,0,TESTED
MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,0.5750000000000001,0.6500000000000001,0.86144493060904,0.08364389233954453,,,,0,LIMITED_DATE_COUNT
MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.017066666666666667,,,,0,LIMITED_DATE_COUNT
MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.03931924882629108,,,,0,LIMITED_DATE_COUNT
MOM_294,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.016526610644257703,,,,0,LIMITED_DATE_COUNT
MOM_294,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.037654320987654324,,,,0,LIMITED_DATE_COUNT
ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.02726666666666666,,,,0,LIMITED_DATE_COUNT
ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.06191314553990611,,,,0,LIMITED_DATE_COUNT
ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.008893557422969189,,,,0,LIMITED_DATE_COUNT
ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.025,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.026466666666666663,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.05780516431924884,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.011134453781512605,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.026851851851851852,,,,0,LIMITED_DATE_COUNT
TREND_MA_210,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.03553333333333334,,,,0,LIMITED_DATE_COUNT
TREND_MA_210,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.06690140845070422,,,,0,LIMITED_DATE_COUNT
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,WEEKLY_WEDNESDAY,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.0342436974789916,,,,0,LIMITED_DATE_COUNT
TREND_MA_294,TOTAL_RETURN_TREND_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_DIVERSIFIER,MONTH_END,5,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.04351851851851852,,,,0,LIMITED_DATE_COUNT
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.10974231464737794,,,,0,LIMITED_DATE_COUNT
MOM_21,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.20724637681159422,,,,0,LIMITED_DATE_COUNT
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.047900262467191604,,,,0,LIMITED_DATE_COUNT
MOM_63,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.1103670634920635,,,,0,LIMITED_DATE_COUNT
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.02780323861900397,,,,0,LIMITED_DATE_COUNT
MOM_126,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.07777777777777778,,,,0,LIMITED_DATE_COUNT
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.004889975550122249,,,,0,LIMITED_DATE_COUNT
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.021505376344086023,,,,0,LIMITED_DATE_COUNT
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.009779951100244499,,,,0,LIMITED_DATE_COUNT
MOM_12_1,TWELVE_MINUS_ONE_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.021505376344086023,,,,0,LIMITED_DATE_COUNT
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.0713516424340334,,,,0,LIMITED_DATE_COUNT
MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.19823232323232323,,,,0,LIMITED_DATE_COUNT
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.03468208092485549,,,,0,LIMITED_DATE_COUNT
MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.07692307692307693,,,,0,LIMITED_DATE_COUNT
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.020394133822181484,,,,0,LIMITED_DATE_COUNT
ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.03854166666666667,,,,0,LIMITED_DATE_COUNT
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.006418092909535452,,,,0,LIMITED_DATE_COUNT
ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.009408602150537635,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.018790100824931256,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.04861111111111112,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.007640586797066014,,,,0,LIMITED_DATE_COUNT
ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.009408602150537635,,,,0,LIMITED_DATE_COUNT
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.012530562347188265,,,,0,LIMITED_DATE_COUNT
TREND_MA_252,TOTAL_RETURN_TREND_QUALIFICATION,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.025537634408602152,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.02153987167736022,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.0375,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.009779951100244499,,,,0,LIMITED_DATE_COUNT
RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,PRIMARY,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.021505376344086023,,,,0,LIMITED_DATE_COUNT
MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.04142421723469105,,,,0,LIMITED_DATE_COUNT
MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.06396063960639607,,,,0,LIMITED_DATE_COUNT
MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.023567310952865378,,,,0,LIMITED_DATE_COUNT
MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.07680491551459293,,,,0,LIMITED_DATE_COUNT
MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.011961722488038277,,,,0,LIMITED_DATE_COUNT
MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.021052631578947368,,,,0,LIMITED_DATE_COUNT
MOM_294,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.0075,,,,0,LIMITED_DATE_COUNT
MOM_294,SIMPLE_TOTAL_RETURN_MOMENTUM,SECONDARY_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.02197802197802198,,,,0,LIMITED_DATE_COUNT
ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.007476076555023923,,,,0,LIMITED_DATE_COUNT
ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.02236842105263158,,,,0,LIMITED_DATE_COUNT
ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,WEEKLY_WEDNESDAY,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,1372,,,,0.0040625,,,,0,LIMITED_DATE_COUNT
ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE,DEFENSIVE_FIXED_INCOME_CASH,MONTH_END,4,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,315,,,,0.008241758241758242,,,,0,LIMITED_DATE_COUNT
