research_group_id,formation_horizon_sessions,global_parent_state,forward_horizon_sessions,family_observation_count,date_observation_count,mean_forward_relative_global,global_relative_hac_p_value,mean_forward_relative_parent,parent_relative_hac_p_value,parent_mapping_frozen_before_a3r1,warning
INDUSTRY,21,NEITHER_STRONG,63,1578,586,-0.005878055556743847,0.41197576395592594,-0.0017261826724395562,0.7041215407566324,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,NEITHER_STRONG,126,1505,572,-0.007998692805317625,0.5995329087978266,-0.003163726847494058,0.7546936824726374,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,PARENT_ONLY,5,366,272,-0.0013533574293112243,0.4761829143345949,-0.002189197850670932,0.07387007903445142,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,PARENT_ONLY,10,368,273,-0.0025631133758561853,0.36566017356093095,-0.002858856181472351,0.10153328327324465,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,PARENT_ONLY,21,360,270,0.003861118333552343,0.4819019529616557,-0.0026734181911438814,0.3625198917389175,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,PARENT_ONLY,42,359,269,0.0029282863691040117,0.7181629444247976,-0.003294436381580067,0.47884759458377857,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,PARENT_ONLY,63,353,265,0.007705410936213688,0.4922884221573174,0.0024972803969372888,0.6888757704909793,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,21,PARENT_ONLY,126,334,258,0.006863252766940837,0.7946830796384823,0.001850423356116169,0.8863299159081103,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,BOTH_STRONG,5,5431,693,-0.0006148826359432857,0.08792287850383991,-0.0001558727976243519,0.6389397582035529,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,BOTH_STRONG,10,5407,692,-0.001178039260251349,0.04250701493267248,-0.00023555585796119203,0.6609239473107023,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,BOTH_STRONG,21,5370,689,-0.0023943451799430765,0.02726223372153973,-0.0006504079575734462,0.4931432176344388,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,BOTH_STRONG,42,5286,685,-0.00438903326051205,0.023418282890848213,-0.0010169365731696883,0.5303793162070632,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,BOTH_STRONG,63,5204,680,-0.006438242035885387,0.014648010355986696,-0.0011998031796813568,0.5636098173603903,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,BOTH_STRONG,126,5016,663,-0.01242080492148272,0.0012166213311282092,-0.0009377572439764692,0.7498766862799214,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,GLOBAL_ONLY,5,493,261,-0.0007501127774273,0.47450684407794186,-3.554204427723886e-05,0.9679535549036691,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,GLOBAL_ONLY,10,496,262,0.0002331528898528005,0.8788919783661072,0.0006650719805505956,0.5890515650989556,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,GLOBAL_ONLY,21,487,260,0.0008754175729399015,0.7376856114492489,0.0017382712243476507,0.34055263844032135,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,GLOBAL_ONLY,42,482,255,-0.0016920468914088523,0.6882625001594236,0.0024660313873388086,0.41305704844962143,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,GLOBAL_ONLY,63,473,250,-0.0023005190394627135,0.6273563373695099,0.0058893444839119265,0.08692312495088825,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,GLOBAL_ONLY,126,456,244,-0.007554591484004657,0.14928525445225768,0.01338575271134468,0.0010858004759092433,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,NEITHER_STRONG,5,5804,705,-0.00029383451126660417,0.49113777057796604,9.076666878979915e-05,0.8137505139268619,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,NEITHER_STRONG,10,5773,703,-0.0009517608683100241,0.14928851447159747,-0.0001296891046019203,0.8269225916281362,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,NEITHER_STRONG,21,5715,699,-0.0023068183291962024,0.09129225477936503,-0.0007549594142242311,0.5260817694039464,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,NEITHER_STRONG,42,5636,691,-0.004234361448235503,0.11445788992873039,-0.0012736033338804791,0.5832816389576878,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,NEITHER_STRONG,63,5499,682,-0.006309335946581396,0.1050103785366366,-0.0018264709840694054,0.5951967867576773,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,NEITHER_STRONG,126,5193,668,-0.01010467980454077,0.09208822782076241,-0.0010160069082613082,0.8519428294714153,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,PARENT_ONLY,5,753,345,-0.0006206773759427604,0.4641566027332441,0.00036207023677072746,0.6321326867546401,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,PARENT_ONLY,10,751,344,-0.000808176586115213,0.49689784919893343,0.0009100473831606816,0.37875109371727234,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,PARENT_ONLY,21,749,340,-0.0011724957846384304,0.5956964153424318,0.003036578715397915,0.11008810634116328,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,PARENT_ONLY,42,741,339,-0.002782799406133526,0.3660435284157759,0.00522418896473709,0.03828987687043819,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,PARENT_ONLY,63,708,331,-0.0023022686699077405,0.542658867267195,0.00783187841555082,0.03865889102358546,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,21,PARENT_ONLY,126,688,320,-0.0071721153668391005,0.2538570171115204,0.011264394532645133,0.1731941032643205,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,BOTH_STRONG,5,1922,584,-0.00036544204926516443,0.59535364926481,-0.0005433531780394548,0.3768504636855734,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,BOTH_STRONG,10,1918,587,-0.0008388263491847357,0.4353256442971847,-0.0010413609058656575,0.29182802072495795,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,BOTH_STRONG,21,1901,584,-0.0011280958860317237,0.5952028983498349,-0.0014267590588173422,0.45749868026442575,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,BOTH_STRONG,42,1879,579,-0.0029598312681863143,0.401534939299817,-0.002851894518213846,0.3552951859447243,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,BOTH_STRONG,63,1859,574,-0.0038790273829331073,0.47041355967779075,-0.003314934807185245,0.4890248836546083,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,BOTH_STRONG,126,1770,559,-0.003400740769037749,0.7698104570390529,-0.003105643221688291,0.7495465378186756,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,5,432,270,0.001828808486147597,0.23274413031534735,0.001162890081310981,0.36355590005271066,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,10,422,266,-0.00040590155993092375,0.858643099403002,0.0024771949747478582,0.22064934283004178,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,21,424,266,-0.0020798277194314643,0.5863431988219375,0.003006480858199388,0.38251170222030884,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,42,415,261,-0.0006689224265331763,0.9179730824134034,0.0034211591108799667,0.5874146919828694,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,63,405,257,-0.002521285020232036,0.7901831500302892,0.0031761339438448454,0.6908879687179976,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,GLOBAL_ONLY,126,375,243,0.0021105489893249643,0.8747813606314362,0.00015355294066017743,0.9882288688723107,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,21,NEITHER_STRONG,5,2315,616,-0.0012202484405589556,0.037839894750639,-0.000378074678306673,0.465192149635543,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
