evaluation_id,signal_id,signal_family,signal_role,registry_class,universe_id,primary_decision_universe,cohort_id,ranking_mode,frequency_id,forward_horizon_sessions,authorised_family_count,scheduled_observation_dates,overlapping_forward_returns,historical_eligibility_warning,status,benchmark_id,top_rank_vs_cross_section_median_observations,top_rank_vs_cross_section_median_hit_rate,top_rank_vs_equal_weight_observations,top_rank_vs_equal_weight_hit_rate,top_rank_vs_benchmark_observations,top_rank_vs_benchmark_hit_rate
A3EVAL-3F63F6D1C536AD9C,MULTI_Z_21_63_126,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,124,0.45161290322580644,124,0.49193548387096775,57,0.3333333333333333
A3EVAL-BF6A4742AED8C1E8,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,496,0.4415322580645161,496,0.49193548387096775,274,0.5291970802919708
A3EVAL-8B6C1C002E0E3F5C,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,495,0.4262626262626263,495,0.5111111111111111,273,0.4908424908424908
A3EVAL-1E9C676A704FD88A,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,488,0.4364754098360656,488,0.5122950819672131,270,0.48148148148148145
A3EVAL-091312B192624B2C,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,478,0.45188284518828453,478,0.50418410041841,266,0.48120300751879697
A3EVAL-50F8D22B8FA4FB15,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,468,0.44871794871794873,468,0.5106837606837606,261,0.4827586206896552
A3EVAL-CE7642E4BEE92506,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,440,0.45681818181818185,440,0.5045454545454545,248,0.43951612903225806
A3EVAL-D44B17F8956CD022,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,115,0.4956521739130435,115,0.5652173913043478,63,0.6190476190476191
A3EVAL-CE4A021461293213,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,115,0.45217391304347826,115,0.5217391304347826,63,0.5555555555555556
A3EVAL-9163580716F212D2,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,113,0.37168141592920356,113,0.46017699115044247,62,0.5
A3EVAL-ECE104F4FB3D4580,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,110,0.42727272727272725,110,0.5,61,0.5245901639344263
A3EVAL-8DD83FCA79318C7F,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,108,0.42592592592592593,108,0.5,60,0.55
A3EVAL-ED150C3A96AA8BF2,MULTI_Z_63_126_252,MULTI_HORIZON_RELATIVE_STRENGTH,CONTINUOUS_RANK,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,101,0.504950495049505,101,0.5445544554455446,57,0.45614035087719296
A3EVAL-9182F05220DF370B,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,667,0.4662668665667166,667,0.2518740629685157,343,0.4897959183673469
A3EVAL-600C00144CC7D60C,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,659,0.47192716236722304,659,0.283763277693475,335,0.48656716417910445
A3EVAL-535CD3793D0B7358,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,631,0.4611727416798732,631,0.24564183835182252,307,0.4169381107491857
A3EVAL-1B2EDC3FD15B57FD,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,597,0.4204355108877722,597,0.22780569514237856,273,0.3956043956043956
A3EVAL-A115078DF5EB8EBD,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,584,0.4486301369863014,584,0.25,261,0.41379310344827586
A3EVAL-0AD50F81716197F4,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,564,0.4858156028368794,564,0.28900709219858156,248,0.39919354838709675
A3EVAL-BADDB7CC638A8D9F,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,156,0.46153846153846156,156,0.26282051282051283,82,0.4878048780487805
A3EVAL-830F73EA9DACE5FE,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,151,0.543046357615894,151,0.2980132450331126,77,0.5194805194805194
A3EVAL-FD682EC0E5576CA2,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,148,0.46621621621621623,148,0.2635135135135135,74,0.4189189189189189
A3EVAL-D3B280FD59230439,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,141,0.46099290780141844,141,0.24822695035460993,67,0.40298507462686567
A3EVAL-3EC8D4242F0DD8ED,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,133,0.41353383458646614,133,0.24060150375939848,60,0.36666666666666664
A3EVAL-AEA0750F8759B118,ABS_POS_126,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,128,0.4921875,128,0.2734375,57,0.3508771929824561
A3EVAL-8220AC4DDD26D4F2,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,497,0.49295774647887325,497,0.24346076458752516,274,0.5072992700729927
A3EVAL-51F04AD1027EAB41,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,496,0.45564516129032256,496,0.24596774193548387,273,0.4835164835164835
A3EVAL-028482E5195F75A7,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,493,0.46247464503042596,493,0.2150101419878296,270,0.44074074074074077
A3EVAL-216F14A23D767C8A,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,488,0.3975409836065574,488,0.19262295081967212,266,0.38721804511278196
A3EVAL-1316DA8D4A08AB7D,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,482,0.4004149377593361,482,0.18672199170124482,261,0.40229885057471265
A3EVAL-D4C310DC26DE8641,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,466,0.3948497854077253,466,0.19527896995708155,248,0.4274193548387097
A3EVAL-D80FC6919592374F,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,115,0.48695652173913045,115,0.23478260869565218,63,0.5396825396825397
A3EVAL-EE5B93F4187DC5E4,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,115,0.45217391304347826,115,0.16521739130434782,63,0.4444444444444444
A3EVAL-3B033DE51AFABDF3,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,114,0.42105263157894735,114,0.18421052631578946,62,0.3548387096774194
A3EVAL-695A4C3931DD4314,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,113,0.39823008849557523,113,0.1592920353982301,61,0.3770491803278688
A3EVAL-D74BB4D7F779B15C,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,112,0.35714285714285715,112,0.1875,60,0.4166666666666667
A3EVAL-737E47CDD183994C,ABS_POS_252,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,109,0.3944954128440367,109,0.1743119266055046,57,0.43859649122807015
A3EVAL-B5491EFB4ED6029C,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,667,0.46926536731634183,667,0.26686656671664166,343,0.4752186588921283
A3EVAL-804C12B503F7C929,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,659,0.46889226100151743,659,0.2883156297420334,335,0.47761194029850745
A3EVAL-A177F55A1B3C44FB,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,631,0.4595879556259905,631,0.24722662440570523,307,0.4201954397394137
A3EVAL-52E107C4F83A1138,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,597,0.42546063651591287,597,0.23953098827470687,273,0.39194139194139194
A3EVAL-64CC24FE8BB6F52B,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,585,0.4581196581196581,585,0.25811965811965815,261,0.41762452107279696
A3EVAL-53026D42A64F43EF,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,563,0.4849023090586146,563,0.2912966252220249,248,0.3951612903225806
A3EVAL-85CCAA16FF66CA87,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,156,0.4551282051282051,156,0.25,82,0.47560975609756095
A3EVAL-31E3143320FD3CA2,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,151,0.5099337748344371,151,0.26490066225165565,77,0.4805194805194805
A3EVAL-73B0C232349B3490,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,148,0.42567567567567566,148,0.22972972972972974,74,0.40540540540540543
A3EVAL-07FF12B46295CE8D,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,141,0.46099290780141844,141,0.24822695035460993,67,0.3880597014925373
A3EVAL-3EA7C0208EB3785D,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,134,0.41044776119402987,134,0.23880597014925373,60,0.36666666666666664
A3EVAL-0AB8DDD41D1CDE10,ABOVE_GBP_CASH_126,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,128,0.4921875,128,0.265625,57,0.3508771929824561
A3EVAL-9D34C3AFF832163E,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,497,0.48088531187122735,497,0.2676056338028169,274,0.5109489051094891
A3EVAL-61EC233FCB400004,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,38,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,496,0.45564516129032256,496,0.28830645161290325,273,0.47985347985347987
A3EVAL-EB6728118AE6F2DC,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,493,0.47058823529411764,493,0.2535496957403651,270,0.42962962962962964
A3EVAL-930858A67F07F405,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,489,0.42535787321063395,489,0.24948875255623723,266,0.39097744360902253
A3EVAL-55F6C4056CDE3032,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,480,0.4166666666666667,480,0.24583333333333332,261,0.4061302681992337
A3EVAL-B167DE3EB80B1450,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,38,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,461,0.4229934924078091,461,0.2603036876355748,248,0.4314516129032258
A3EVAL-521E01E19A5ED192,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,115,0.48695652173913045,115,0.2782608695652174,63,0.5238095238095238
A3EVAL-7412E863BA87893E,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,115,0.4260869565217391,115,0.20869565217391303,63,0.4444444444444444
A3EVAL-5D7AF648BE2FC3E9,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,38,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,114,0.41228070175438597,114,0.22807017543859648,62,0.3387096774193548
A3EVAL-D654823769EA638A,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,113,0.3893805309734513,113,0.21238938053097345,61,0.3770491803278688
A3EVAL-DB35DF290765BCAC,ABOVE_GBP_CASH_252,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,PRIMARY,CORE,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,38,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,GLOBAL_ALL_WORLD,111,0.36936936936936937,111,0.25225225225225223,60,0.38333333333333336
