module_id,date,normalised_value,drawdown
A4_BASELINE_MONTHLY,2021-12-17,0.9637808707211273,-0.10955691602785667
A4_BASELINE_MONTHLY,2021-12-20,0.9463241037099566,-0.12568533061444154
A4_BASELINE_MONTHLY,2021-12-21,0.9661461269767857,-0.10737164120174714
A4_BASELINE_MONTHLY,2021-12-22,0.9812376377322976,-0.09342850144127235
A4_BASELINE_MONTHLY,2021-12-23,1.0000421033365585,-0.07605493982183731
A4_BASELINE_MONTHLY,2021-12-24,0.9929508570480831,-0.08260658595441883
A4_BASELINE_MONTHLY,2021-12-29,1.0013943244081493,-0.07480561444323908
A4_BASELINE_MONTHLY,2021-12-30,1.0010551385206266,-0.07511899037432557
A4_BASELINE_MONTHLY,2021-12-31,0.989907229017379,-0.08541861264270145
A4_BASELINE_MONTHLY,2022-01-04,0.9824767968413808,-0.09228363470636958
A4_BASELINE_MONTHLY,2022-01-05,0.9917116979390002,-0.08375145268932127
A4_BASELINE_MONTHLY,2022-01-06,0.9721157985971861,-0.10185622481462475
A4_BASELINE_MONTHLY,2022-01-07,0.9516199260338118,-0.12079248774374429
A4_BASELINE_MONTHLY,2022-01-10,0.9283065493647483,-0.14233186007375587
A4_BASELINE_MONTHLY,2022-01-11,0.9537590583644552,-0.11881613020502557
A4_BASELINE_MONTHLY,2022-01-12,0.9604025792814006,-0.11267814030147827
A4_BASELINE_MONTHLY,2022-01-13,0.9731288337812539,-0.10092027536711323
A4_BASELINE_MONTHLY,2022-01-14,0.9619809242780064,-0.11121989763548912
A4_BASELINE_MONTHLY,2022-01-17,0.9751549041493898,-0.09904837647208997
A4_BASELINE_MONTHLY,2022-01-18,0.9481285726315775,-0.12401817066106147
A4_BASELINE_MONTHLY,2022-01-19,0.9153541709398798,-0.15429864229551193
A4_BASELINE_MONTHLY,2022-01-20,0.9163672061239476,-0.15336269284800041
A4_BASELINE_MONTHLY,2022-01-21,0.8995888108878226,-0.16886435557241208
A4_BASELINE_MONTHLY,2022-01-24,0.8542283515297809,-0.2107731634230453
A4_BASELINE_MONTHLY,2022-01-25,0.8562996466829199,-0.20885948107054364
A4_BASELINE_MONTHLY,2022-01-26,0.8766146201062823,-0.19009035197133672
A4_BASELINE_MONTHLY,2022-01-27,0.8489551415984276,-0.21564511456500302
A4_BASELINE_MONTHLY,2022-01-28,0.832244583539807,-0.2310841021031974
A4_BASELINE_MONTHLY,2022-01-31,0.8677415172886873,-0.19828826632855923
A4_BASELINE_MONTHLY,2022-02-01,0.8772472409773415,-0.18950586965121174
A4_BASELINE_MONTHLY,2022-02-02,0.869380171635663,-0.19677430348221892
A4_BASELINE_MONTHLY,2022-02-03,0.8696562091564236,-0.19651927071621866
A4_BASELINE_MONTHLY,2022-02-04,0.8921532670984165,-0.1757341002871985
A4_BASELINE_MONTHLY,2022-02-07,0.8907730794946134,-0.17700926411719953
A4_BASELINE_MONTHLY,2022-02-08,0.8626172523770271,-0.20302260624922497
A4_BASELINE_MONTHLY,2022-02-09,0.8772472409773415,-0.18950586965121174
A4_BASELINE_MONTHLY,2022-02-10,0.8816638413095119,-0.18542534539520783
A4_BASELINE_MONTHLY,2022-02-11,0.8848382727982593,-0.18249246858620494
A4_BASELINE_MONTHLY,2022-02-14,0.8790414848622856,-0.18784815667221033
A4_BASELINE_MONTHLY,2022-02-15,0.8638594212204501,-0.20187495880222373
A4_BASELINE_MONTHLY,2022-02-16,0.8856663853605413,-0.18172737028820418
A4_BASELINE_MONTHLY,2022-02-17,0.877799316018863,-0.18899580411921113
A4_BASELINE_MONTHLY,2022-02-18,0.8714504530413679,-0.19486155773721692
A4_BASELINE_MONTHLY,2022-02-21,0.8637214024600697,-0.20200247518522396
A4_BASELINE_MONTHLY,2022-02-22,0.8648255525431123,-0.20098234412122296
A4_BASELINE_MONTHLY,2022-02-23,0.8598568771694207,-0.20557293390922737
A4_BASELINE_MONTHLY,2022-02-24,0.8697942279168038,-0.19639175433321865
A4_BASELINE_MONTHLY,2022-02-25,0.8739347907282135,-0.19256626284321499
A4_BASELINE_MONTHLY,2022-02-28,0.8976740175136294,-0.17063344496719357
A4_BASELINE_MONTHLY,2022-03-01,0.9223793756217074,-0.14780801241017139
A4_BASELINE_MONTHLY,2022-03-02,0.9216892818198058,-0.14844559432517201
A4_BASELINE_MONTHLY,2022-03-03,0.9283141823180615,-0.14232480794116587
A4_BASELINE_MONTHLY,2022-03-04,0.9426681333976151,-0.12906310410915312
A4_BASELINE_MONTHLY,2022-03-07,0.9817274425852469,-0.09297596772011807
A4_BASELINE_MONTHLY,2022-03-08,0.9926309246552926,-0.08290217346310824
A4_BASELINE_MONTHLY,2022-03-09,0.9448764335637005,-0.12702284198115088
A4_BASELINE_MONTHLY,2022-03-10,0.9567460469564083,-0.1160564330431404
A4_BASELINE_MONTHLY,2022-03-11,0.9568840657167885,-0.11592891666014038
A4_BASELINE_MONTHLY,2022-03-14,0.9160305126442126,-0.15367376602817695
A4_BASELINE_MONTHLY,2022-03-15,0.9102337247082389,-0.15902945411418223
A4_BASELINE_MONTHLY,2022-03-16,0.9102337247082389,-0.15902945411418223
A4_BASELINE_MONTHLY,2022-03-17,0.9510872777808148,-0.12128460474614566
A4_BASELINE_MONTHLY,2022-03-18,0.9559179343941263,-0.11682153134114115
A4_BASELINE_MONTHLY,2022-03-21,0.9872481930004599,-0.08787531240011315
A4_BASELINE_MONTHLY,2022-03-22,0.966821416464172,-0.10674773708413132
A4_BASELINE_MONTHLY,2022-03-23,1.0042245005272399,-0.07219079729109767
A4_BASELINE_MONTHLY,2022-03-24,1.0067088382140856,-0.06989550239709552
A4_BASELINE_MONTHLY,2022-03-25,1.034864665331672,-0.04388216026507008
A4_BASELINE_MONTHLY,2022-03-28,1.0209247705332591,-0.056761314948082675
A4_BASELINE_MONTHLY,2022-03-29,0.9998079001950694,-0.07627132154710181
A4_BASELINE_MONTHLY,2022-03-30,1.023409108220105,-0.05446602005408052
A4_BASELINE_MONTHLY,2022-03-31,1.0252033521050494,-0.052808307075078664
A4_BASELINE_MONTHLY,2022-04-01,1.0265835397088525,-0.05153314324507752
A4_BASELINE_MONTHLY,2022-04-04,1.024237220782387,-0.053700921756079545
A4_BASELINE_MONTHLY,2022-04-05,1.0257554271465705,-0.05229824154307827
A4_BASELINE_MONTHLY,2022-04-06,1.0102973259839743,-0.06658007643909214
A4_BASELINE_MONTHLY,2022-04-07,1.0011880877988726,-0.07499615771710055
A4_BASELINE_MONTHLY,2022-04-08,1.0412135283091666,-0.03801640664706474
A4_BASELINE_MONTHLY,2022-04-11,1.0281017460730357,-0.05013046303207647
A4_BASELINE_MONTHLY,2022-04-12,1.0539112542641564,-0.026284899411053275
A4_BASELINE_MONTHLY,2022-04-13,1.0505988040150287,-0.029345292603056183
A4_BASELINE_MONTHLY,2022-04-14,1.05970804220013,-0.020929211325048214
A4_BASELINE_MONTHLY,2022-04-19,1.0650907738549626,-0.015956072388043308
A4_BASELINE_MONTHLY,2022-04-20,1.0769603872476703,-0.004989663450032822
A4_BASELINE_MONTHLY,2022-04-21,1.082343118902503,-1.6524513027915688e-05
A4_BASELINE_MONTHLY,2022-04-22,1.0340365527693895,-0.04464725856307128
A4_BASELINE_MONTHLY,2022-04-25,0.9690297166302568,-0.10470747495612964
A4_BASELINE_MONTHLY,2022-04-26,1.0195445829294556,-0.058036478778084266
A4_BASELINE_MONTHLY,2022-04-27,1.0158180763991869,-0.06147942111908755
A4_BASELINE_MONTHLY,2022-04-28,1.0232710894597241,-0.05459353643708109
A4_BASELINE_MONTHLY,2022-04-29,1.050460785254648,-0.029472808986056753
A4_BASELINE_MONTHLY,2022-05-03,1.0707495430305556,-0.010727900685038483
A4_BASELINE_MONTHLY,2022-05-04,1.0828951939440241,0.0
A4_BASELINE_MONTHLY,2022-05-05,1.1062203644482986,0.0
A4_BASELINE_MONTHLY,2022-05-06,1.135756379169688,0.0
A4_BASELINE_MONTHLY,2022-05-09,1.0530831417018738,-0.07279134767286433
A4_BASELINE_MONTHLY,2022-05-10,1.0420416408714477,-0.08251306355571775
A4_BASELINE_MONTHLY,2022-05-11,1.0862076441931514,-0.04362620002430451
A4_BASELINE_MONTHLY,2022-05-12,1.050184747733887,-0.07534329809211326
A4_BASELINE_MONTHLY,2022-05-13,1.0884159443592365,-0.041681856847733956
A4_BASELINE_MONTHLY,2022-05-16,1.1145014900711179,-0.018714303074492844
A4_BASELINE_MONTHLY,2022-05-17,1.123058653214698,-0.011179973265281529
A4_BASELINE_MONTHLY,2022-05-18,1.0950408448574922,-0.03584882731802186
A4_BASELINE_MONTHLY,2022-05-19,1.0831712314647843,-0.04629967189208917
A4_BASELINE_MONTHLY,2022-05-20,1.0868977379950528,-0.04301859278162634
A4_BASELINE_MONTHLY,2022-05-23,1.1117411148635115,-0.02114473204520617
A4_BASELINE_MONTHLY,2022-05-24,1.1076005520521017,-0.024790375501276163
A4_BASELINE_MONTHLY,2022-05-25,1.1405870357829992,0.0
A4_BASELINE_MONTHLY,2022-05-26,1.1842009640631819,0.0
A4_BASELINE_MONTHLY,2022-05-27,1.185581151666985,0.0
A4_BASELINE_MONTHLY,2022-05-30,1.2123567911807676,0.0
A4_BASELINE_MONTHLY,2022-05-31,1.2148411288676135,0.0
A4_BASELINE_MONTHLY,2022-06-01,1.214151035065712,-0.0005680527152918113
A4_BASELINE_MONTHLY,2022-06-06,1.23885639317379,0.0
A4_BASELINE_MONTHLY,2022-06-07,1.2519681754099208,0.0
A4_BASELINE_MONTHLY,2022-06-08,1.2929597472428769,0.0
A4_BASELINE_MONTHLY,2022-06-09,1.2661841077290938,-0.020708795900939436
A4_BASELINE_MONTHLY,2022-06-10,1.248793743921173,-0.03415883859948776
A4_BASELINE_MONTHLY,2022-06-13,1.1980028401012135,-0.07344150298889862
A4_BASELINE_MONTHLY,2022-06-14,1.2296091362283077,-0.048996584116140385
A4_BASELINE_MONTHLY,2022-06-15,1.1872373767915483,-0.08176771989752374
A4_BASELINE_MONTHLY,2022-06-16,1.0997334827104228,-0.14944491887275846
A4_BASELINE_MONTHLY,2022-06-17,1.0221669393766806,-0.20943637916310864
A4_BASELINE_MONTHLY,2022-06-20,1.021476845574779,-0.20997011101622565
A4_BASELINE_MONTHLY,2022-06-21,1.055153423107578,-0.1839239965841163
A4_BASELINE_MONTHLY,2022-06-22,1.0102973259839727,-0.21861656703672094
A4_BASELINE_MONTHLY,2022-06-23,0.9784149923361177,-0.24327497865072611
A4_BASELINE_MONTHLY,2022-06-24,0.9987037501120254,-0.22758326216908653
A4_BASELINE_MONTHLY,2022-06-27,1.0209247705332576,-0.2103970964987193
A4_BASELINE_MONTHLY,2022-06-28,1.0627444549284957,-0.1780529461998296
A4_BASELINE_MONTHLY,2022-06-29,1.0388672093826998,-0.19652006831767743
A4_BASELINE_MONTHLY,2022-06-30,1.011677513587776,-0.21754910333048694
A4_BASELINE_MONTHLY,2022-07-01,0.9916647933326291,-0.2330273270708797
A4_BASELINE_MONTHLY,2022-07-04,1.0220289206163002,-0.2095431255337321
A4_BASELINE_MONTHLY,2022-07-05,0.9607485910074366,-0.25693851409052093
A4_BASELINE_MONTHLY,2022-07-06,0.9214132442990441,-0.28736122971818967
A4_BASELINE_MONTHLY,2022-07-07,0.9778629172945968,-0.24370196413321943
A4_BASELINE_MONTHLY,2022-07-08,0.9833836677098096,-0.23943210930828362
A4_BASELINE_MONTHLY,2022-07-11,0.9735843357228067,-0.24701110162254492
A4_BASELINE_MONTHLY,2022-07-12,0.9484649213335876,-0.2664389410760035
A4_BASELINE_MONTHLY,2022-07-13,0.9613006660489577,-0.2565115286080275
A4_BASELINE_MONTHLY,2022-07-14,0.927762107276539,-0.2824508966695134
A4_BASELINE_MONTHLY,2022-07-15,0.9563319906752661,-0.2603543979504698
A4_BASELINE_MONTHLY,2022-07-18,0.9887663993646423,-0.23526900085397107
A4_BASELINE_MONTHLY,2022-07-19,0.9978756375497436,-0.22822374039282678
A4_BASELINE_MONTHLY,2022-07-20,1.0210627892936384,-0.2102903501280956
A4_BASELINE_MONTHLY,2022-07-21,1.0067088382140845,-0.2213919726729291
A4_BASELINE_MONTHLY,2022-07-22,1.0169222264822286,-0.2134927412467975
A4_BASELINE_MONTHLY,2022-07-25,1.0336224964882477,-0.2005764304013664
A4_BASELINE_MONTHLY,2022-07-26,1.0350026840920508,-0.19950896669513252
A4_BASELINE_MONTHLY,2022-07-27,1.0479764475678017,-0.1894748078565327
A4_BASELINE_MONTHLY,2022-07-28,1.0590179483982274,-0.18093509820666098
A4_BASELINE_MONTHLY,2022-07-29,1.0859316066723907,-0.16011955593509808
A4_BASELINE_MONTHLY,2022-08-01,1.0507368227754077,-0.18733988044406513
A4_BASELINE_MONTHLY,2022-08-02,1.0573617232736634,-0.1822160546541418
A4_BASELINE_MONTHLY,2022-08-03,1.0395573031846017,-0.1959863364645602
A4_BASELINE_MONTHLY,2022-08-04,1.0046385568083795,-0.22299316823228021
A4_BASELINE_MONTHLY,2022-08-05,1.0242372207823855,-0.20783518360375763
A4_BASELINE_MONTHLY,2022-08-08,1.045354091120575,-0.1915029888983777
A4_BASELINE_MONTHLY,2022-08-09,1.0504607852546468,-0.18755337318531207
A4_BASELINE_MONTHLY,2022-08-10,1.041489565829926,-0.1944918872758329
A4_BASELINE_MONTHLY,2022-08-11,1.0797207624552756,-0.16492314261315144
A4_BASELINE_MONTHLY,2022-08-12,1.0933846197329276,-0.15435525192143507
A4_BASELINE_MONTHLY,2022-08-15,1.0808249125383182,-0.16406917164816426
A4_BASELINE_MONTHLY,2022-08-16,1.078616612372233,-0.16577711357813874
A4_BASELINE_MONTHLY,2022-08-17,1.0893820756818984,-0.1574508966695135
A4_BASELINE_MONTHLY,2022-08-18,1.1331340227224609,-0.12361229718189626
A4_BASELINE_MONTHLY,2022-08-19,1.157425324549398,-0.10482493595217812
A4_BASELINE_MONTHLY,2022-08-22,1.156597211987116,-0.10546541417591848
A4_BASELINE_MONTHLY,2022-08-23,1.2071120782863147,-0.06639624252775445
A4_BASELINE_MONTHLY,2022-08-24,1.2057318906825114,-0.06746370623398845
A4_BASELINE_MONTHLY,2022-08-25,1.2275388548226025,-0.050597779675491616
A4_BASELINE_MONTHLY,2022-08-26,1.223398292011193,-0.053800170794193414
A4_BASELINE_MONTHLY,2022-08-30,1.2060079282032719,-0.06725021349274185
A4_BASELINE_MONTHLY,2022-08-31,1.2107005660562031,-0.06362083689154607
A4_BASELINE_MONTHLY,2022-09-01,1.1798445757835132,-0.08748545474874359
A4_BASELINE_MONTHLY,2022-09-02,1.1894249692875636,-0.08007579367887674
A4_BASELINE_MONTHLY,2022-09-05,1.1791156337058561,-0.08804923260742126
A4_BASELINE_MONTHLY,2022-09-06,1.1781784403311333,-0.0887740760348531
A4_BASELINE_MONTHLY,2022-09-07,1.1912993560370093,-0.07862610682401316
A4_BASELINE_MONTHLY,2022-09-08,1.2004632052549769,-0.0715386091370136
A4_BASELINE_MONTHLY,2022-09-09,1.200254953957911,-0.07169967470576766
A4_BASELINE_MONTHLY,2022-09-12,1.203795517851688,-0.06896133431943563
A4_BASELINE_MONTHLY,2022-09-13,1.202129382399308,-0.07024995560554503
A4_BASELINE_MONTHLY,2022-09-14,1.184843023832604,-0.08361955864505632
A4_BASELINE_MONTHLY,2022-09-15,1.1827603440941414,-0.08523034331403279
A4_BASELINE_MONTHLY,2022-09-16,1.1666194718911773,-0.09771400511199912
A4_BASELINE_MONTHLY,2022-09-20,1.1604755374783469,-0.10246584245723112
A4_BASELINE_MONTHLY,2022-09-21,1.1760957189007193,-0.09038489294918872
A4_BASELINE_MONTHLY,2022-09-22,1.1577680621567354,-0.10455985607782903
A4_BASELINE_MONTHLY,2022-09-23,1.1640161013721233,-0.09972750207089942
A4_BASELINE_MONTHLY,2022-09-26,1.1696393866963144,-0.09537834477023155
A4_BASELINE_MONTHLY,2022-09-27,1.1481876686526848,-0.11196951714769598
A4_BASELINE_MONTHLY,2022-09-28,1.1554770894292554,-0.10633173856091893
A4_BASELINE_MONTHLY,2022-09-29,1.1069503680178063,-0.14386324061651512
A4_BASELINE_MONTHLY,2022-09-30,1.0877896227016568,-0.15868253051088976
A4_BASELINE_MONTHLY,2022-10-03,1.085065950641989,-0.1607890710010138
A4_BASELINE_MONTHLY,2022-10-04,1.1268290021991287,-0.12848872163113145
A4_BASELINE_MONTHLY,2022-10-05,1.151061883966852,-0.10974654360169334
A4_BASELINE_MONTHLY,2022-10-06,1.1880556981548125,-0.08113481437590231
A4_BASELINE_MONTHLY,2022-10-07,1.2153821392971387,-0.06000001787462106
A4_BASELINE_MONTHLY,2022-10-10,1.176970443729152,-0.08970836390000692
A4_BASELINE_MONTHLY,2022-10-11,1.1651117994598406,-0.09888006804207239
A4_BASELINE_MONTHLY,2022-10-12,1.1580223925597088,-0.1043631520400462
A4_BASELINE_MONTHLY,2022-10-13,1.1700099351362951,-0.09509175546165405
A4_BASELINE_MONTHLY,2022-10-14,1.155831121336032,-0.10605792345760157
A4_BASELINE_MONTHLY,2022-10-17,1.1327583243337846,-0.12390286956009855
A4_BASELINE_MONTHLY,2022-10-18,1.13288722264106,-0.12380317712377165
A4_BASELINE_MONTHLY,2022-10-19,1.1638228163870898,-0.09987699240533987
A4_BASELINE_MONTHLY,2022-10-20,1.201847817033251,-0.07046772368893472
A4_BASELINE_MONTHLY,2022-10-21,1.2014611221114257,-0.07076680099791499
A4_BASELINE_MONTHLY,2022-10-24,1.2129330714589117,-0.06189417416483001
A4_BASELINE_MONTHLY,2022-10-25,1.192309342294892,-0.0778449639771176
A4_BASELINE_MONTHLY,2022-10-26,1.2116440883861606,-0.06289109852809793
A4_BASELINE_MONTHLY,2022-10-27,1.2294320547901276,-0.04913354231499978
A4_BASELINE_MONTHLY,2022-10-28,1.1838020540147338,-0.08442466477468635
A4_BASELINE_MONTHLY,2022-10-31,1.2095817154697586,-0.06448617750932673
A4_BASELINE_MONTHLY,2022-11-01,1.2353613769247835,-0.044547690243966875
A4_BASELINE_MONTHLY,2022-11-02,1.230463241248329,-0.048336002824385105
A4_BASELINE_MONTHLY,2022-11-03,1.2666836655926386,-0.020322428216554833
A4_BASELINE_MONTHLY,2022-11-04,1.2610121400725331,-0.02470889541493404
A4_BASELINE_MONTHLY,2022-11-07,1.2853739201475316,-0.00586702494916902
A4_BASELINE_MONTHLY,2022-11-08,1.26268781806711,-0.023412893742685514
A4_BASELINE_MONTHLY,2022-11-09,1.2384549362993866,-0.04215507177212363
A4_BASELINE_MONTHLY,2022-11-10,1.2128041731516372,-0.061993866601156244
A4_BASELINE_MONTHLY,2022-11-11,1.2353613769247838,-0.04454769024396665
A4_BASELINE_MONTHLY,2022-11-14,1.2500557839541477,-0.03318275250271174
A4_BASELINE_MONTHLY,2022-11-15,1.2274985801810012,-0.050628928859901334
A4_BASELINE_MONTHLY,2022-11-16,1.222342647889996,-0.05461662631297359
A4_BASELINE_MONTHLY,2022-11-17,1.1916648507585168,-0.07834342615875134
A4_BASELINE_MONTHLY,2022-11-18,1.1780016301873535,-0.08891082440939213
A4_BASELINE_MONTHLY,2022-11-21,1.130695951417383,-0.125497948541327
A4_BASELINE_MONTHLY,2022-11-22,1.1954029016694951,-0.07545234550527435
A4_BASELINE_MONTHLY,2022-11-23,1.1745213758909252,-0.09160252019021564
A4_BASELINE_MONTHLY,2022-11-24,1.1789039183382795,-0.08821297735510436
A4_BASELINE_MONTHLY,2022-11-25,1.1758103589636764,-0.09060559582694772
A4_BASELINE_MONTHLY,2022-11-28,1.1486128161286253,-0.11164069989190206
A4_BASELINE_MONTHLY,2022-11-29,1.1537687484196304,-0.10765300243883003
A4_BASELINE_MONTHLY,2022-11-30,1.1743924775836503,-0.09170221262654221
A4_BASELINE_MONTHLY,2022-12-01,1.1469391828077382,-0.11293512017409257
A4_BASELINE_MONTHLY,2022-12-02,1.150872294884427,-0.10989317545379029
A4_BASELINE_MONTHLY,2022-12-05,1.1574274816789083,-0.10482326758661997
A4_BASELINE_MONTHLY,2022-12-06,1.1484687263931173,-0.11175214167175274
A4_BASELINE_MONTHLY,2022-12-07,1.146502170354773,-0.11327311403190365
A4_BASELINE_MONTHLY,2022-12-08,1.1433338300707736,-0.11572356950103624
A4_BASELINE_MONTHLY,2022-12-09,1.1447541205429115,-0.11462508946314909
A4_BASELINE_MONTHLY,2022-12-12,1.1448633736561526,-0.1145405909986964
A4_BASELINE_MONTHLY,2022-12-13,1.159394037717253,-0.10330229522646861
A4_BASELINE_MONTHLY,2022-12-14,1.1533851164889783,-0.10794971077137483
A4_BASELINE_MONTHLY,2022-12-15,1.1392914648808434,-0.11885001268579132
A4_BASELINE_MONTHLY,2022-12-16,1.1601588095099422,-0.10271080597529891
A4_BASELINE_MONTHLY,2022-12-19,1.1601588095099422,-0.10271080597529891
A4_BASELINE_MONTHLY,2022-12-20,1.1947920464074517,-0.07592479274374875
A4_BASELINE_MONTHLY,2022-12-21,1.2159871503762745,-0.05953209063989784
A4_BASELINE_MONTHLY,2022-12-22,1.2146761130173784,-0.06054607221333175
A4_BASELINE_MONTHLY,2022-12-23,1.2162056566027575,-0.05936309371099202
A4_BASELINE_MONTHLY,2022-12-28,1.2206575647486377,-0.05591990210709741
A4_BASELINE_MONTHLY,2022-12-29,1.2278797430788406,-0.05033413012494292
A4_BASELINE_MONTHLY,2022-12-30,1.2270043275236646,-0.05101119339550697
