rank_bucket,gross_market_pnl_return_units,share_of_gross_family_market_pnl,warning
RANK_1,0.48105379102415063,0.1997985176801009,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
RANK_2_3,0.4149868205049636,0.17235858679576907,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
RANK_4_5,0.8976927277102009,0.37284328629207325,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
RANK_6_10,0.637993287567034,0.2649809969782533,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
UNATTRIBUTED_HELD_OUTSIDE_CURRENT_SELECTED_RANKS,-0.02403213232381282,-0.009981387746196523,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
