omitted_calendar_year,selected_sessions_retained,pool_sessions_retained,selected_annualised_return_excluding_year,pool_annualised_return_excluding_year,selected_minus_pool_annualised_excluding_year,method,warning
2021,1170,1163,0.27103290679380176,0.11026770156196153,0.16076520523184024,CHAIN_DAILY_RETURNS_EXCLUDING_OMITTED_YEAR_WITHOUT_CONCATENATING_PRICES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022,1005,999,0.24959710273545288,0.1545862283783177,0.09501087435713518,CHAIN_DAILY_RETURNS_EXCLUDING_OMITTED_YEAR_WITHOUT_CONCATENATING_PRICES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,1004,996,0.2538883935821843,0.11702208121396529,0.136866312368219,CHAIN_DAILY_RETURNS_EXCLUDING_OMITTED_YEAR_WITHOUT_CONCATENATING_PRICES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,1001,995,0.34820831065006796,0.11372295447921021,0.23448535617085775,CHAIN_DAILY_RETURNS_EXCLUDING_OMITTED_YEAR_WITHOUT_CONCATENATING_PRICES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,1002,997,0.1508422389653703,0.07064476152618449,0.08019747743918582,CHAIN_DAILY_RETURNS_EXCLUDING_OMITTED_YEAR_WITHOUT_CONCATENATING_PRICES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,1093,1085,0.2214946976570269,0.09873803645832502,0.12275666119870188,CHAIN_DAILY_RETURNS_EXCLUDING_OMITTED_YEAR_WITHOUT_CONCATENATING_PRICES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
