evaluation_id,signal_id,signal_family,signal_role,registry_class,universe_id,primary_decision_universe,cohort_id,ranking_mode,frequency_id,forward_horizon_sessions,authorised_family_count,scheduled_observation_dates,overlapping_forward_returns,historical_eligibility_warning,status,spread_observation_count,spread_mean,spread_median,spread_standard_deviation,spread_information_ratio,spread_positive_frequency,spread_hac_lag,spread_hac_standard_error,spread_hac_t_statistic,spread_hac_p_value,spread_confidence_interval_low,spread_confidence_interval_high,mean_monotonicity_score,strict_monotonicity_frequency,benchmark_id
A3EVAL-CAF03D319EC6B7CB,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,234,0.019829606969830337,0.019609737281837535,0.08467088389145529,0.23419629107983692,0.6068376068376068,25,0.017183070363393893,1.154020006347324,0.24849196683909602,-0.013848592086239269,0.05350780602589994,0.6068376068376068,0.6068376068376068,GLOBAL_ALL_WORLD
A3EVAL-9E465F8C6DA797FD,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,65,0.00028380313146388167,0.0019762504582725264,0.012645485847241565,0.022443038954156856,0.5846153846153846,1,0.0016568675809347506,0.17128896402437255,0.8639965576572259,-0.0029635976543202327,0.0035312039172479964,0.5846153846153846,0.5846153846153846,GLOBAL_ALL_WORLD
A3EVAL-1A261EB41CA2A6A1,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,65,0.005966576081669222,0.005028215808446609,0.02015910278024178,0.29597428748253357,0.6153846153846154,1,0.0026568154985492525,2.2457622988601416,0.024719237366882484,0.0007593133909448591,0.011173838772393585,0.6153846153846154,0.6153846153846154,GLOBAL_ALL_WORLD
A3EVAL-9BA61958DD283E56,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,63,0.001330683063922268,-0.0005971015726129666,0.03894002775790095,0.03417262751314479,0.49206349206349204,1,0.004492997206277839,0.29616823755487126,0.7671016040311541,-0.007475429643021376,0.010136795770865912,0.49206349206349204,0.49206349206349204,GLOBAL_ALL_WORLD
A3EVAL-6DDE1188962A3CAC,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,60,0.010779344039155129,0.005605428823523895,0.051562217918229895,0.20905508867461026,0.55,1,0.008288663888555961,1.3004923572830613,0.19343227402291652,-0.005466138662372272,0.02702482674068253,0.55,0.55,GLOBAL_ALL_WORLD
A3EVAL-781844A7DDFC6E5E,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,58,0.01849586025292752,0.018510736558432692,0.07327432880283309,0.2524193746311381,0.6379310344827587,2,0.013097040778788281,1.412216741577461,0.15788615249287907,-0.007173867977549934,0.044165588483404974,0.6379310344827587,0.6379310344827587,GLOBAL_ALL_WORLD
A3EVAL-D8CCBB4ED4076C6A,ABS_POS_210,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,57,0.017528944320840192,0.02448667251976072,0.08230139693178203,0.21298477272955138,0.5789473684210527,5,0.01684685495227724,1.0404876382265493,0.2981134043100486,-0.01549028463839345,0.050548173280073834,0.5789473684210527,0.5789473684210527,GLOBAL_ALL_WORLD
A3EVAL-D4940CAB412A2B13,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,72,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,211,0.0001114681203091418,0.00016414348201258203,0.010982630110181676,0.010149492352091777,0.5071090047393365,1,0.0007944136528098348,0.14031496049303777,0.8884111444965681,-0.0014455540280250412,0.0016684902686433247,0.5071090047393365,0.5071090047393365,GLOBAL_ALL_WORLD
A3EVAL-8F2D007A27263FF0,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,72,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,210,-0.0010064419354705863,-0.0008395857462804603,0.022512190563848684,-0.04470653056245829,0.48095238095238096,1,0.0015967454670877102,-0.6303083091297117,0.5284928876565389,-0.0041360055434400845,0.002123121672498912,0.48095238095238096,0.48095238095238096,GLOBAL_ALL_WORLD
A3EVAL-35BB64CE646725BD,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,208,-0.003071530359430044,-0.004610187425953295,0.04487591971322437,-0.06844495620498453,0.4567307692307692,4,0.005186257958624034,-0.5922440387529339,0.5536871834501667,-0.013236409172867373,0.007093348454007284,0.4567307692307692,0.4567307692307692,GLOBAL_ALL_WORLD
A3EVAL-6A5A6ECD71A8B411,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,207,-0.00676159364297848,-0.0005595988857588843,0.0656007732943541,-0.10307185881237796,0.4975845410628019,8,0.009853981949118079,-0.6861788135895293,0.49260035612737274,-0.026075043367557716,0.012551856081600758,0.4975845410628019,0.4975845410628019,GLOBAL_ALL_WORLD
A3EVAL-436E47A83B396274,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,205,-0.00293595316968621,-0.002802371908795287,0.0668182427028646,-0.04393939515503512,0.4682926829268293,12,0.011905197555852433,-0.2466110415986281,0.8052092584784758,-0.02626971160799126,0.020397805268618837,0.4682926829268293,0.4682926829268293,GLOBAL_ALL_WORLD
A3EVAL-21AC5955E54E9FB5,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,205,0.005101808499825272,-0.0027307273020090728,0.07983102594605843,0.06390759030546028,0.4975609756097561,25,0.019996421955481916,0.255136069401988,0.7986180064217316,-0.034090458352585284,0.044294075352235826,0.4975609756097561,0.4975609756097561,GLOBAL_ALL_WORLD
A3EVAL-51A64107F12C6C4A,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,48,-0.004641550041089946,-0.00283426240696483,0.015239455198941404,-0.30457453895152153,0.375,1,0.002188428733626798,-2.1209509680480596,0.0339259288530868,-0.00893079154173107,-0.0003523085404488228,0.375,0.375,GLOBAL_ALL_WORLD
A3EVAL-25FAB03741EC2322,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,48,-0.003707449335403786,-0.001097952985543403,0.02132806005898507,-0.17382965563442862,0.4583333333333333,1,0.0025846033331031267,-1.434436490860881,0.15144774051417464,-0.008773178782608096,0.0013582801118005227,0.4583333333333333,0.4583333333333333,GLOBAL_ALL_WORLD
A3EVAL-5824D4A39B7F5F8F,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,47,-0.010932325413279324,-0.005180546619927676,0.03945402642885083,-0.2770902339459336,0.40425531914893614,1,0.005351229908427332,-2.0429556569906775,0.04105682792282419,-0.021420543306790468,-0.00044410751976818076,0.40425531914893614,0.40425531914893614,GLOBAL_ALL_WORLD
A3EVAL-19FF0E2465F7C8F8,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,47,-0.01061516317231039,-0.013403245528162938,0.05302354038974213,-0.20019717835295636,0.3404255319148936,1,0.008620341098973073,-1.231408716944502,0.21817003837507565,-0.027510721260748043,0.006280394916127261,0.3404255319148936,0.3404255319148936,GLOBAL_ALL_WORLD
A3EVAL-F494BC3731343B44,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,47,-0.007942762536024882,-0.013987396676004266,0.06562377645263631,-0.1210348286151672,0.40425531914893614,2,0.011798862743318799,-0.6731803487181452,0.5008325615858655,-0.031068108571461188,0.015182583499411427,0.40425531914893614,0.40425531914893614,GLOBAL_ALL_WORLD
A3EVAL-3AEB89C522C42030,ABS_POS_294,ABSOLUTE_MOMENTUM_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,46,-0.005011345195118313,-0.01885560168477949,0.07285501582087756,-0.06878517750156396,0.3695652173913043,5,0.017331654417324326,-0.2891440756001393,0.7724711259051478,-0.038980763645568524,0.0289580732553319,0.3695652173913043,0.3695652173913043,GLOBAL_ALL_WORLD
A3EVAL-B9079D302C1D0709,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,72,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,298,0.00034756605414797907,3.732145044081853e-05,0.010917351639683567,0.031836114253626174,0.5033557046979866,1,0.0005798170781045668,0.5994408707038764,0.5488789292677676,-0.0007888545365582195,0.0014839866448541775,0.5033557046979866,0.5033557046979866,GLOBAL_ALL_WORLD
A3EVAL-BF91B3C232DBDE0D,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,72,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,296,0.0005390590304322984,0.0014028910167940487,0.02392789082581747,0.022528480857605303,0.5405405405405406,1,0.0013909394245938777,0.3875503281458078,0.6983488336850665,-0.002187132146448568,0.003265250207313165,0.5405405405405406,0.5405405405405406,GLOBAL_ALL_WORLD
A3EVAL-B2DD3EA3726CFB26,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,290,0.003390842545882517,0.001567009175111097,0.040510583217062204,0.0837026346353455,0.5310344827586206,4,0.0038674641609947663,0.8767612070153856,0.3806163538668852,-0.004189247921166642,0.010970933012931675,0.5310344827586206,0.5310344827586206,GLOBAL_ALL_WORLD
A3EVAL-AD901DEBB880428C,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,283,0.012056604542076053,0.00891341891148079,0.056143455356436583,0.2147463932444589,0.568904593639576,8,0.007794674700557546,1.5467745615110347,0.1219176163729486,-0.003220677142222267,0.027333886226374372,0.568904593639576,0.568904593639576,GLOBAL_ALL_WORLD
A3EVAL-63C2D040F4AA075F,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,274,0.0183081163082954,0.018063913143201965,0.06960420326169132,0.26303176317473626,0.6496350364963503,12,0.01141061809869095,1.6044806819356914,0.10860813929275141,-0.004056284206479771,0.04067251682307057,0.6496350364963503,0.6496350364963503,GLOBAL_ALL_WORLD
A3EVAL-32BCA61F36B81EED,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,259,0.021072208156648994,0.02001886017254611,0.07945825700727087,0.2651984696155715,0.6138996138996139,25,0.015365037967477482,1.371438730008454,0.1702382310389975,-0.009042712880697384,0.05118712919399537,0.6138996138996139,0.6138996138996139,GLOBAL_ALL_WORLD
A3EVAL-B66B87D2047A0258,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,74,0.0007219380438973002,0.0019139374165460577,0.012027575438224202,0.060023572298947885,0.6081081081081081,1,0.0014930321267434378,0.4835381844541901,0.6287136541303056,-0.0022043511522810795,0.0036482272400756794,0.6081081081081081,0.6081081081081081,GLOBAL_ALL_WORLD
A3EVAL-83B27BC4812072DE,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,74,0.004966832368693106,0.0033565745955839383,0.01906332106921162,0.2605439183791973,0.581081081081081,1,0.002351136324843074,2.1125241936043904,0.03464151307453591,0.0003586898492568156,0.009574974888129396,0.581081081081081,0.581081081081081,GLOBAL_ALL_WORLD
A3EVAL-6D60BA46076B2C91,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,72,0.0005821041069928047,-0.0012285670676467444,0.03714439003593044,0.01567138688856446,0.4861111111111111,1,0.004024339986488275,0.14464585719576867,0.8849904891329167,-0.007305457328068621,0.00846966554205423,0.4861111111111111,0.4861111111111111,GLOBAL_ALL_WORLD
A3EVAL-F2888EBDFF36D740,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,42,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,69,0.01051321128027374,0.0062381340678904044,0.04923234758544811,0.2135427578793986,0.5507246376811594,1,0.00732446818209915,1.4353548979798714,0.15118599135571625,-0.0038424825625501553,0.024868905123097633,0.5507246376811594,0.5507246376811594,GLOBAL_ALL_WORLD
A3EVAL-275889FEAE81A107,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,63,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,67,0.017686626189672178,0.016450836869246234,0.06817117239788432,0.25944435994797527,0.6567164179104478,2,0.01128154312221153,1.5677488441142486,0.11693975770767198,-0.004424792019897976,0.03979804439924233,0.6567164179104478,0.6567164179104478,GLOBAL_ALL_WORLD
A3EVAL-201CDA2460B6FDEA,ABOVE_GBP_CASH_210,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,126,72,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,64,0.019021239174402113,0.025434447816013103,0.07739869817416747,0.24575657760546968,0.59375,5,0.014779978268847938,1.286959887789116,0.19810826957956784,-0.0099469859248245,0.047989464273628726,0.59375,0.59375,GLOBAL_ALL_WORLD
A3EVAL-5448C7657505727D,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,1,72,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,250,0.0002493635198857563,-0.00010229371119490518,0.010378689768100134,0.02402649327203114,0.496,1,0.0006889795381509582,0.3619316773252557,0.7174030873419122,-0.001101011560975162,0.0015997386007466745,0.496,0.496,GLOBAL_ALL_WORLD
A3EVAL-6950CEC1E6273573,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,5,72,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,249,-0.0006436819590869696,-0.000366398966550603,0.020919306505397056,-0.03076975610644184,0.4939759036144578,1,0.0013610189519364369,-0.4729412167046967,0.6362551181613016,-0.0033112300871588366,0.0020238661689848973,0.4939759036144578,0.4939759036144578,GLOBAL_ALL_WORLD
A3EVAL-B1EC5F81D1EB867F,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,21,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,247,-0.002749026522017227,-0.004947489429965701,0.04113821990588441,-0.06682414864586803,0.43724696356275305,4,0.004379108075635668,-0.6277594602682146,0.5301615269502258,-0.01133192063467164,0.005833867590637185,0.43724696356275305,0.43724696356275305,GLOBAL_ALL_WORLD
A3EVAL-920E9067F929706C,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,42,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,246,-0.0057186199242193776,-0.0034795422780027193,0.05995415959586016,-0.09538320548178027,0.491869918699187,8,0.008268993630808096,-0.6915738697528202,0.4892049760326581,-0.02192554962899434,0.010488309780555585,0.491869918699187,0.491869918699187,GLOBAL_ALL_WORLD
A3EVAL-9C60C4AAB27E6915,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,63,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,241,-0.0013106918362272668,-0.002646926128076009,0.0618827445917666,-0.021180247335081066,0.4896265560165975,12,0.010162330087059633,-0.128975522837647,0.8973770169847382,-0.02122849280587194,0.018607109133417406,0.4896265560165975,0.4896265560165975,GLOBAL_ALL_WORLD
A3EVAL-DFA5B9CA23AEAFF1,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,WEEKLY_WEDNESDAY,126,72,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,238,0.006387934917489121,0.0029140503237056817,0.07578882016530729,0.08428597916626798,0.5126050420168067,25,0.01717525938434565,0.3719265470489132,0.7099475390497852,-0.027274954900961938,0.04005082473594018,0.5126050420168067,0.5126050420168067,GLOBAL_ALL_WORLD
A3EVAL-F6DAB5055D043083,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,1,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,59,-0.0028794636001491314,-0.00197566627599916,0.01422449471362042,-0.2024299392084522,0.4576271186440678,1,0.001870237014527277,-1.5396249661313368,0.12365179623386764,-0.006545060791176309,0.0007861335908780453,0.4576271186440678,0.4576271186440678,GLOBAL_ALL_WORLD
A3EVAL-93F7AC3B22034D67,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,5,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,59,-0.0023566258232949446,-0.0010159300229141098,0.020307522138043252,-0.11604694099434916,0.4915254237288136,1,0.0024360347270471717,-0.9674023925560034,0.3333429144790473,-0.007131166153396262,0.002417914506806373,0.4915254237288136,0.4915254237288136,GLOBAL_ALL_WORLD
A3EVAL-4A77176956351417,ABOVE_GBP_CASH_294,CASH_RELATIVE_QUALIFICATION,BINARY_QUALIFICATION,SECONDARY_TRIGGERED_NEIGHBOURHOOD,CORE_EXTENDED,True,GLOBAL_CATEGORY_NEUTRAL,WITHIN_OPPORTUNITY_TYPE,MONTH_END,21,72,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,59,-0.009968687242525375,-0.006612961718818179,0.035541073402356696,-0.28048357261669987,0.3728813559322034,1,0.004431347609039043,-2.2495836756726764,0.024475385669527817,-0.01865396895921958,-0.0012834055258311716,0.3728813559322034,0.3728813559322034,GLOBAL_ALL_WORLD
