evaluation_id,signal_id,signal_family,signal_role,registry_class,universe_id,primary_decision_universe,cohort_id,ranking_mode,frequency_id,forward_horizon_sessions,authorised_family_count,scheduled_observation_dates,overlapping_forward_returns,historical_eligibility_warning,status,spread_observation_count,spread_mean,spread_median,spread_standard_deviation,spread_information_ratio,spread_positive_frequency,spread_hac_lag,spread_hac_standard_error,spread_hac_t_statistic,spread_hac_p_value,spread_confidence_interval_low,spread_confidence_interval_high,mean_monotonicity_score,strict_monotonicity_frequency,benchmark_id
A3EVAL-CD0D0AB1D861C23E,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,5,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,25,0.0012520877014898968,0.007047626010702097,0.028495484647247743,0.04393986334992308,0.56,1,0.006266985097702311,0.19979107688463382,0.8416439802501001,-0.011030977381655864,0.013535152784635657,0.48,0.08,GLOBAL_ALL_WORLD
A3EVAL-970031286AE329EF,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,21,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,14,0.010915713589412138,0.005430677996049342,0.05008096910261847,0.21796130915608444,0.5,4,0.012888292408917696,0.8469480085553702,0.3970241014314686,-0.01434487535428752,0.0361763025331118,0.5,0.14285714285714285,GLOBAL_ALL_WORLD
A3EVAL-4BCDBCF0E2B6A88A,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,42,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,-0.02671546272415446,-0.02671546272415446,0.05989251049875086,-0.4460568191528997,0.5,1,0.021175200157976613,-1.2616392064700674,0.20707864159897948,-0.06821809239921547,0.01478716695090656,0.5,0.0,GLOBAL_ALL_WORLD
A3EVAL-32B62AE9C119161C,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,63,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,12,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-61A41C7BD7F1DC89,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,126,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,25,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-739AEA8B3EE307C0,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,1,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,8,-0.004952784510018097,-0.0020883040710578116,0.018190088924695418,-0.2722792906907699,0.5,1,0.0064643052616835586,-0.7661742924448772,0.4435726025604436,-0.017622590007990643,0.007717020987954447,0.5625,0.25,GLOBAL_ALL_WORLD
A3EVAL-FBBC8A006AD15903,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,5,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,5,-0.008741402471557667,0.007823338732811283,0.04697869796983594,-0.1860716207411781,0.6,1,0.011935695225799903,-0.732374805672188,0.46393983208651735,-0.032134935244572144,0.01465213030145681,0.5,0.2,GLOBAL_ALL_WORLD
A3EVAL-BC79147E8B93727A,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,21,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,5,-0.013383612526857297,0.0001617899615315027,0.026547244313313963,-0.504143193504463,0.6,1,0.007405922456909632,-1.8071499674386349,0.07073889953078857,-0.027898953814696564,0.0011317287609819721,0.5,0.0,GLOBAL_ALL_WORLD
A3EVAL-438D2F0E5C27CFFB,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,42,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,0.04295580653403991,0.04295580653403991,0.05222800776172223,0.8224668788826004,1.0,1,0.018465389228088713,2.3262876294368864,0.02000321152054314,0.0067643086864721605,0.07914730438160766,0.75,0.5,GLOBAL_ALL_WORLD
A3EVAL-859BC1332D159555,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,63,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,2,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-65948B14A6AD5122,RISK_ADJ_MOM_126_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,126,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,5,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-05F3A1B5598EE24E,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,1,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-F6921492B184E595,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,5,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-26EE5162538882CB,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,21,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,4,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-EE7E2F4AB426E0C9,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,42,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,8,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-8F7CA2B4E17DF1C1,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,63,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,12,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-2F52E702C91AF49F,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,126,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,25,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-DF337E04E65A4B53,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,1,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-D1A8C0B56A2A1EC4,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,5,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-8B16F486D40B1FDB,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,21,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-C8FEEE9287478731,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,42,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-89BC5BB292523FC0,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,63,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,2,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-9F89498268ED9284,RISK_ADJ_MOM_252_VOL63,RISK_ADJUSTED_MOMENTUM,CONTINUOUS_RANK,PRIMARY,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,126,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,5,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-09887ACC5EDAA404,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,1,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,40,0.0009141809747712313,-4.8879125528976906e-05,0.015934533830099226,0.05737105236454467,0.5,1,0.0025260441344138723,0.36190221790537014,0.7174251024825635,-0.0040367745520386135,0.005865136501581076,0.4875,0.25,GLOBAL_ALL_WORLD
A3EVAL-8B023AB723F18ECD,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,5,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,37,-0.0021323299801496234,-0.002029743284464267,0.031449691410042155,-0.06780130057075066,0.4594594594594595,1,0.00459992607457128,-0.4635574453983719,0.6429648487890627,-0.01114801941785604,0.006883359457556793,0.527027027027027,0.21621621621621623,GLOBAL_ALL_WORLD
A3EVAL-6ADC008FD4FEFC6C,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,21,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,TESTED,26,-0.014814310121156953,-0.022721267170782045,0.039617906977864124,-0.3739296507873123,0.34615384615384615,4,0.008805955146754542,-1.682305879858678,0.09250954154500682,-0.03207366505827098,0.002445044815957073,0.4423076923076923,0.11538461538461539,GLOBAL_ALL_WORLD
A3EVAL-AD72E64B4D350582,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,42,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,13,-0.028244159024446734,-0.04170969889933501,0.03993950026076068,-0.7071735710272705,0.3076923076923077,8,0.010912399251228956,-2.588262981787976,0.009646130547752664,-0.04963206854177734,-0.006856249507116129,0.5769230769230769,0.15384615384615385,GLOBAL_ALL_WORLD
A3EVAL-4D7AE6959B5042B5,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,63,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,-0.012149126939764214,-0.012149126939764214,0.032919224429212135,-0.36905872329675,0.5,1,0.011638703412648877,-1.0438557035967264,0.29655215506699295,-0.034960566455299436,0.010662312575771004,0.5,0.0,GLOBAL_ALL_WORLD
A3EVAL-BD6DAEB2CCBAD6FB,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,126,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,25,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-0BC6E86E4B66D3F6,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,1,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,11,-0.0041206850633277205,0.0024482974911109734,0.0208103930166228,-0.19801091983396107,0.6363636363636364,1,0.006055499277225342,-0.6804864264166567,0.4961965135446892,-0.01598924555509772,0.0077478754284422795,0.45454545454545453,0.18181818181818182,GLOBAL_ALL_WORLD
A3EVAL-B56A5D73CF593ADA,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,5,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,8,-0.0029929506246679652,0.015383443705316219,0.046298122228794085,-0.06464518387759939,0.625,1,0.01417284775635547,-0.2111749647014905,0.832750745510915,-0.030771221785493998,0.02478532053615807,0.5625,0.25,GLOBAL_ALL_WORLD
A3EVAL-E33D695BA30C6C8F,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,21,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,8,-0.008780151370643731,0.0013623946257107743,0.0241557668331233,-0.36348054819787606,0.625,1,0.006257168460489361,-1.403214796930216,0.16055279646971443,-0.021043976198402814,0.003483673457115352,0.5,0.0,GLOBAL_ALL_WORLD
A3EVAL-904C8BF5C402B3A0,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,42,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,5,-0.013850971229932013,-0.038145320083352,0.059500998236696856,-0.23278552697271415,0.4,1,0.021578884949212233,-0.641876133198331,0.5209536118717036,-0.05614480855692142,0.028442866097057394,0.6,0.2,GLOBAL_ALL_WORLD
A3EVAL-59606B403B8B90C7,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,63,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,-0.0012183032752193408,-0.0012183032752193408,0.040917203068895174,-0.029774842458513057,0.5,1,0.014466415878601395,-0.08421597204470288,0.932884719445187,-0.029571957382656437,0.027135350832217756,0.5,0.0,GLOBAL_ALL_WORLD
A3EVAL-706B0BE08E8617CF,MOM_105,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,126,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,5,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-F79E293D9D66C94B,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,1,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,15,-0.0011485801031948814,0.0014945242610463483,0.01798011117826627,-0.0638805896029856,0.5333333333333333,1,0.00484115848990645,-0.23725315037497902,0.8124604051005033,-0.010637076386861838,0.008339916180472076,0.4666666666666667,0.2,GLOBAL_ALL_WORLD
A3EVAL-2D8D0472D71D2033,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,5,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,12,0.0077799571249518714,0.012524307727188676,0.03591163513726109,0.21664168437932158,0.5833333333333334,1,0.01228361706773664,0.6333604411510195,0.5264982918129449,-0.016295489927693446,0.03185540417759719,0.5416666666666666,0.3333333333333333,GLOBAL_ALL_WORLD
A3EVAL-0F7B5CC54C1BBCC1,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,21,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,0.05192493188295791,0.05192493188295791,0.05449899039788771,0.952768693582449,1.0,1,0.01926830283908347,2.69483681653759,0.007042311093711222,0.014159752275143433,0.08969011149077238,0.75,0.5,GLOBAL_ALL_WORLD
A3EVAL-0197056CA074FA20,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,42,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,8,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-E7540ACD45C658C6,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,63,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,12,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-F7E805A22C688A76,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,126,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,25,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-BA823EDF087D525F,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,1,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,5,-0.007044828046478641,-0.010234253380304932,0.026352573386353786,-0.26732979520423916,0.4,1,0.009461251522341283,-0.7445979033369283,0.45651483581701946,-0.025588540278942314,0.011498884185985034,0.4,0.0,GLOBAL_ALL_WORLD
A3EVAL-51950820E097DDDF,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,5,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,0.051364419153818695,0.051364419153818695,0.007677896986305999,6.689907307356467,1.0,1,0.0027145465121343644,18.921915290164776,7.526893591765436e-80,0.04604400575567652,0.05668483255196087,1.0,1.0,GLOBAL_ALL_WORLD
A3EVAL-0160DB34ACCF0DE1,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,21,7,316,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,2,0.06291563712399548,0.06291563712399548,0.08549223160744814,0.7359222696733796,1.0,1,0.030226068354198735,2.0815025092489674,0.03738793466343264,0.0036736317555200945,0.12215764249247085,0.75,0.5,GLOBAL_ALL_WORLD
A3EVAL-DB7FCD1B1761DEE6,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,42,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-C580677F5614C75A,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,63,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,2,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-1252EE9CC7B029FA,MOM_147,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,MONTH_END,126,7,316,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,5,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-07CC6DFEB8D721B3,MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,1,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-1D320B901DBE814E,MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,5,7,1373,False,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,1,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-FBE990F382DE55E8,MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,21,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,4,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-6E60D9888862D68C,MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,42,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,8,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-C0E1B8A62C3BBAB9,MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,63,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,12,,,,,,,,GLOBAL_ALL_WORLD
A3EVAL-0AF7D0CD79A5E691,MOM_210,SIMPLE_TOTAL_RETURN_MOMENTUM,CONTINUOUS_RANK,SECONDARY_NEIGHBOURHOOD,CORE_EXTENDED,True,THEMATIC,WITHIN_COHORT,WEEKLY_WEDNESDAY,126,7,1373,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED,INSUFFICIENT_DATE_OBSERVATIONS,0,,,,,,25,,,,,,,,GLOBAL_ALL_WORLD
