signal_id,signal_family,registry_class,cohort_id,frequency_id,forward_horizon_sessions,primary_ic_mean,all_ready_ic_mean,experimental_only_ic_mean,ic_mean_change_with_experimental,primary_spread_mean,all_ready_spread_mean,experimental_only_spread_mean,spread_mean_change_with_experimental,primary_monotonicity,all_ready_monotonicity,experimental_effect,primary_decision_affected,primary_status,all_ready_status,experimental_only_status,historical_eligibility_warning
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,1,-0.009446457761825773,-0.0023363618295807165,,0.007110095932245056,-0.0008177759285715218,-0.0007975243058366406,,2.0251622734881233e-05,0.492816091954023,0.48495702005730656,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,5,0.013139970105461295,0.02324576310421806,,0.010105792998756765,-0.0002312165400098672,-3.562975983174285e-05,,0.00019558678017812434,0.5237752161383286,0.5237068965517241,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,21,0.01004267312948762,0.036622562896628214,,0.026579889767140593,-0.0010165089284234457,0.00048642430708472457,,0.0015029332355081704,0.5116279069767442,0.5043478260869565,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,42,-0.0007443414829408166,0.037620282346582795,,0.03836462382952361,-0.00210866254958725,0.0036738118016536405,,0.005782474351240891,0.48823529411764705,0.49780058651026393,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,63,-0.00374915739830423,0.031081261882915025,,0.03483041928121926,-0.00182956530456317,0.007456103501700879,,0.009285668806264049,0.49776119402985075,0.5126488095238095,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,WEEKLY_WEDNESDAY,126,0.03319580478025369,0.08774565090130401,,0.05454984612105032,0.0035784921417358214,0.02069909262136718,,0.01712060047963136,0.5095541401273885,0.5286624203821656,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,1,0.020860999691750638,0.030428176809488665,,0.009567177117738027,-0.002824978894406905,-0.002866802154508614,,-4.182326010170913e-05,0.5308641975308642,0.5030864197530864,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,5,0.0678682159614269,0.10310690072616235,,0.03523868476473545,-0.00021508252271117985,0.0009617197964733873,,0.0011768023191845672,0.5370370370370371,0.5617283950617284,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,21,-0.009441457179371816,0.02069212026330686,,0.030133577442678677,-0.003033357133254381,-0.0029553213677016112,,7.803576555276978e-05,0.49375,0.5,DESTABILISES,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
MOM_252,SIMPLE_TOTAL_RETURN_MOMENTUM,PRIMARY,GLOBAL,MONTH_END,42,0.008734030299653951,0.032629270336674926,,0.023895240037020975,-0.002073867853785017,0.003865477566179967,,0.005939345419964984,0.5031645569620253,0.48417721518987344,STRENGTHENS,False,TESTED,TESTED,INSUFFICIENT_DATE_OBSERVATIONS,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
