module_id,exit_event_count,aggregate_avoided_downside,aggregate_foregone_upside,aggregate_incremental_cost,net_exit_value,warning
EXIT_A_50EMA,19,0.157159251487471,0.9466686714982719,0.022424410865061223,-0.8119338308758621,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_B_21_WARNING_50_FAILURE,42,0.260969302458884,1.0665101205817566,0.0346534016504018,-0.8401942197732745,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_C_ABSOLUTE_AND_RELATIVE,18,0.157159251487471,0.8713102235953019,0.018282532824741238,-0.7324335049325721,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_D_RELATIVE_ONLY,7,0.04415138815916264,0.30792502617858464,0.006115190305789914,-0.2698888283252119,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
