module_id,return_captured_before_slow_entry,false_start_losses,incumbent_return_sacrificed,incremental_costs,component_formula_pre_path_reconciliation,net_early_participation_value,attribution_path_and_scale_reconciliation,component_formula_units,net_early_participation_value_units,promotion_net_value_positive,warning
EARLY_A_PRIMARY_WEEKLY,0.41369729288387824,0.027753629373181318,0.020867570277291136,0.052773931945057834,0.312302161288348,-0.6732526851265866,-0.9855548464149346,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_A_LOOSER_WEEKLY,0.6793683808888971,0.012626188734454981,-0.19374239802604706,0.08752691574881413,0.7729576744316751,-0.6012979077862618,-1.3742555822179368,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_A_TIGHTER_WEEKLY,0.1224207045664276,0.015683201244242145,-0.13847203270420586,0.03138992290055878,0.21381961312583253,-0.21290208537857225,-0.4267216985044048,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_B_PRIMARY_WEEKLY,0.16984764473823433,0.001882655705727626,-0.03217868869531762,0.04222675405741885,0.15791692367040547,-0.04932752784624361,-0.20724445151664908,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_B_LOOSER_WEEKLY,0.42801973884393263,0.024484464305332937,-0.11194956271476504,0.07329975030557725,0.4421850869477876,-0.6322899669130713,-1.074475053860859,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_B_TIGHTER_WEEKLY,0.06213634783830092,0.0,-0.08863777923586616,0.012947810319875519,0.13782631675429158,-0.1739514054507545,-0.31177772220504607,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_C_PRIMARY_WEEKLY,0.1532334472286328,0.00026196297589939355,-0.16128829159204428,0.03808967070751672,0.276170105137261,-0.5704698701283631,-0.8466399752656242,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_C_LOOSER_WEEKLY,0.4033248079212225,0.0,-0.11953281596749818,0.06151188760285983,0.46134573628586084,-0.4923968653808791,-0.95374260166674,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EARLY_C_TIGHTER_WEEKLY,0.10087008360899441,0.0017078916372202102,-0.16425368553236508,0.030878049925937012,0.2325378275782023,-0.1824449013919477,-0.41498272897015,UNCOMPOUNDED_EPISODE_RETURN_EQUIVALENTS,EXACT_TERMINAL_WEALTH_RELATIVE_TO_FROZEN_BASELINE,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
