analysis_context_id,robustness_variant_id,score_column,forward_horizon_sessions,observation_count,mean_top3_advantage_vs_global,median_top3_advantage_vs_global,positive_frequency,hac_t_statistic,hac_p_value,neighbourhood_not_optimisation_grid,warning
COUNTRY,MH_RECENCY_CENTRAL,MH_LEVEL_RECENCY_TILT,42,76,-0.019518737587675885,-0.011971270251230182,0.4473684210526316,-1.5456597290254608,0.1221867678747194,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_RECENCY_CENTRAL,MH_LEVEL_RECENCY_TILT,63,72,-0.022560001549355103,-0.011090153843226758,0.375,-1.554732719581608,0.12000973861548199,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_RECENCY_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_FAST_NEIGHBOUR,10,83,-0.006878972451911508,-0.0008327907265516243,0.4939759036144578,-1.9373387488324243,0.05270394857787627,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_RECENCY_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_FAST_NEIGHBOUR,21,80,-0.012739732499221395,-0.0021315748500593257,0.45,-1.686725082134873,0.09165622684036505,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_RECENCY_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_FAST_NEIGHBOUR,42,76,-0.019518737587675885,-0.011971270251230182,0.4473684210526316,-1.5456597290254608,0.1221867678747194,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_RECENCY_WHOLE_STRUCTURE_NEIGHBOUR,MH_STRUCTURE_FAST_NEIGHBOUR,63,72,-0.0225600015493551,-0.011090153843226758,0.375,-1.5547327195816076,0.12000973861548209,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_CENTRAL,MH_LEVEL_60D_CENTERED,10,83,-0.006878972451911508,-0.0008327907265516243,0.4939759036144578,-1.9373387488324243,0.05270394857787627,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_CENTRAL,MH_LEVEL_60D_CENTERED,21,80,-0.012739732499221395,-0.0021315748500593257,0.45,-1.686725082134873,0.09165622684036505,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_CENTRAL,MH_LEVEL_60D_CENTERED,42,76,-0.019518737587675885,-0.011971270251230182,0.4473684210526316,-1.5456597290254608,0.1221867678747194,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,MH_60D_CENTRAL,MH_LEVEL_60D_CENTERED,63,72,-0.022560001549355103,-0.011090153843226758,0.375,-1.554732719581608,0.12000973861548199,YES,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
