economic_exposure_family_id,audit_scope,before_valid_return_count,after_valid_return_count,before_first_valid_date,after_first_valid_date,before_history_sha256,after_history_sha256,overlap_valid_observations,max_absolute_return_difference_on_overlap,audit_result,warning
GLOBAL_DEVELOPED_WORLD_GBP_HEDGED,UNAFFECTED_REGRESSION_CONTROL,3924,3924,2010-11-10,2010-11-10,3825b06ba95548948fbf92d9367af47b9e1a17e9a74eb488be35a5cf12aa0f83,3825b06ba95548948fbf92d9367af47b9e1a17e9a74eb488be35a5cf12aa0f83,3924,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_ENERGY,UNAFFECTED_REGRESSION_CONTROL,3663,3663,2012-01-06,2012-01-06,b638d51f5bb6ef41639336b2c9bf01d44ee5db45af54239fc8533c1a7c4c284c,b638d51f5bb6ef41639336b2c9bf01d44ee5db45af54239fc8533c1a7c4c284c,3663,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_FINANCIALS,UNAFFECTED_REGRESSION_CONTROL,3315,3315,2012-04-11,2012-04-11,35146c814dc965bd70723c6cb469fe64cbba6802e8a6741febe17c15e8906499,35146c814dc965bd70723c6cb469fe64cbba6802e8a6741febe17c15e8906499,3315,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_GENOMICS,UNAFFECTED_REGRESSION_CONTROL,1194,1194,2021-11-05,2021-11-05,bc380d2ebf5f2cd97d367568d3b16fc9da1eb3d303dd63f0f4b755121b12404e,bc380d2ebf5f2cd97d367568d3b16fc9da1eb3d303dd63f0f4b755121b12404e,1194,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_GOLD_MINERS,UNAFFECTED_REGRESSION_CONTROL,4196,4196,2008-11-27,2008-11-27,f9b066d4f6058fd761b159baad03e34fb1f6be878b509236f60bc513079a45f0,f9b066d4f6058fd761b159baad03e34fb1f6be878b509236f60bc513079a45f0,4196,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_HEALTHCARE,BLOCKING_REMEDIATION,3333,3335,2011-05-19,2011-05-19,b2823c2aef25fcb32fd4cfa58f582838026fe80b6643806045608dcd39d577c9,0695078fb2ee1d9e5baecde4ff65c5205d798668184ff2f9cc7940f26bc294bc,3333,0.03584809179463133,INTENTIONALLY_REMEDIATED,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INDUSTRIALS,UNAFFECTED_REGRESSION_CONTROL,2581,2581,2016-04-07,2016-04-07,826e044d472213972c9a2c81c74bc7640014cfbdb41f50907b41a1b9fdbf149c,826e044d472213972c9a2c81c74bc7640014cfbdb41f50907b41a1b9fdbf149c,2581,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INFRASTRUCTURE,BLOCKING_REMEDIATION,1193,4890,2021-11-09,2006-10-26,f17d9fcb56ab519278d3c7240439a8f4d33642b27aac507c230d0ca4ab0f1ece,699477b3df8659f42f04383c4cda6e0e0d3f99a1e28b88a2d3399ce7869d404d,1188,0.06739642049676076,INTENTIONALLY_REMEDIATED,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_MATERIALS,UNAFFECTED_REGRESSION_CONTROL,1555,1555,2017-10-27,2017-10-27,97bd6cf7c9cc64dfc2fd3241c4746ed0ffd15e068b7979bfc97cae75ecc9e12b,97bd6cf7c9cc64dfc2fd3241c4746ed0ffd15e068b7979bfc97cae75ecc9e12b,1555,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_OIL_GAS,UNAFFECTED_REGRESSION_CONTROL,3541,3541,2011-10-10,2011-10-10,db07482439d4e548690b1021719d4b543264ac6d429f3b3a0e7dc7926398ab88,db07482439d4e548690b1021719d4b543264ac6d429f3b3a0e7dc7926398ab88,3541,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_QUANTUM_COMPUTING,UNAFFECTED_REGRESSION_CONTROL,312,312,2025-05-28,2025-05-28,3d082da79a29f23b978e20435bea2ae6c6883f9dd8358da99703015c57991cb8,3d082da79a29f23b978e20435bea2ae6c6883f9dd8358da99703015c57991cb8,312,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_REAL_ESTATE,UNAFFECTED_REGRESSION_CONTROL,1869,1869,2019-01-23,2019-01-23,9f686b2cc23e420f2bbb1aabdbe679447c230793d50b5603bd80833785952753,9f686b2cc23e420f2bbb1aabdbe679447c230793d50b5603bd80833785952753,1869,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_RETAIL,UNAFFECTED_REGRESSION_CONTROL,1183,1183,2021-11-19,2021-11-19,424c9722571465a82101b02ba6e98ece18bc6d2370b333c3114fe5187802c74c,424c9722571465a82101b02ba6e98ece18bc6d2370b333c3114fe5187802c74c,1183,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_ROBOTICS_AUTOMATION,UNAFFECTED_REGRESSION_CONTROL,2480,2480,2016-09-15,2016-09-15,3044c5c812be0fdca6c214ba230eef49cb314b9e547d196894642120d65c155b,3044c5c812be0fdca6c214ba230eef49cb314b9e547d196894642120d65c155b,2480,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SEMICONDUCTORS,UNAFFECTED_REGRESSION_CONTROL,3181,3181,2013-09-17,2013-09-17,db86b85cc6983b94803d8ae226993f56163d368e4de91b08aef4852f836cf3c8,db86b85cc6983b94803d8ae226993f56163d368e4de91b08aef4852f836cf3c8,3181,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SILVER_MINERS,UNAFFECTED_REGRESSION_CONTROL,1072,1072,2022-05-11,2022-05-11,5984a2c86632dfa9bc64c79d6d5bfcc6ce7508b5ac129810c18bb8089e2bfd98,5984a2c86632dfa9bc64c79d6d5bfcc6ce7508b5ac129810c18bb8089e2bfd98,1072,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SMALL_CAP,UNAFFECTED_REGRESSION_CONTROL,3176,3176,2013-12-10,2013-12-10,1bc65357ffeaef866e77de697bd83a3cf907a26a1c2921634133815d4c99fcd1,1bc65357ffeaef866e77de697bd83a3cf907a26a1c2921634133815d4c99fcd1,3176,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SOFTWARE,UNAFFECTED_REGRESSION_CONTROL,1904,1904,2019-01-03,2019-01-03,37b3b0b0d0e2f304d7a2c3d5ad67faa82b004b62709e952ab49b539e15babddf,37b3b0b0d0e2f304d7a2c3d5ad67faa82b004b62709e952ab49b539e15babddf,1904,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SOLAR,UNAFFECTED_REGRESSION_CONTROL,1181,1181,2021-10-07,2021-10-07,3a140388e75ba928fb65fd91dbb8602877aed679f677e5dbf97025cde02b09fa,3a140388e75ba928fb65fd91dbb8602877aed679f677e5dbf97025cde02b09fa,1181,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SPACE,UNAFFECTED_REGRESSION_CONTROL,0,0,,,be546a104109c9e5520b9b978bff00e6bbe3c6ac8ac9b83e12b9675b97884db9,be546a104109c9e5520b9b978bff00e6bbe3c6ac8ac9b83e12b9675b97884db9,0,,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_TECHNOLOGY,BLOCKING_REMEDIATION,2480,2568,2016-09-15,2016-05-09,2e6be5fda139a09bab52e2582691e2f90e7066167f9b501682037009e55c2a21,a451b997c6fdbca8168a841054f61985059bb5ca86172f49763a55b61d103da3,2477,0.05023085614960621,INTENTIONALLY_REMEDIATED,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_TRANSPORTATION,UNAFFECTED_REGRESSION_CONTROL,2132,2132,2018-01-26,2018-01-26,fd1afd5c74da2ccd88db0d9e9ba6aa12cf673fc6ecf143b33412db20be2eefaf,fd1afd5c74da2ccd88db0d9e9ba6aa12cf673fc6ecf143b33412db20be2eefaf,2132,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_URANIUM_NUCLEAR,UNAFFECTED_REGRESSION_CONTROL,1074,1074,2022-05-06,2022-05-06,108501bc6d16d88ab84157415329b7b575b37a723cd294e6b166c71a06144741,108501bc6d16d88ab84157415329b7b575b37a723cd294e6b166c71a06144741,1074,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_UTILITIES,UNAFFECTED_REGRESSION_CONTROL,1807,1807,2016-07-08,2016-07-08,f1ea9c6d294497737d2308923200480d6b75581e1106bf4c6ae92a273e5927db,f1ea9c6d294497737d2308923200480d6b75581e1106bf4c6ae92a273e5927db,1807,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_WATER,UNAFFECTED_REGRESSION_CONTROL,3280,3280,2007-04-04,2007-04-04,9b7c201180f8a66fc7cc6cb4a5ff7c06b9c9bdc0c64bf37f035b63574368147a,9b7c201180f8a66fc7cc6cb4a5ff7c06b9c9bdc0c64bf37f035b63574368147a,3280,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GOLD,UNAFFECTED_REGRESSION_CONTROL,4972,4972,2006-10-02,2006-10-02,83e9e80c6579e5ee7193442da4b5edc697380f06c5d355dc95472a090aa5b7e2,83e9e80c6579e5ee7193442da4b5edc697380f06c5d355dc95472a090aa5b7e2,4972,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INDIA,UNAFFECTED_REGRESSION_CONTROL,4336,4336,2007-09-21,2007-09-21,b7f4a6b1f461f63c0362b0055cd14d616a2c7fa0b8eaf24c37751d746a380b1c,b7f4a6b1f461f63c0362b0055cd14d616a2c7fa0b8eaf24c37751d746a380b1c,4336,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN,UNAFFECTED_REGRESSION_CONTROL,3490,3490,2011-12-01,2011-12-01,9db21e77a58287f720347de3ce1e7100d913089d662b194ca9bd926ccc49ca8b,9db21e77a58287f720347de3ce1e7100d913089d662b194ca9bd926ccc49ca8b,3490,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN_EUR_HEDGED,UNAFFECTED_REGRESSION_CONTROL,3926,3926,2010-10-11,2010-10-11,53245dcd45ce18aabe517480639693857fa0283f0921b9edeb743c74f356b3c2,53245dcd45ce18aabe517480639693857fa0283f0921b9edeb743c74f356b3c2,3926,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN_GBP_HEDGED,UNAFFECTED_REGRESSION_CONTROL,3523,3523,2012-08-06,2012-08-06,5149c92bf5f1923bdfbc08b7b1f5de1c14e66bfbad86fcbf30aaa4c4a3cf3763,5149c92bf5f1923bdfbc08b7b1f5de1c14e66bfbad86fcbf30aaa4c4a3cf3763,3523,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LATIN_AMERICA,UNAFFECTED_REGRESSION_CONTROL,0,0,,,786970829e86df318d1b2b8e04efea51ea112f75c4ab534e1c95bf1aa4b9fc66,786970829e86df318d1b2b8e04efea51ea112f75c4ab534e1c95bf1aa4b9fc66,0,,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
SILVER_PHYSICAL,UNAFFECTED_REGRESSION_CONTROL,4737,4737,2007-04-30,2007-04-30,c7206b8bfa17bbdb5c754828cef06dbdd4309fb76ef82ef0128ed7607615bdc3,c7206b8bfa17bbdb5c754828cef06dbdd4309fb76ef82ef0128ed7607615bdc3,4737,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
SOUTH_KOREA,UNAFFECTED_REGRESSION_CONTROL,5026,5026,2005-11-24,2005-11-24,d2a90fcaba284fa9994816ade57e2d73816348e583df5f6c6bec370cd8f4bbcd,d2a90fcaba284fa9994816ade57e2d73816348e583df5f6c6bec370cd8f4bbcd,5026,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
TAIWAN,UNAFFECTED_REGRESSION_CONTROL,5006,5006,2005-11-03,2005-11-03,bd9696c048e8f766539d2d763b7790649773933256d892b31655dac9f120d514,bd9696c048e8f766539d2d763b7790649773933256d892b31655dac9f120d514,5006,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_BROAD_MARKET,UNAFFECTED_REGRESSION_CONTROL,3697,3697,2011-04-26,2011-04-26,9f2d3fff5d5183f3942fbe559dce22e7fb4a3102b74727d228fcbf7b5a6ae7ba,9f2d3fff5d5183f3942fbe559dce22e7fb4a3102b74727d228fcbf7b5a6ae7ba,3697,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_ALL,UNAFFECTED_REGRESSION_CONTROL,3427,3427,2012-06-12,2012-06-12,db6fa93c1d309c99cbb53506900866ab46622bc637c46f771dd51f86fcc93a27,db6fa93c1d309c99cbb53506900866ab46622bc637c46f771dd51f86fcc93a27,3427,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_LONG,UNAFFECTED_REGRESSION_CONTROL,0,0,,,0a9c2a9be86e89806b930b0a0db3beab05d0caa1828842777b94a84a45cefb62,0a9c2a9be86e89806b930b0a0db3beab05d0caa1828842777b94a84a45cefb62,0,,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_SHORT,UNAFFECTED_REGRESSION_CONTROL,2033,2033,2018-06-15,2018-06-15,87443ef4cfc6675514f15f405ee600ada6b63fd88afff074a901d4a8a08bc3a5,87443ef4cfc6675514f15f405ee600ada6b63fd88afff074a901d4a8a08bc3a5,2033,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_INDEX_LINKED_GILTS,UNAFFECTED_REGRESSION_CONTROL,0,0,,,22e31bb9bceb26f1bcb52769b9c7e909df9220adf5af2d0332cf274e0d15ff63,22e31bb9bceb26f1bcb52769b9c7e909df9220adf5af2d0332cf274e0d15ff63,0,,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_LARGE_CAP,UNAFFECTED_REGRESSION_CONTROL,6603,6603,2000-05-05,2000-05-05,7aa48e2488a0203e642500c4384986b4aa72bc2a8874b86e51073812ac9484c5,7aa48e2488a0203e642500c4384986b4aa72bc2a8874b86e51073812ac9484c5,6603,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_MID_CAP,UNAFFECTED_REGRESSION_CONTROL,5620,5620,2004-04-01,2004-04-01,e7cdc56449245d0ac055cffcd146aeca90833270766459470a1fe467edfae4b5,e7cdc56449245d0ac055cffcd146aeca90833270766459470a1fe467edfae4b5,5620,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_SMALL_CAP,UNAFFECTED_REGRESSION_CONTROL,3471,3471,2010-11-03,2010-11-03,7f6e34be2ef4f0954e829e6a783b277e7de1c2d9f0b649bb91342b5aac1c0673,7f6e34be2ef4f0954e829e6a783b277e7de1c2d9f0b649bb91342b5aac1c0673,3471,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
USD_OVERNIGHT_CASH,UNAFFECTED_REGRESSION_CONTROL,2228,2228,2015-07-21,2015-07-21,2ddd5450e3f04f187bd9007e0fa2e0c0a49f8b7aa973324d5fa077fe61f13e0e,2ddd5450e3f04f187bd9007e0fa2e0c0a49f8b7aa973324d5fa077fe61f13e0e,2228,0.0,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AEROSPACE_DEFENCE,BLOCKING_REMEDIATION,329,24,2025-04-29,2026-07-20,558cafeccc43c7e375361875e9d8d81d65f298b1ef082aa8e7a30c61852aabef,bef83cc2d619a0143534514a3f4922459f3ac295591949047f8dd52ced9d95db,24,0.01874496909507184,INTENTIONALLY_REMEDIATED,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AI,UNAFFECTED_REGRESSION_CONTROL,0,0,,,6b8b25931076efe97dd3f73907ca0fd0fc678bab4285bdaa91a30c3eedf9bf04,6b8b25931076efe97dd3f73907ca0fd0fc678bab4285bdaa91a30c3eedf9bf04,0,,RETURN_IDENTICAL,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
