module_id,date,portfolio_value,invested_fraction,cash_fraction,cash_value,cash_return_contribution,cumulative_cash_return_contribution,data_valid,warning
VOL_TARGET_0_1,2021-09-16,1.0000206799410725,0.0,1.0,1.0000206799410725,1.366783238164007e-06,2.067975293669556e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-17,1.0000220522294097,0.0,1.0,1.0000220522294097,1.3722599589318576e-06,2.2052012895627415e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-20,1.0000261773209937,0.0,1.0,1.0000261773209937,4.125000618635174e-06,2.617701351426259e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-21,1.000027546878444,0.0,1.0,1.000027546878444,1.3695215999304264e-06,2.7546535114193015e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-22,1.0000289164377703,0.0,1.0,1.0000289164377703,1.3695216001247328e-06,2.8916056714317747e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-23,1.0000302832605306,0.0,1.0,1.0000302832605306,1.3667832378045325e-06,3.028283995212228e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-24,1.0000316254390322,0.0,1.0,1.0000316254390322,1.3421378573627722e-06,3.1624977809485054e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-27,1.0000357341393937,0.0,1.0,1.0000357341393937,4.108570426150167e-06,3.573354823563522e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-28,1.0000370927560767,0.0,1.0,1.0000370927560767,1.3585681356706639e-06,3.7092116371305885e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-29,1.0000384486361307,0.0,1.0,1.0000384486361307,1.3558297625476642e-06,3.844794613385355e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-09-30,1.0000397990410588,0.0,1.0,1.0000397990410588,1.3503530088706364e-06,3.979829914272418e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-01,0.9994246904654253,0.3002179793439539,0.6997820206560461,0.6993794293874387,1.3120154253559483e-06,4.111031456808013e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-04,1.011781340444204,0.308761414269581,0.6912385857304189,0.699382302837079,2.875103714919394e-06,4.3985418282999525e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-05,1.0169102867190567,0.3122468367802605,0.6877531632197396,0.6993832664017235,9.523447468355807e-07,4.49377630298351e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-06,1.008986189926837,0.3068445923440033,0.6931554076559967,0.6993842337980076,9.51309369876357e-07,4.588907239971146e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-07,1.0124835244935209,0.30923792871920686,0.6907620712807931,0.6993852165168222,9.73966566001666e-07,4.6863038965713125e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2021-10-08,1.0220994728802117,0.3157356833860346,0.6842643166139654,0.6993861973218723,9.687121088390842e-07,4.7831751074552206e-05,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
