comparator_id,rolling_months,window_count,positive_excess_frequency,mean_excess,median_excess,worst_excess,warning
EQUAL_POOL,12,102,0.5,0.029742868028564975,0.00012600083498170989,-0.13432596261403396,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EQUAL_POOL,24,90,0.6,0.046969223279039775,0.05727800643459113,-0.20639090294564721,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EQUAL_POOL,36,78,0.6025641025641025,0.07345773868393181,0.036825647296834685,-0.155738175340149,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
GLOBAL_DEVELOPED_WORLD,12,102,0.4019607843137255,0.03074325962816608,-0.03450347052057856,-0.14321221628776615,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
GLOBAL_DEVELOPED_WORLD,24,90,0.4777777777777778,0.03475302216547553,-0.05155705891906426,-0.21179993622999804,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
GLOBAL_DEVELOPED_WORLD,36,78,0.5512820512820513,0.04563459012292621,0.05013933081745203,-0.2538081137868957,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
