window_end_year,window_end_month,selected,pool,global,window_months,selected_minus_pool,selected_minus_global,warning
2022,9,0.11813518613957052,-0.036858837751275964,-0.014563106796116498,12,0.1549940238908465,0.13269829293568702,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022,10,0.17265711199195355,-0.06523238183004887,-0.025673137132121826,12,0.23788949382200242,0.19833024912407538,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022,11,0.17168494337360118,-0.022572977676091788,-0.03282478039759573,12,0.19425792104969297,0.20450972377119692,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022,12,0.23951446312967883,-0.05037437668503297,-0.08333333333333326,12,0.2898888398147118,0.3228477964630121,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,1,0.6283998228109235,0.08384058474393319,0.012627877237851415,12,0.5445592380669904,0.6157719455730721,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,2,0.6569939935528579,0.05022230361497493,0.02676833225178421,12,0.606771689937883,0.6302256613010737,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,3,0.256292356934106,-0.01831444934009796,-0.024113039471663877,12,0.274606806274204,0.2804053964057699,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,4,0.13704348149540913,-0.012076954005402096,0.012875536480685401,12,0.14912043550081122,0.12416794501472372,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,5,0.17711091517913968,-0.020512745786293918,0.03697097454191556,12,0.1976236609654336,0.14013994063722413,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,6,0.4429244815766733,0.07511611184518774,0.1339606501283137,12,0.36780836973148556,0.3089638314483596,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,7,0.38925723590483274,0.06497014020325165,0.07903123008285462,12,0.3242870957015811,0.3102260058219781,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,8,0.23546070378913497,-0.024035030515507927,0.06005674653215509,12,0.2594957343046429,0.17540395725697988,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,9,0.33274776607962675,0.02230763775886202,0.09950738916256019,12,0.31044012832076473,0.23324037691706656,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,10,0.20463417958997354,-0.03887727692027121,0.04450514138817274,12,0.24351145651024475,0.1601290382018008,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023,11,0.23614090366539742,-0.023554583189794753,0.08524537922243258,12,0.25969548685519217,0.15089552444296483,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
