window_end_year,window_end_month,selected,pool,global,window_months,selected_minus_pool,selected_minus_global,warning
2023,12,0.2237811184104137,0.08410169947709156,0.17588932806323898,12,0.13967941893332214,0.04789179034717472,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,1,0.013268822738338404,-0.023463369725152505,0.1450670876085216,12,0.03673219246349091,-0.1317982648701832,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,2,0.05310243525993408,0.028112614971149474,0.19197345552219658,12,0.024989820288784603,-0.1388710202622625,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,3,0.2825927581065142,0.09630860884034331,0.22977651872835758,12,0.18628414926617087,0.052816239378156604,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,4,0.33364295409134637,0.12487623660894465,0.19946641556810918,12,0.20876671748240172,0.1341765385232372,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,5,0.12740821202585173,0.16141376386691286,0.20906958561375966,12,-0.03400555184106113,-0.08166137358790793,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,6,0.022738570500609123,0.12268362746168249,0.21786360893180312,12,-0.09994505696107336,-0.195125038431194,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,7,-0.06223395410692445,0.08675164449308581,0.1875369167158878,12,-0.14898559860001026,-0.24977087082281224,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,8,-0.06898794145242249,0.10330331333311182,0.19063197026022216,12,-0.1722912547855343,-0.25961991171264465,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,9,-0.03399177411203458,0.14280577884775925,0.1971326164874534,12,-0.17679755295979382,-0.23112439059948797,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,10,0.022867440771152214,0.24151009662396472,0.266112905706813,12,-0.2186426558528125,-0.2432454649356608,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,11,-0.017973164011335863,0.21868756662637168,0.27829980913228525,12,-0.23666073063770754,-0.2962729731436211,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024,12,-0.08006747362080069,0.09731882062340991,0.2110644257703076,12,-0.1773862942442106,-0.2911318993911083,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,1,0.05076278464982864,0.2207746069967158,0.24648469809760032,12,-0.17001182234688716,-0.19572191344777168,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,2,-0.1548557064683298,0.12764963639467353,0.15535524920466592,12,-0.28250534286300333,-0.3102109556729957,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,3,-0.186913818395964,0.012000616069984593,0.04018428461735346,12,-0.1989144344659486,-0.22709810301331745,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,4,-0.11421336056161902,0.003446770335477023,0.036896506607353,12,-0.11766013089709604,-0.151109867168972,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,5,-0.1164838378878762,0.03298376307328388,0.08135023279875853,12,-0.14946760096116007,-0.19783407068663472,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,6,-0.03684020741619509,0.09130496775060237,0.06367690782953495,12,-0.12814517516679746,-0.10051711524573004,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,7,0.14299274401815065,0.1495275953463504,0.12832628699328552,12,-0.006534851328199753,0.014666457024865132,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,8,0.18379007193069619,0.21199476476160162,0.13101036592981163,12,-0.02820469283090543,0.05277970600088455,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,9,0.41687871777157137,0.26156505528876584,0.16679141716567014,12,0.15531366248280554,0.25008730060590123,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,10,0.2759011276943768,0.2957443338642307,0.1928076782893955,12,-0.01984320616985391,0.08309344940498131,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,11,0.5540652084524587,0.23470102605134513,0.12077183713317785,12,0.3193641824011135,0.4332933713192808,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025,12,0.7241267777168043,0.28156566263282423,0.12640222042326887,12,0.4425611150839801,0.5977245572935355,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,1,0.8596307821243911,0.25060070172627213,0.07431984074319953,12,0.609030080398119,0.7853109413811916,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,2,1.5187367876222497,0.34992412350004076,0.1439880679210659,12,1.168812664122209,1.3747487197011838,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,3,0.8796014534213035,0.3465135983753096,0.16006397637795344,12,0.5330878550459939,0.71953747704335,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,4,0.9128542671909268,0.4478370479883511,0.274952681388013,12,0.46501721920257566,0.6379015858029138,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,5,1.2677972637946189,0.4320851268040189,0.2787944025834226,12,0.8357121369906,0.9890028612111963,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,6,1.5596230430107574,0.33560862656177615,0.25425110645236315,12,1.2240144164489812,1.3053719365583942,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,7,0.8350066931007474,0.2221595726663701,0.16982587612959987,12,0.6128471204343773,0.6651808169711475,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026,8,0.8284535494107648,0.2623014535807071,0.19633392226148283,12,0.5661520958300577,0.6321196271492819,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
