strategy_id,control_id,window_id,ii_plan,notional_gbp,one_way_friction_bps,broker_fx_fee,ter_double_deducted,gross_cagr,net_cagr_subscription_reported_separately,net_cagr_full_subscription_deducted,cost_drag_cagr_subscription_reported_separately,cost_drag_cagr_full_subscription,net_incremental_cagr_vs_control,maximum_drawdown,maximum_drawdown_full_subscription,ulcer_index,ulcer_index_full_subscription,annual_turnover,trade_legs,free_trade_legs,paid_trade_legs,started_calendar_months,total_dealing_charges_gbp,total_subscription_gbp,historical_total_market_friction_gbp,annual_dealing_charges_gbp,annual_subscription_gbp,historical_average_annual_market_friction_gbp,current_scale_annual_market_friction_gbp,current_scale_annual_all_in_including_friction_gbp,subscription_attribution,partial_month_subscription_treatment,performance_normalisation
M2_100_DIAGNOSTIC,GLOBAL_100,LATEST_FIVE_YEARS,II_PREMIUM,250000.0,20.0,0.0,False,0.15295279206441914,0.13662637289367652,0.1354565437361086,0.016326419170742623,0.017496248328310537,0.021461824680762742,-0.22313867325654646,-0.22373666149729854,0.10104458917407341,0.10178492179308066,6.925927114696822,530,118,412,60,1231.88,2399.4,34687.12242138683,247.89803355371902,479.88,6980.281714045939,3462.9635573484106,4190.741590902129,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_100,GLOBAL_100,FULL_HISTORY,II_PREMIUM,250000.0,20.0,0.0,False,0.1160108322932567,0.11601083229325515,0.11455580723034697,1.5543122344752192e-15,0.0014550250629097317,0.0,-0.2558185599683076,-0.25591889723728944,0.04890992072479292,0.049192140833491854,0.1055614161849711,1,1,0,114,0.0,4558.860000000001,500.0,0.0,479.88,52.78070809248555,52.78070809248554,532.6607080924855,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_100,GLOBAL_100,LATEST_FIVE_YEARS,II_PREMIUM,250000.0,20.0,0.0,False,0.11516454821291444,0.11516454821291378,0.11406372252365982,6.661338147750939e-16,0.0011008256892546253,0.0,-0.18496854651804395,-0.1851448407990014,0.046400443692220586,0.04675787909860222,0.0,0,0,0,60,0.0,2399.4,0.0,0.0,479.88,0.0,0.0,479.88,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_75_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,FULL_HISTORY,II_PLUS,563000.0,20.0,0.0,False,0.09291969802384759,0.09278399774815949,0.09253037845042389,0.00013570027568809984,0.0003893195734236965,0.0,-0.19550514107421002,-0.19552378655576408,0.03596428050276945,0.036011474339890125,0.14125588705592632,114,114,0,114,0.0,1708.8600000000001,1779.6581068360135,0.0,179.88,187.86323008267416,159.05412882497305,338.9341288249731,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_75_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,LATEST_FIVE_YEARS,II_PLUS,563000.0,20.0,0.0,False,0.0958241210599875,0.09570044789618226,0.09549667434493325,0.00012367316380523796,0.00032744671505424705,0.0,-0.13898588889392793,-0.13902181310466288,0.03352213750573257,0.033582529187627136,0.057585700467573525,60,60,0,60,0.0,899.4,553.3447969729593,0.0,179.88,111.35263747019069,64.84149872648779,244.72149872648777,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_65_M2_10_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,FULL_HISTORY,II_PLUS,563000.0,20.0,0.0,False,0.09611386451411885,0.0942245143583682,0.09396878962710686,0.0018893501557506465,0.0021450748870119885,0.0014405166102087197,-0.1910596659954007,-0.19107874936120073,0.03578515598104363,0.0358407064619394,0.6838125098529217,1076,113,963,114,3842.370000000001,1708.8600000000001,10855.352451397184,405.6060187066475,179.88,1145.9063779564844,769.9728860943899,1355.4589048010375,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_65_M2_10_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,LATEST_FIVE_YEARS,II_PLUS,563000.0,20.0,0.0,False,0.10013283340331292,0.09800709134675523,0.09780098431398931,0.002125742056557689,0.002331849089323601,0.002306643450572965,-0.13513541909708215,-0.13516015072989696,0.035113001260682224,0.03518678577405112,0.7520076519855521,597,60,537,60,2142.63,899.4,7401.067183357174,431.1732990495868,179.88,1489.3577304227729,846.7606161357318,1457.8139151853184,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_60_M2_15_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,FULL_HISTORY,II_PLUS,563000.0,20.0,0.0,False,0.09770082509868461,0.09520975199644566,0.09495353906090398,0.00249107310223895,0.0027472860377806274,0.0024257542482861716,-0.18881434194053193,-0.18883361181813318,0.03649157436743653,0.03655044803856513,0.9568724387735823,1076,113,963,114,3842.370000000001,1708.8600000000001,15423.636852393542,405.6060187066475,179.88,1628.1409488613722,1077.4383660590536,1662.9243847657012,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_60_M2_15_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,LATEST_FIVE_YEARS,II_PLUS,563000.0,20.0,0.0,False,0.10224675478863032,0.09935531021049249,0.09914881529027308,0.002891444578137836,0.0030979394983572384,0.0036548623143102255,-0.13382878046380076,-0.13385363735552214,0.03679778382278005,0.036876443590810645,1.1009697312592834,597,60,537,60,2142.63,899.4,10847.683318158492,431.1732990495868,179.88,2182.939379797522,1239.6919173979531,1850.7452164475399,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
GLOBAL_50_M2_25_DEFENSIVE_25,GLOBAL_75_DEFENSIVE_25,FULL_HISTORY,II_PLUS,563000.0,20.0,0.0,False,0.10080981435170822,0.09711217215791512,0.09685494650149384,0.0036976421937930937,0.003954867850214372,0.004328174409755636,-0.18431826348302704,-0.18433791246120668,0.03860915560831471,0.038683149090893695,1.5024903667854268,1076,113,963,114,3842.370000000001,1708.8600000000001,24537.5741709832,405.6060187066475,179.88,2590.2210792327546,1691.8041530003904,2277.290171707038,PLATFORM_MAINTENANCE_REPORTED_SEPARATELY_FROM_M2,FULL_MONTHLY_FEE_ON_FIRST_OBSERVED_SESSION_OF_EACH_STARTED_CALENDAR_MONTH,CANONICAL_A4D_FIRST_POST_COST_OBSERVATION; INCEPTION_COST_INCLUDED_IN_COST_TOTALS_NOT_CAGR
