candidate_id,control_id,diagnostic,period_start,period_end,months,relative_return,m2_allocation,notes,value,unit,ii_plan,notional_gbp,subscription_treatment
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-03-31,3.0,0.02055675197044282,1.0,Compounded candidate return minus compounded control return,0.02055675197044282,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-04-30,3.0,0.018293901133778823,1.0,Compounded candidate return minus compounded control return,0.018293901133778823,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-05-31,3.0,0.015550671225902812,1.0,Compounded candidate return minus compounded control return,0.015550671225902812,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-06-30,3.0,-0.04069592220007123,1.0,Compounded candidate return minus compounded control return,-0.04069592220007123,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-07-31,3.0,-0.09546537680512024,1.0,Compounded candidate return minus compounded control return,-0.09546537680512024,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-08-31,3.0,-0.08240955912051362,1.0,Compounded candidate return minus compounded control return,-0.08240955912051362,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-09-30,3.0,-0.06949349053148635,1.0,Compounded candidate return minus compounded control return,-0.06949349053148635,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-10-31,3.0,0.018377157326913807,1.0,Compounded candidate return minus compounded control return,0.018377157326913807,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-11-30,3.0,-0.003435426945395781,1.0,Compounded candidate return minus compounded control return,-0.003435426945395781,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2022-12-31,3.0,0.029233339161436334,1.0,Compounded candidate return minus compounded control return,0.029233339161436334,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-01-31,3.0,0.011121794814007435,1.0,Compounded candidate return minus compounded control return,0.011121794814007435,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-02-28,3.0,-0.041536685647164395,1.0,Compounded candidate return minus compounded control return,-0.041536685647164395,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-03-31,3.0,-0.0399822313222975,1.0,Compounded candidate return minus compounded control return,-0.0399822313222975,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-04-30,3.0,-0.07772570189434136,1.0,Compounded candidate return minus compounded control return,-0.07772570189434136,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-05-31,3.0,-0.010996218621606824,1.0,Compounded candidate return minus compounded control return,-0.010996218621606824,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
M2_100_DIAGNOSTIC,GLOBAL_100,ROLLING_3M_RELATIVE_RETURN,,2023-06-30,3.0,-0.01893172080732164,1.0,Compounded candidate return minus compounded control return,-0.01893172080732164,RETURN,II_PLUS,563000.0,SUBSCRIPTION_REPORTED_SEPARATELY
